ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,19,496508.19,456708.844,6973.5,45125.15,39360.8,5764.35,0.0,0.0,0,16917.19,108.595309,118.059,72.99,97.922,93.778,28.309,12.28,13.035,15.591,12.483,80.07,2.865,51.633,39798.716,4027.138,6493.77,1036.631,5923.455,17480.994,230637,680087,0,0,910724,296:40:00,04:30,00:00,84:00:00,00:00,385:10:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,20,544227.1,500887.366,7686.5,51186.65,39360.8,11825.85,0.0,0.0,0,18578.168,109.568619,119.049,73.591,97.913,93.817,28.204,12.28,13.15,15.731,12.6,80.09,2.883,51.416,43339.917,4424.871,7082.784,1138.529,6253.665,18899.849,230637,680087,0,0,910724,318:30:00,04:30,00:00,84:00:00,00:00,407:00:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,21,587919.44,541392.798,8339.25,56119.5,39360.8,16758.7,0.0,0.0,0,19982.744,110.387363,119.874,74.198,98.219,93.938,28.051,12.26,13.241,15.8,12.664,80.15,2.861,51.258,46526.825,4718.923,7527.217,1219.012,6620.545,20085.697,230637,696654,0,0,927291,344:20:00,05:30,00:00,84:00:00,00:00,433:50:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,22,610041.581,561908.639,8628.5,58615.5,39360.8,19254.7,0.0,0.0,0,20614.299,110.691548,120.173,74.184,98.321,93.926,28.022,12.26,13.283,15.845,12.69,80.09,2.879,51.181,48133.125,4922.257,7876.617,1262.689,6858.135,20919.698,230637,713222,0,0,943859,346:00:00,05:30,00:00,177:50:00,00:00,529:20:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,23,652340.63,601124.511,9175.0,62566.55,43093.9,19472.65,0.0,0.0,0,21984.574,111.637459,121.149,74.181,98.443,93.962,27.991,12.27,13.39,15.942,12.781,80.17,2.889,51.08,51216.303,5274.467,8422.823,1355.436,7499.906,22552.632,230637,713222,0,0,943859,376:10:00,05:35,00:00,178:00:00,00:00,559:45:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,24,684261.47,630629.752,9624.0,66054.2,46581.55,19472.65,0.0,0.0,0,23059.89,112.064965,121.595,74.182,98.583,93.995,27.949,12.27,13.445,15.999,12.82,80.13,2.889,50.972,53631.902,5524.804,8809.684,1434.872,7983.986,23753.346,230637,713222,0,0,943859,395:30:00,05:35,00:00,178:05:00,45:45:00,624:50:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,25,692824.661,638529.751,9841.5,66715.75,47243.1,19472.65,0.0,0.0,0,23411.464,111.934971,121.453,73.865,98.553,94.005,27.919,12.26,13.435,16.005,12.815,80.06,2.885,50.952,54295.093,5579.841,8969.673,1455.677,8321.246,24326.437,230637,713222,0,0,943859,398:25:00,06:30,00:00,178:00:00,181:20:00,764:15:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,26,737445.971,679556.968,10460.25,70996.4,51523.75,19472.65,0.0,0.0,0,24997.377,112.045905,121.591,73.997,98.579,94.02,27.863,12.27,13.467,16.082,12.845,79.87,2.891,50.836,57889.186,5939.356,9600.855,1561.601,8722.776,25824.588,230637,768446,0,0,999083,420:20:00,08:05,00:00,178:10:00,181:20:00,787:55:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,27,770864.061,710473.823,10921.5,74256.55,54783.9,19472.65,0.0,0.0,0,26417.887,112.127513,121.658,73.588,98.477,94.01,27.866,12.28,13.489,16.147,12.877,79.75,2.899,50.767,60390.421,6228.426,10285.78,1655.6,9294.146,27463.952,230637,844206,0,0,1074843,477:50:00,08:05,00:00,178:10:00,181:20:00,845:25:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,28,812444.491,748984.761,11740.5,77703.95,58231.3,19472.65,0.0,0.0,0,28193.833,112.16808,121.672,73.269,98.29,93.974,27.884,12.3,13.508,16.22,12.915,79.62,2.919,50.673,63459.913,6613.452,10910.844,1789.803,10021.636,29335.735,230637,844206,0,0,1074843,507:50:00,08:20,00:00,178:10:00,181:20:00,875:40:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,29,827383.031,762784.892,12096.25,79403.2,59930.55,19472.65,0.0,0.0,0,29162.398,112.080426,121.572,72.902,98.329,93.967,27.905,12.31,13.505,16.224,12.906,79.55,2.92,50.659,64598.322,6741.711,11317.082,1839.035,10381.136,30278.964,230637,844206,0,0,1074843,514:45:00,08:20,00:00,178:20:00,290:30:00,991:55:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,30,854552.371,787800.603,12530.0,81497.3,62024.65,19472.65,0.0,0.0,0,30285.736,111.66693,121.129,72.632,98.319,93.954,27.963,12.33,13.476,16.229,12.877,79.35,2.914,50.622,66751.952,6962.71,11740.011,1920.621,10892.88,31516.222,230637,844206,0,0,1074843,544:50:00,08:20,00:00,178:20:00,339:00:00,1070:30:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,31,893257.411,823178.261,13213.75,84475.1,65002.45,19472.65,0.0,0.0,0,31861.775,111.071526,120.527,72.531,98.29,93.94,28.003,12.34,13.427,16.22,12.832,79.12,2.905,50.603,70079.334,7267.396,12467.109,2048.58,11161.78,32944.865,230637,844206,0,0,1074843,583:55:00,08:20,00:00,178:20:00,340:35:00,1111:10:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,32,925796.881,853207.576,13859.25,87099.15,67626.5,19472.65,0.0,0.0,0,33204.708,110.540651,119.945,72.396,98.266,93.931,28.022,12.35,13.38,16.199,12.79,78.95,2.898,50.587,72589.489,7518.047,13043.756,2143.137,11488.71,34193.65,230637,855251,0,0,1085888,646:10:00,08:20,00:00,178:20:00,340:35:00,1173:25:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,33,964684.851,888749.17,14616.5,90281.45,70808.8,19472.65,0.0,0.0,0,35149.154,109.601194,118.966,71.97,98.171,93.91,28.034,12.36,13.294,16.166,12.717,78.67,2.888,50.558,75935.865,7810.459,13835.218,2245.581,12054.62,35945.878,230637,860773,0,0,1091410,663:10:00,08:20,00:00,178:20:00,363:55:00,1213:45:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,34,1005009.541,925501.618,15320.25,93506.7,74034.05,19472.65,0.0,0.0,0,37159.105,108.587725,117.916,71.71,98.155,93.88,28.038,12.36,13.197,16.1,12.622,78.4,2.881,50.544,79508.107,8116.807,14609.161,2333.715,12460.95,37520.633,230637,869057,0,0,1099694,697:10:00,08:20,00:00,178:25:00,363:55:00,1247:50:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,35,1024884.381,943719.863,15743.25,94980.4,74619.4,20361.0,0.0,0.0,0,38078.869,108.018178,117.308,71.431,98.13,93.86,28.061,12.37,13.146,16.074,12.574,78.22,2.877,50.53,81164.518,8273.369,15061.884,2383.605,12773.13,38491.988,230637,897327,0,0,1127964,781:30:00,10:50,00:00,178:25:00,380:55:00,1351:40:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,36,1065548.911,980586.245,16418.25,98322.3,74619.4,23702.9,0.0,0.0,0,39916.525,106.617276,115.855,71.226,98.122,93.759,28.134,12.37,13.014,15.979,12.435,77.82,2.887,50.573,84962.666,8654.127,15774.401,2460.763,13012.15,39901.441,230637,905610,0,0,1136247,805:25:00,10:50,00:00,178:25:00,389:35:00,1384:15:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,37,1096812.672,1009077.108,17137.0,100311.7,74619.4,25692.3,0.0,0.0,0,41324.848,105.504092,114.677,71.137,98.143,93.694,28.188,12.37,12.911,15.908,12.326,77.48,2.888,50.626,87735.563,8929.824,16254.445,2513.424,13175.36,40873.053,230637,905610,0,0,1136247,840:10:00,10:50,00:00,204:10:00,389:35:00,1444:45:00
cia. azucarera del rio guayalejo s.a. de c.v.,2014-2015,38,1112038.58,1022967.726,17225.0,101267.9,74619.4,26648.5,0.0,0.0,0,42610.388,104.830385,113.958,70.726,98.198,93.594,28.278,12.37,12.847,15.844,12.245,77.29,2.91,50.695,89070.855,9151.611,16792.173,2550.856,13328.795,41823.435,230637,905610,0,0,1136247,856:10:00,10:50,00:00,210:55:00,389:35:00,1467:30:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,8,48525.0,46508.709,1149.331,2644.5,2644.5,0.0,0.0,0.0,0,862.708,104.981496,109.533,80.42,96.5,95.18,27.671,13.014,12.428,14.786,12.258,82.903,2.166,50.0,2016.291,290.85,541.831,123.235,225.025,1180.941,114508,194718,0,0,309226,35:36:00,00:49,00:00,06:10,00:00,42:36:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,9,103071.0,98351.374,2131.787,8162.0,8162.0,0.0,0.0,0.0,0,2447.811,104.414158,109.425,80.45,97.14,95.31,27.424,12.995,12.394,14.746,12.16,82.463,2.118,49.65,4719.626,598.666,1157.112,300.17,441.482,2497.43,114508,315440,0,0,429948,60:04:00,00:59,00:00,06:10,07:55,75:09:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,10,158292.0,150817.359,3165.719,14223.3,14223.3,0.0,0.0,0.0,0,4095.791,103.912324,109.062,81.04,97.17,95.38,27.333,12.944,12.354,14.757,12.125,82.164,2.09,49.69,7474.641,904.088,1717.516,437.696,648.53,3707.83,114508,518513,0,0,633021,74:33:00,00:59,00:00,06:10,27:30:00,109:13:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,11,208014.0,198129.318,3954.6,19232.3,19232.3,0.0,0.0,0.0,0,5721.076,103.702918,108.877,81.22,97.89,95.33,27.191,12.848,12.334,14.647,12.011,82.003,2.117,49.75,9884.682,1197.477,2180.736,619.424,820.858,4818.495,114508,681488,0,0,795996,75:58:00,00:59,00:00,06:10,51:25:00,134:34:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,12,251280.0,239306.129,4931.897,23763.95,23763.95,0.0,0.0,0.0,0,7044.932,104.186569,109.4,81.6,98.63,95.22,27.202,12.82,12.395,14.605,11.966,81.931,2.178,49.79,11973.871,1488.659,2584.778,701.643,955.659,5730.739,114508,932007,0,0,1046515,102:44:00,07:14,00:00,06:10,51:25:00,167:35:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,13,308916.0,293945.545,5926.351,29943.35,29943.35,0.0,0.0,0.0,0,8700.866,104.706901,110.04,81.94,99.2,95.17,27.323,12.816,12.456,14.583,11.949,81.938,2.202,49.99,14970.455,1858.693,3172.096,781.72,1136.703,6949.212,114508,1068458,0,0,1182966,111:00:00,08:19,00:00,06:25,51:25:00,177:10:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,14,362849.0,345191.537,6887.473,36001.75,36001.75,0.0,0.0,0.0,0,10280.543,104.633319,109.986,82.19,99.32,95.12,27.411,12.82,12.451,14.56,11.924,81.896,2.218,50.1,17657.463,2206.395,3676.593,864.045,1297.76,8044.793,114508,1251508,0,0,1366016,134:34:00,09:04,00:00,06:25,51:25:00,201:30:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,15,397884.0,378555.962,7410.506,39476.9,39476.9,0.0,0.0,0.0,0,11226.407,104.549364,109.887,82.32,99.48,95.1,27.482,12.827,12.446,14.539,11.899,81.842,2.218,50.19,19328.038,2425.247,3994.403,942.054,1395.999,8757.703,114508,1619372,0,0,1733880,135:04:00,09:04,00:00,06:25,122:10:00,272:45:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,16,447697.0,425950.0,8269.516,44364.1,44364.1,0.0,0.0,0.0,0,12572.657,104.082045,109.396,82.43,99.07,95.16,27.532,12.84,12.404,14.586,11.915,81.688,2.179,50.28,21747.0,2685.51,4448.559,1104.974,1518.586,9757.629,114508,1922443,0,0,2036951,137:54:00,09:14,00:00,06:25,156:50:00,310:25:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,17,506727.0,481914.41,9286.877,50622.15,50622.15,0.0,0.0,0.0,0,14212.157,103.856408,109.204,82.67,98.89,95.22,27.579,12.841,12.386,14.62,11.927,81.58,2.146,50.39,24812.59,2999.62,4990.609,1262.762,1625.612,10878.603,114508,1934443,0,0,2048951,152:45:00,09:14,00:00,07:30,156:50:00,326:20:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,18,570844.0,542544.189,10347.66,57798.75,57798.75,0.0,0.0,0.0,0,16196.391,103.777394,109.191,83.03,98.72,95.28,27.646,12.839,12.381,14.657,11.949,81.524,2.115,50.55,28299.811,3338.201,5570.285,1382.496,1703.289,11994.271,114508,1936443,0,0,2050951,159:10:00,09:14,00:00,07:39,156:50:00,332:55:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,19,625526.0,594343.123,11233.272,63946.65,63946.65,0.0,0.0,0.0,0,17729.42,103.917814,109.37,83.37,98.7,95.32,27.698,12.839,12.398,14.687,11.973,81.521,2.097,50.66,31182.877,3632.561,6046.708,1453.057,1763.12,12895.446,114508,2121932,0,0,2236440,182:21:00,09:14,00:00,07:44,156:50:00,356:11:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,20,688564.0,653894.976,12367.407,71027.95,71027.95,0.0,0.0,0.0,0,19424.686,104.622091,110.169,83.79,98.58,95.35,27.753,12.842,12.47,14.768,12.061,81.67,2.088,50.76,34669.024,3989.869,6567.3,1516.119,1843.371,13916.659,114508,2219201,0,0,2333709,187:07:00,10:19,00:00,07:44,156:50:00,362:01:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,21,745204.0,707285.306,13225.952,77663.15,77663.15,0.0,0.0,0.0,0,20969.548,105.467671,111.122,84.14,98.53,95.38,27.762,12.843,12.557,14.855,12.157,81.838,2.088,50.77,37918.694,4320.426,7029.765,1573.136,1919.109,14842.436,114508,2282961,0,0,2397469,199:56:00,10:19,00:00,07:44,160:40:00,378:40:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,22,806297.0,764993.313,14309.174,84898.25,84898.25,0.0,0.0,0.0,0,22616.919,106.32426,112.065,84.44,98.57,95.41,27.776,12.843,12.646,14.929,12.241,81.995,2.089,50.79,41303.687,4678.982,7559.597,1632.476,1993.925,15864.98,114508,2373357,0,0,2487865,202:56:00,10:19,00:00,07:44,160:40:00,381:40:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,23,864263.0,819822.543,15336.942,91369.75,91369.75,0.0,0.0,0.0,0,23879.163,106.943698,112.741,84.59,98.54,95.43,27.791,12.845,12.71,14.989,12.308,82.114,2.089,50.81,44440.457,5017.623,8138.32,1687.588,2079.364,16922.895,114508,2492107,0,0,2606615,210:05:00,10:19,00:00,07:44,160:40:00,388:49:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,24,918657.0,871248.919,16401.375,97609.9,97609.9,0.0,0.0,0.0,0,25304.217,107.469075,113.317,84.68,98.54,95.46,27.8,12.849,12.764,15.039,12.365,82.22,2.085,50.82,47408.081,5324.109,8733.006,1745.032,2162.71,17964.857,114508,2603594,0,0,2718102,224:58:00,10:19,00:00,08:49,160:40:00,404:47:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,25,980198.0,929249.533,17492.526,104562.0,104562.0,0.0,0.0,0.0,0,26996.696,107.875619,113.79,84.76,98.61,95.5,27.81,12.856,12.809,15.079,12.405,82.267,2.073,50.83,50948.467,5650.726,9418.977,1808.804,2262.171,19140.678,114508,2678988,0,0,2793496,231:34:00,10:19,00:00,09:29,160:40:00,412:04:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,26,1039408.0,985301.72,18522.758,111416.1,111416.1,0.0,0.0,0.0,0,28614.243,108.137799,114.076,84.77,98.62,95.5,27.861,12.863,12.838,15.107,12.433,82.3,2.074,50.88,54106.28,6006.197,10078.527,1873.158,2362.148,20320.03,114508,2893040,0,0,3007548,240:29:00,10:19,00:00,09:29,162:25:00,422:43:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,27,1091764.0,1034834.028,19450.076,117496.7,117496.7,0.0,0.0,0.0,0,30061.851,108.258277,114.214,84.83,98.54,95.5,27.924,12.871,12.851,15.128,12.454,82.324,2.07,50.97,56929.972,6312.159,10592.571,1926.817,2453.866,21285.413,114508,3070852,0,0,3185360,266:49:00,10:24,00:00,11:29,162:25:00,451:08:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,28,1153954.0,1093562.914,20551.562,124640.6,124640.6,0.0,0.0,0.0,0,31822.758,108.481169,114.472,84.85,98.58,95.53,27.932,12.88,12.876,15.151,12.477,82.351,2.061,50.96,60391.086,6642.03,11306.026,1991.898,2563.084,22503.038,114508,3096391,0,0,3210899,271:54:00,10:24,00:00,11:29,162:25:00,456:13:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,29,1207532.0,1144256.823,21500.516,130912.05,130912.05,0.0,0.0,0.0,0,33283.094,108.670404,114.68,84.89,98.61,95.54,27.945,12.89,12.897,15.169,12.496,82.379,2.058,50.95,63275.177,6944.142,11884.63,2047.599,2650.272,23526.643,114508,3118891,0,0,3233399,282:04:00,10:24,00:00,12:19,168:25:00,473:13:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,30,1264257.0,1197864.031,23049.564,137463.45,137463.45,0.0,0.0,0.0,0,35192.895,108.841312,114.874,84.96,98.65,95.56,27.956,12.9,12.917,15.187,12.513,82.393,2.051,50.94,66392.969,7247.191,12447.832,2109.088,2750.46,24554.571,114508,3173891,0,0,3288399,290:24:00,11:09,00:00,18:19,168:25:00,488:17:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,31,1316356.0,1247049.945,23994.768,143470.55,143470.55,0.0,0.0,0.0,0,37175.282,109.051557,115.112,85.03,98.74,95.58,27.966,12.908,12.941,15.199,12.526,82.413,2.047,50.93,69306.055,7535.054,12956.216,2163.884,2847.031,25502.185,114508,3291391,0,0,3405899,301:03:00,11:09,00:00,26:19:00,177:30:00,516:02:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,32,1366772.0,1294619.571,25191.506,148712.75,148712.75,0.0,0.0,0.0,0,39278.279,109.092018,115.172,84.97,98.84,95.58,28.021,12.936,12.95,15.198,12.522,82.392,2.042,50.93,72152.429,7821.736,13594.134,2226.041,2955.526,26597.437,114508,3419080,0,0,3533588,332:18:00,11:09,00:00,26:19:00,177:30:00,547:16:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,33,1428451.0,1352966.469,26323.225,155487.7,155487.7,0.0,0.0,0.0,0,41904.495,108.930931,115.008,84.85,98.93,95.58,28.109,12.981,12.939,15.183,12.502,82.342,2.033,50.92,75484.531,8164.652,14447.861,2298.606,3094.805,28005.924,114508,3448502,0,0,3563010,335:54:00,12:09,00:00,27:59:00,177:30:00,553:33:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,34,1486094.0,1407587.952,27854.283,161846.05,161846.05,0.0,0.0,0.0,0,44262.282,108.753355,114.819,84.73,98.98,95.57,28.218,13.034,12.928,15.172,12.483,82.277,2.028,50.92,78506.048,8504.351,15219.884,2378.561,3229.365,29332.161,114508,3585428,0,0,3699936,349:19:00,12:09,00:00,27:59:00,177:30:00,566:59:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,35,1534406.37,1534406.37,28891.164,167727.18,167727.18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,00:00,00:00,00:00,00:00,00:00,00:00
ingenio adolfo lopez mateos s.a. de c.v.,2014-2015,36,1552596.02,1470697.243,28962.91,169072.8,169072.8,0.0,0.0,0.0,0,47892.847,108.307249,114.339,84.39,98.96,95.55,28.347,13.094,12.891,15.152,12.447,82.148,2.025,50.92,81898.777,8912.309,16375.372,2537.478,3423.753,31248.912,114508,3974309,57348,0,4146165,357:24:00,12:09,00:00,27:59:00,219:49:00,617:23:00
ingenio alianza popular s.a. de c.v.,2014-2015,8,53240.0,51244.106,842.75,4272.4,0.0,4272.4,0.0,0.0,0,1050.817,98.241,102.068,83.81,100.475,95.531,24.56,13.454,11.784,13.774,11.205,81.343,2.144,42.4,2002.082,280.404,493.604,85.743,156.011,1015.762,0,0,0,0,0,11:08,00:37,00:00,00:07,61:29:00,73:21:00
ingenio alianza popular s.a. de c.v.,2014-2015,9,97990.0,94115.892,1564.68,8911.34,0.0,8911.34,0.0,0.0,0,2155.715,99.530179,103.627,84.055,101.561,95.543,24.654,13.606,11.926,13.739,11.219,81.661,2.156,42.01,3879.542,520.863,909.399,142.876,290.248,1863.386,0,0,0,0,0,14:39,02:00,00:00,04:21,61:29:00,82:29:00
ingenio alianza popular s.a. de c.v.,2014-2015,10,141640.0,135958.291,2203.25,13565.3,0.0,13565.3,0.0,0.0,0,3285.639,100.107894,104.291,84.319,101.992,95.654,24.608,13.741,11.994,13.749,11.249,81.819,2.118,41.41,5684.647,738.393,1309.287,195.03,421.262,2663.972,0,0,0,0,0,20:20,02:34,00:00,04:21,72:33:00,99:48:00
ingenio alianza popular s.a. de c.v.,2014-2015,11,162020.0,155411.698,2485.5,15500.9,0.0,15500.9,0.0,0.0,0,3995.733,99.22446,103.444,84.19,101.733,95.661,24.549,13.72,11.909,13.735,11.198,81.531,2.105,41.36,6611.72,837.088,1503.352,238.809,471.236,3050.485,0,0,0,0,0,26:28:00,02:38,00:00,04:24,166:44:00,200:14:00
