ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,azucar_pol_menor_99_2,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total,pol_porcentaje_fibra,cana_cosechada_mecanicamente,cana_quemada,kg_vapor_kg_cana,energia_electrica_ton_cana,rendimiento_campo,rendimiento_fabrica
adolfo lopez mateos,2023-2024,18,621885.0,600682.837,9101.203,45492.5,45492.5,0.0,0.0,0.0,0.0,0,24590.854,0.0,83.485,73.07,95.541,95.309,30.127,14.371,10.257,13.762,10.232,74.352,1.597,49.759,21202.163,2992.275,10538.869,1182.427,2463.951,17177.522,0,0.0,0,0,0,177.15,59.5,0.0,17.4,248.55,503.4,71.373,0.0,100.0,0.6,13842709.0,68.329977,7.3152
adolfo lopez mateos,2023-2024,19,675763.0,652611.318,9877.953,50365.0,50365.0,0.0,0.0,0.0,0.0,0,27139.207,0.0,84.569,73.768,96.033,95.317,30.073,14.356,10.357,13.761,10.28,74.702,1.613,49.71,23151.682,3277.962,11149.446,1282.551,2649.593,18359.552,0,0.0,0,0,0,214.55,63.3,0.0,30.15,248.55,557.35,72.144,0.0,100.0,0.603,15111924.0,68.411238,7.453
adolfo lopez mateos,2023-2024,20,745436.0,719693.288,10927.753,56263.0,56263.0,0.0,0.0,0.0,0.0,0,30317.215,0.0,85.758,74.08,96.53,95.34,30.0,14.34,10.46,13.75,10.33,75.15,1.63,49.63,25742.712,3633.701,12254.799,1422.761,2900.85,20212.111,0,0.0,0,0,0,228.5,70.5,0.0,30.15,248.55,578.5,72.94,0.0,100.0,0.603,16505521.0,68.214938,7.5476
adolfo lopez mateos,2023-2024,21,807113.0,779116.285,11844.923,61665.0,61665.0,0.0,0.0,0.0,0.0,0,32770.042,0.0,86.389,74.413,96.831,95.348,29.977,14.346,10.517,13.741,10.356,75.367,1.632,49.565,27996.715,3948.58,13155.355,1531.747,3084.08,21719.762,0,0.0,0,0,0,263.3,73.55,0.0,30.15,249.45,617.25,73.31,0.0,100.0,0.604,17825700.0,68.139995,7.6401
adolfo lopez mateos,2023-2024,22,877502.0,846909.915,12894.923,68532.0,68532.0,0.0,0.0,0.0,0.0,0,35351.673,0.0,87.51,75.115,97.149,95.396,29.876,14.321,10.614,13.753,10.423,75.783,1.636,49.49,30592.085,4288.39,13974.019,1639.97,3275.901,23178.28,0,0.0,0,0,0,277.15,75.4,0.0,36.5,249.45,639.3,74.115,0.0,100.0,0.606,19298681.0,68.050193,7.8098
adolfo lopez mateos,2023-2024,23,939065.0,906308.575,13773.323,74227.5,74227.5,0.0,0.0,0.0,0.0,0,38117.879,0.0,88.368,75.478,97.399,95.414,29.796,14.293,10.692,13.771,10.474,76.062,1.646,49.443,32756.425,4604.64,14873.908,1739.211,3403.971,24621.73,0,0.0,0,0,0,308.3,79.05,0.0,41.1,249.45,678.3,74.806,0.0,100.0,0.608,20646265.0,68.179988,7.9044
adolfo lopez mateos,2023-2024,24,985492.0,951115.268,14469.123,78437.5,78437.5,0.0,0.0,0.0,0.0,0,40225.117,0.0,88.59,75.686,97.45,95.398,29.848,14.322,10.716,13.782,10.491,76.122,1.652,49.427,34376.732,4860.056,15408.128,1833.592,3576.421,25678.197,0,0.0,0,0,0,328.4,84.0,0.0,44.55,286.3,744.05,74.822,0.0,100.0,0.61,21765936.0,68.110002,7.9592
adolfo lopez mateos,2023-2024,25,1031774.0,995737.164,15267.443,82068.5,81977.0,91.5,0.0,0.0,0.0,0,42723.292,0.0,88.665,75.525,97.251,95.311,29.891,14.336,10.726,13.81,10.512,76.118,1.683,49.415,36036.836,5189.594,16247.267,1905.927,3743.061,27085.849,0,0.0,0,0,0,359.5,85.5,0.0,52.05,312.0,809.45,74.819,0.0,100.0,0.611,22816684.0,67.580013,7.9541
adolfo lopez mateos,2023-2024,26,1088795.0,1050724.314,16123.123,86916.5,86301.5,615.0,0.0,0.0,0.0,0,45518.504,0.0,88.947,75.607,97.196,95.293,29.989,14.383,10.751,13.822,10.541,76.262,1.688,49.407,38070.686,5510.493,17110.291,2013.604,3919.763,28554.151,0,0.0,0,0,0,386.4,87.35,0.0,61.45,319.45,855.45,74.748,0.0,100.0,0.612,24065305.0,67.530031,7.9828
adolfo lopez mateos,2023-2024,27,1149493.0,1109154.113,17108.093,92638.5,91503.0,1135.5,0.0,0.0,0.0,0,48228.256,0.0,89.57,75.852,97.226,95.248,30.063,14.399,10.811,13.855,10.591,76.441,1.709,49.447,40338.887,5905.854,17927.857,2109.092,4065.996,30008.799,0,0.0,0,0,0,403.4,89.35,0.0,76.4,319.45,889.4,75.082,0.0,100.0,0.613,25368548.0,67.190013,8.059
adolfo lopez mateos,2023-2024,28,1202196.0,1159939.598,17967.353,97831.8,96537.3,1294.5,0.0,0.0,0.0,0,50445.855,0.0,90.034,76.033,97.165,95.18,30.2,14.437,10.86,13.897,10.638,76.551,1.733,49.512,42256.402,6293.404,18608.542,2189.507,4199.588,31291.041,0,0.0,0,0,0,434.0,91.4,0.0,92.6,319.45,938.25,75.223,0.0,100.0,0.616,26586762.0,66.910022,8.1377
adolfo lopez mateos,2023-2024,29,1262887.0,1218461.485,18936.673,103561.8,102034.8,1527.0,0.0,0.0,0.0,0,53803.292,0.0,90.625,76.075,97.099,95.163,30.363,14.491,10.923,13.958,10.705,76.694,1.74,49.577,44425.515,6672.237,19708.462,2274.233,4348.452,33003.384,0,0.0,0,0,0,451.25,96.05,0.0,106.05,319.45,973.2,75.378,0.0,100.0,0.617,27912322.0,66.690014,8.2004
adolfo lopez mateos,2023-2024,30,1313773.0,1267530.806,19869.523,108250.8,106723.8,1527.0,0.0,0.0,0.0,0,56953.101,0.0,90.967,76.016,96.979,95.14,30.471,14.541,10.963,14.012,10.755,76.751,1.749,49.562,46242.194,7000.182,20714.595,2354.758,4472.722,34542.257,0,0.0,0,0,0,465.6,99.0,0.0,114.4,346.45,1026.25,75.394,0.0,100.0,0.623,29180625.0,66.120007,8.2396
adolfo lopez mateos,2023-2024,31,1358762.0,1310787.143,20659.293,112208.85,109459.5,2749.35,0.0,0.0,0.0,0,59418.066,0.0,91.329,75.917,96.88,95.111,30.574,14.586,11.003,14.061,10.802,76.821,1.759,49.559,47974.857,7309.353,21712.012,2422.087,4560.503,36003.955,0,0.0,0,0,0,509.5,106.1,0.0,128.25,346.45,1091.1,75.435,0.0,100.0,0.626,30434274.0,65.770014,8.2581
adolfo lopez mateos,2023-2024,32,1401123.0,1351520.359,21588.943,116131.1,109459.5,6671.6,0.0,0.0,0.0,0,62036.421,0.0,91.611,75.78,96.752,95.072,30.698,14.634,11.036,14.109,10.845,76.864,1.772,49.574,49602.641,7620.445,22714.227,2470.34,4646.122,37451.134,0,0.0,0,0,0,550.5,124.3,0.0,136.4,346.45,1158.44,75.413,0.0,100.0,0.627,31512055.0,64.900027,8.2884
adolfo lopez mateos,2023-2024,33,1463046.0,1411050.898,22718.093,122505.75,109459.5,13046.25,0.0,0.0,0.0,0,65764.602,0.0,92.124,75.759,96.678,95.037,30.903,14.704,11.097,14.181,10.908,76.92,1.782,49.645,51995.102,8056.984,23979.734,2534.989,4782.577,39354.284,0,0.0,0,0,0,565.1,132.05,0.0,143.15,346.45,1187.14,75.469,0.0,100.0,0.627,32814380.0,64.400035,8.3733
adolfo lopez mateos,2023-2024,34,1508498.0,0.0,23546.903,126990.05,109459.5,17530.55,0.0,0.0,0.0,0,68524.935,0.0,0.0,75.707,0.0,0.0,0.0,14.744,11.154,14.241,0.0,76.943,0.0,49.669,0.0,8432.504,24980.727,2579.532,4887.534,40880.296,0,0.0,0,0,0,584.55,139.0,0.0,173.47,346.45,1244.29,0.0,0.0,0.0,0.0,0.0,64.063541,8.4183
adolfo lopez mateos,2023-2024,35,1544384.02,1489318.171,24690.392,131034.15,109459.5,21574.65,0.0,0.0,0.0,0,71423.587,0.0,93.002,75.565,96.677,94.958,31.145,14.785,11.207,14.309,11.008,76.931,1.814,49.699,55065.849,8726.385,25979.362,2614.17,4972.632,42292.549,0,0.0,0,0,0,607.45,139.1,0.0,228.2,346.45,1321.59,75.8,0.0,100.0,0.635,35238008.0,62.55,8.4845
alianza popular,2023-2024,15,41000.0,39260.215,824.45,3219.75,0.0,3219.75,0.0,0.0,0.0,0,834.078,0.0,112.65,70.952,97.7,94.96,27.685,12.691,12.755,14.983,12.398,82.747,2.321,50.504,1739.785,263.446,809.763,56.921,388.974,1519.104,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.504,22.54,97.02,0.63,1032144.0,49.730123,7.853
alianza popular,2023-2024,16,88465.0,84562.652,1492.01,8246.95,0.0,8246.95,0.0,0.0,0.0,0,2061.034,0.0,113.055,75.462,99.49,95.18,27.23,12.22,12.734,14.713,12.182,82.798,2.254,51.569,3902.348,542.874,1481.982,104.951,634.299,2764.106,0,0.0,0,0,0,4.13,30.32,0.0,0.0,0.0,34.45,104.194,20.3,88.69,0.519,1806418.0,59.292498,9.3222
alianza popular,2023-2024,17,133100.0,127221.318,2359.51,12824.15,0.0,12824.15,0.0,0.0,0.0,0,3366.206,0.0,112.039,77.815,99.08,95.25,27.304,11.929,12.624,14.721,12.135,82.433,2.198,52.789,5878.682,798.907,1952.98,175.905,799.846,3727.638,0,0.0,0,0,0,16.41,43.59,0.0,0.0,0.0,60.4,105.835,20.56,85.42,0.52,2601994.0,56.410017,9.6349
alianza popular,2023-2024,18,180065.0,172163.686,3239.38,17795.15,0.0,17795.15,0.0,0.0,0.0,0,5114.749,0.0,113.171,79.179,99.21,95.26,27.621,11.734,12.729,14.805,12.223,82.56,2.185,53.996,7901.314,1086.531,2446.822,236.698,1002.351,4772.402,0,0.0,0,0,0,31.01,47.39,0.0,0.05,0.0,78.45,108.487,20.33,84.09,0.523,3580692.0,55.586254,9.8826
alianza popular,2023-2024,19,229915.0,219643.259,4554.29,23509.4,0.0,23509.4,0.0,0.0,0.0,0,7058.362,0.0,114.686,80.201,100.0,95.38,27.366,11.608,12.86,14.818,12.266,82.778,2.171,54.079,10271.741,1365.704,2983.911,278.26,1226.112,5853.987,0,0.0,0,0,0,35.52,49.03,0.0,0.05,0.0,85.0,110.79,21.61,81.85,0.525,4631943.0,50.48317,10.2252
alianza popular,2023-2024,20,274825.0,262705.44,5872.14,28649.1,0.0,28649.1,0.0,0.0,0.0,0,8854.095,0.0,115.677,80.875,100.21,95.38,27.577,11.693,12.976,14.899,12.351,82.898,2.173,54.1,12119.56,1647.089,3431.757,315.009,1426.422,6820.277,0,0.0,0,0,0,59.2,70.3,0.0,0.05,4.0,133.55,110.976,20.91,81.98,0.532,5639810.0,46.801506,10.4244
alianza popular,2023-2024,21,318510.0,304319.657,7030.84,33206.0,0.0,33206.0,0.0,0.0,0.0,0,10612.359,0.0,115.501,81.008,100.19,95.38,27.757,11.733,12.97,14.93,12.347,82.699,2.16,54.23,14190.343,1909.736,3900.515,400.122,1635.617,7845.99,0,0.0,0,0,0,60.57,79.58,0.0,0.05,16.35,157.35,110.539,21.71,80.79,0.536,6644192.0,45.301841,10.4254
alianza popular,2023-2024,22,363835.0,347626.009,8073.22,38304.45,0.0,38304.45,0.0,0.0,0.0,0,12225.573,0.0,115.895,81.253,99.95,95.31,28.005,11.81,13.027,15.036,12.423,82.622,2.179,54.306,16208.991,2220.794,4389.514,439.419,1835.931,8885.658,0,0.0,0,0,0,71.1,90.1,0.0,0.05,20.25,181.5,110.309,21.77,80.42,0.538,7636367.0,45.0669,10.5279
alianza popular,2023-2024,23,405580.0,387497.769,9247.77,42817.65,0.0,42817.65,0.0,0.0,0.0,0,13733.583,0.0,116.387,81.466,99.9,95.29,28.149,11.89,13.092,15.121,12.488,82.587,2.192,54.207,18082.231,2502.62,4828.031,472.993,2037.678,9841.322,0,0.0,0,0,0,92.06,95.44,0.0,7.2,23.45,218.55,110.109,21.94,80.02,0.54,9751551.2,43.857059,10.5571
alianza popular,2023-2024,24,441765.0,422067.369,10690.97,47124.3,0.0,47124.3,0.0,0.0,0.0,0,15230.352,0.0,116.843,81.43,99.94,95.28,28.338,11.971,13.155,15.197,12.542,82.529,2.19,54.196,19697.631,2741.924,5316.712,496.82,2236.901,10792.357,0,0.0,0,0,0,93.36,95.44,0.0,52.45,23.45,265.5,109.889,22.01,79.79,0.545,10632171.0,41.32132,10.6672
alianza popular,2023-2024,25,478530.0,457268.846,12001.18,51357.65,0.0,51357.65,0.0,0.0,0.0,0,16542.581,0.0,117.235,81.508,100.09,95.28,28.521,12.051,13.214,15.255,12.579,82.458,2.188,54.177,21261.154,2985.817,5775.625,517.931,2413.856,11693.229,0,0.0,0,0,0,95.56,95.59,0.0,56.4,57.25,306.0,109.649,21.83,79.83,0.546,10317389.8,39.873579,10.7323
alianza popular,2023-2024,26,511380.0,488551.612,13312.58,55312.625,0.0,55312.625,0.0,0.0,0.0,0,17825.959,0.0,117.848,81.612,100.19,95.26,28.721,12.126,13.288,15.325,12.635,82.447,2.191,54.199,22828.388,3218.133,6174.785,537.116,2565.674,12495.708,0,0.0,0,0,0,98.4,97.0,0.0,61.25,103.4,360.45,109.575,22.16,79.4,0.548,11085585.6,38.41329,10.8163
alianza popular,2023-2024,27,555855.0,531008.032,14486.34,60514.275,0.0,60514.275,0.0,0.0,0.0,0,19401.729,0.0,118.557,81.677,100.1,95.19,29.159,12.229,13.387,15.463,12.729,82.319,2.21,54.446,24846.968,3581.809,6696.048,570.146,2786.473,13634.476,0,0.0,0,0,0,109.04,100.01,0.0,61.25,103.4,374.1,109.465,22.26,79.18,0.545,12110169.6,38.370975,10.8867
alianza popular,2023-2024,28,601975.0,575064.631,16363.01,66248.35,0.0,66248.35,0.0,0.0,0.0,0,21130.903,0.0,119.816,81.664,99.99,95.1,29.503,12.294,13.539,15.651,12.877,82.276,2.248,54.66,26910.369,3991.99,7302.287,598.085,3051.504,14943.866,0,0.0,0,0,0,118.59,101.11,0.0,61.25,103.4,385.15,110.124,22.12,79.2,0.541,13140435.6,36.788769,11.0051
alianza popular,2023-2024,29,645625.0,616617.146,17924.79,71526.45,0.0,71526.45,0.0,0.0,0.0,0,22888.555,0.0,120.763,81.536,100.06,95.06,29.796,12.371,13.655,15.778,12.972,82.216,2.265,54.786,29007.854,4357.074,7965.861,631.745,3323.121,16277.801,0,0.0,0,0,0,125.24,103.56,0.0,65.05,103.4,398.05,110.379,22.38,78.85,0.54,14167185.6,36.018553,11.0786
alianza popular,2023-2024,30,676695.0,646305.611,19013.37,74945.425,0.0,74945.425,0.0,0.0,0.0,0,24497.55,0.0,121.099,81.279,100.05,95.03,30.01,12.417,13.708,15.859,13.019,82.092,2.27,54.908,30389.389,4609.717,8539.965,677.361,3538.7,17365.743,0,0.0,0,0,0,131.51,107.01,0.0,65.05,151.03,455.0,110.391,22.32,78.86,0.543,14976287.2,35.590481,11.0752
alianza popular,2023-2024,31,697680.56,666304.394,19585.82,78247.25,0.0,78247.25,0.0,0.0,0.0,0,26239.909,0.0,121.448,81.1586306,100.06,95.0,30.163,12.446,13.754,15.917,13.059,82.045,2.278,54.991,31376.166,4793.601,9007.933,693.235,3584.577,18079.346,0,0.0,0,0,0,138.54,111.53,0.0,77.35,151.03,479.25,110.49,22.39,78.75,0.546,15611900.2,35.621718,11.2153
atencingo,2023-2024,7,28651.13,28221.392,224.743,1764.0,0.0,1764.0,0.0,0.0,0.0,0,307.183767,119.646,121.4678957,82.419554,92.8627527,96.219144,27.787347,13.117684,14.006092,17.105913,14.512323,84.8380499,1.905724,50.076636,429.738,151.722105,429.614923,16.9982,107.15116,705.486388,0,0.0,0,0,0,7.35,0.0,0.0,0.0,0.0,7.35,106.772598,0.0,100.0,0.474781,547100.0,127.48397,6.1568
atencingo,2023-2024,8,77540.05,76377.011,597.144,7125.0,0.0,7125.0,0.0,0.0,0.0,0,2567.628473,117.711,119.5034567,82.438366,93.5931728,96.267417,26.67327,12.500435,13.751205,16.741253,14.14412,84.4866271,1.924305,50.379349,1163.039,397.993766,1181.558183,41.3672,251.623721,1872.54287,0,0.0,0,0,0,12.5,0.0,0.0,0.0,30.45,43.35,110.0058118,0.0,100.0,0.487787,1538500.0,129.851509,9.1887
atencingo,2023-2024,9,143747.64,141591.491,1126.95,14581.0,0.0,14581.0,0.0,0.0,0.0,0,5500.623767,116.327,118.0984224,82.443343,93.7341782,96.281253,26.532372,12.564125,13.617928,16.610107,13.987973,84.2136237,1.908673,49.924979,2156.149,727.961412,2171.641384,81.3742,455.81761,3436.794606,0,0.0,0,0,0,14.45,0.3,0.0,0.05,30.45,46.05,108.3873967,0.0,100.0,0.476237,2849000.0,127.554585,10.1434
atencingo,2023-2024,10,211291.14,208121.823,1691.576,22250.0,0.0,22250.0,0.0,0.0,0.0,0,8438.362591,116.149,117.9177381,82.714846,94.3381237,96.405577,26.204783,12.499534,13.590335,16.4897,13.888172,84.2233152,1.864141,49.651405,3169.317,1032.144793,3180.552584,122.7782,627.986172,4963.461749,0,0.0,0,0,0,18.15,0.45,0.0,0.05,30.55,50.0,108.7267333,0.0,100.0,0.470375,4222300.0,124.907861,10.5304
atencingo,2023-2024,11,275406.65,271275.619,2251.572,29656.0,0.0,29656.0,0.0,0.0,0.0,0,11199.86612,116.222,117.9918483,82.997721,95.1660935,96.476396,25.824529,12.351806,13.587243,16.358554,13.77432,84.2025524,1.853899,49.543222,4131.031,1318.538551,4099.473302,159.0862,785.183652,6362.281705,0,0.0,0,0,0,27.4,0.45,0.0,1.15,30.55,60.35,110.0020758,0.0,100.0,0.468882,5505600.0,122.317496,10.768
atencingo,2023-2024,12,338514.99,333437.366,2866.967,37029.0,0.0,37029.0,0.0,0.0,0.0,0,13946.58965,116.415,118.1877815,83.293236,95.4958538,96.450078,25.547653,12.258422,13.596388,16.297203,13.732247,84.2613729,1.889258,49.370549,5077.624,1633.880471,4972.719876,192.4602,890.363164,7689.423711,0,0.0,0,0,0,41.1,0.5,0.0,1.15,30.55,74.1,110.9146675,0.0,100.0,0.467194,6774200.0,118.074254,10.9386
atencingo,2023-2024,13,400685.77,394675.573,3583.543,44399.0,0.0,44399.0,0.0,0.0,0.0,0,16562.9673,116.534,118.3086026,83.578016,95.606264,96.503993,25.558401,12.284447,13.611915,16.304122,13.739729,84.2715051,1.861906,49.316828,6010.197,1906.75719,5775.467993,227.9802,1046.509887,8956.71527,0,0.0,0,0,0,42.3,1.1,14.0,4.45,30.55,93.2,110.8060868,0.0,100.0,0.46548,8009500.0,111.812742,11.0807
atencingo,2023-2024,14,464635.08,457665.651,4160.544,52015.0,0.0,52015.0,0.0,0.0,0.0,0,18980.352,116.767,118.5451525,83.760639,95.7867137,96.533689,25.608237,12.316766,13.641428,16.312248,13.747808,84.2790522,1.846493,49.299437,6969.429,2197.047222,6639.535768,264.9182,1191.470461,10292.97165,0,0.0,0,0,0,43.45,1.1,27.25,4.55,30.55,108.1,110.7549498,0.0,100.0,0.46532,9226700.0,111.676521,11.1948
atencingo,2023-2024,15,534298.46,526284.078,4811.971,60483.0,0.0,60483.0,0.0,0.0,0.0,0,21760.112,117.103,118.886273,83.92667,95.9270098,96.545512,25.778082,12.400266,13.687854,16.344789,13.776108,84.284404,1.834292,49.307097,8014.382,2526.405294,7539.148484,306.1552,1383.358547,11755.06753,0,0.0,0,0,0,44.0,1.1,27.25,4.55,30.55,108.25,110.3835514,0.0,100.0,0.464032,10557600.0,111.035261,11.32
atencingo,2023-2024,16,603575.43,594521.887,5511.791,69016.0,0.0,69016.0,0.0,0.0,0.0,0,24518.73671,117.487,119.2761244,84.033399,95.9591049,96.542766,25.978008,12.512478,13.742158,16.401771,13.825743,84.2942082,1.828849,49.248581,9053.543,2867.578421,8464.577486,351.1962,1560.031932,13243.38404,0,0.0,0,0,0,45.2,1.1,27.25,4.55,30.55,109.45,109.8276297,0.0,100.0,0.463636,11897200.0,109.506225,11.4345
atencingo,2023-2024,17,668826.56,658794.255,6220.838,77307.0,0.0,77307.0,0.0,0.0,0.0,0,27047.15083,118.256,120.0568358,84.255865,96.003598,96.536886,26.110179,12.581814,13.829423,16.475882,13.906244,84.4036392,1.83426,49.219997,10032.305,3203.202118,9261.151445,385.1452,1713.015739,14562.5145,0,0.0,0,0,0,51.25,1.1,27.25,8.05,30.55,119.0,109.9159708,0.0,100.0,0.463777,13146900.0,107.5139,11.5586
atencingo,2023-2024,18,737790.88,726724.132,6935.01,86037.5,0.0,86037.5,0.0,0.0,0.0,0,29747.97789,118.789,120.5979504,84.429529,95.9384808,96.532333,26.26567,12.669599,13.893758,16.548705,13.979759,84.476453,1.834293,49.173198,11066.748,3554.597626,10115.94438,419.9552,1870.306155,15960.80336,0,0.0,0,0,0,51.55,1.1,27.25,10.35,30.55,122.0,109.6621764,0.0,100.0,0.462418,14450500.0,106.386419,11.6615
atencingo,2023-2024,19,805986.32,793896.618,7614.612,94723.5,0.0,94723.5,0.0,0.0,0.0,0,32486.53906,119.297,121.1136914,84.575812,95.9349002,96.530741,26.403159,12.748675,13.956016,16.612309,14.042696,84.5318733,1.833759,49.125813,12089.702,3902.346927,10964.73241,455.2362,2027.363654,17349.6792,0,0.0,0,0,0,54.05,1.35,27.25,12.5,30.55,126.5,109.4703253,0.0,100.0,0.462638,15777300.0,105.847326,11.7524
atencingo,2023-2024,20,864903.49,851930.035,8220.459,102414.0,0.0,102414.0,0.0,0.0,0.0,0,34818.54612,119.859,121.6842501,84.67048,95.938897,96.531745,26.472189,12.786404,14.02145,16.68072,14.108095,84.5772545,1.837021,49.104188,12973.455,4206.022329,11727.97098,487.6922,2168.731794,18590.4173,0,0.0,0,0,0,62.15,1.35,27.25,15.2,49.05,155.4,109.6590566,0.0,100.0,0.463151,16930500.0,105.213527,11.841
