ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total
aaron saenz garza,2015-2016,29,640759.08,582787.462,8563.0,66477.45,56280.25,10197.2,0.0,0.0,1166490,22384.748,115.875635,127.402,77.801,98.265,94.045,27.874,12.3,13.863,16.466,13.267,80.57,2.962,51.146,57971.618,5289.888,8625.175,1148.395,4654.751,19718.209,98936,491344,0,33613,623893,540:55:00,01:35,00:00,12:30,34:45:00,589:45:00
aaron saenz garza,2015-2016,30,657532.07,598108.855,8791.5,67878.85,57277.2,10601.65,0.0,0.0,1212386,23075.013,115.771501,127.274,77.713,98.338,94.051,27.936,12.32,13.859,16.466,13.255,80.5,2.952,51.174,59423.215,5421.539,8845.525,1200.206,4842.796,20310.066,98936,496866,0,33613,629415,596:05:00,01:35,00:00,12:30,87:05:00,697:15:00
aaron saenz garza,2015-2016,31,686843.87,624854.919,9197.0,70853.6,57277.2,13576.4,0.0,0.0,1262698,24114.571,115.463146,126.918,77.453,98.308,94.039,28.013,12.36,13.84,16.476,13.239,80.35,2.945,51.151,61988.951,5666.359,9121.544,1289.741,5354.696,21432.34,98936,524478,0,33613,657027,658:50:00,01:50,00:00,12:30,87:40:00,760:50:00
aaron saenz garza,2015-2016,32,728934.45,663257.46,9920.0,75962.3,57369.45,18592.85,0.0,0.0,1378885,25584.65,115.395139,126.822,77.328,98.353,94.012,28.162,12.42,13.845,16.487,13.234,80.27,2.944,51.175,65676.99,6043.094,9734.871,1389.766,5713.586,22881.317,98936,524478,0,33613,657027,684:00:00,01:50,00:00,12:30,87:40:00,786:00:00
aaron saenz garza,2015-2016,33,772860.13,703217.281,10538.75,80586.5,57369.45,23217.05,0.0,0.0,1507168,27080.567,115.174749,126.581,77.289,98.382,93.99,28.307,12.47,13.827,16.464,13.209,80.23,2.936,51.208,69642.849,6422.653,10318.945,1480.701,6047.176,24269.475,98936,528624,0,33613,661173,689:10:00,01:50,00:00,24:50:00,87:40:00,803:30:00
aaron saenz garza,2015-2016,34,801023.86,728917.986,10937.75,83146.65,57700.1,25446.55,0.0,0.0,1644963,28034.446,114.706397,126.053,77.067,98.302,93.957,28.393,12.5,13.784,16.445,13.175,80.12,2.934,51.233,72105.874,6672.986,10695.932,1540.857,6412.276,25322.051,98936,561758,0,33613,694307,757:10:00,02:05,00:00,25:10:00,89:40:00,874:05:00
aaron saenz garza,2015-2016,35,801023.86,728917.986,10937.75,83420.65,57700.1,25720.55,0.0,0.0,1644963,28160.845,114.7064,126.053,76.844,98.302,93.957,28.393,12.5,13.784,16.445,13.175,80.12,2.934,51.233,72105.874,6672.986,10793.166,1545.357,6556.526,25568.035,98936,575564,0,33613,708113,781:10:00,02:05,00:00,25:10:00,233:40:00,1042:05:00
aaron saenz garza,2015-2016,36,801023.86,728917.986,10937.75,83420.65,57700.1,25720.55,0.0,0.0,1644963,28160.845,114.706397,126.053,76.819,98.302,93.957,28.393,12.5,13.784,16.445,13.175,80.12,2.934,51.233,72105.874,6672.986,10793.162,1545.357,6583.876,25595.381,98936,575564,0,33613,708113,781:10:00,02:05,00:00,25:10:00,401:40:00,1210:05:00
aaron saenz garza,2015-2016,37,812231.36,738999.297,11199.5,83794.6,58074.05,25720.55,0.0,0.0,1686123,28510.362,114.434815,125.775,76.344,98.338,93.89,28.479,12.51,13.758,16.407,13.135,80.06,2.952,51.308,73232.063,6827.874,10949.999,1580.077,7075.756,26433.706,98936,592132,0,33613,724681,805:00:00,02:05,00:00,25:10:00,499:00:00,1332:15:00
aaron saenz garza,2015-2016,38,830024.85,755158.289,11461.0,85602.1,58094.9,27507.2,0.0,0.0,1798986,29691.394,113.941162,125.237,75.063,98.281,93.852,28.543,12.53,13.71,16.374,13.092,79.96,2.953,51.333,74866.561,6995.78,11256.191,1629.972,8495.689,28377.632,98936,606616,0,33613,739165,820:50:00,02:05,00:00,25:10:00,602:40:00,1450:45:00
adolfo lopez mateos,2015-2016,9,48444.0,46555.986,861.124,2642.3,2642.3,0.0,0.0,0.0,0,1319.617,90.699614,94.378,76.95,97.23,95.16,28.892,13.153,11.1,13.896,10.864,78.181,1.859,51.64,1888.014,260.143,603.024,166.067,210.386,1239.62,433387,757960,0,0,1191347,57:59:00,00:04,00:00,00:00,32:30:00,90:34:00
adolfo lopez mateos,2015-2016,10,105751.0,101393.489,1880.031,8441.2,8441.2,0.0,0.0,0.0,0,3414.472,92.789764,96.778,77.78,97.18,95.44,28.867,13.13,11.291,14.045,11.088,78.946,1.785,51.75,4357.511,544.774,1288.988,386.103,433.34,2653.205,433387,1047562,0,0,1480949,83:19:00,00:04,00:00,00:00,32:30:00,115:55:00
adolfo lopez mateos,2015-2016,11,171657.0,164495.707,2683.772,14944.45,14944.45,0.0,0.0,0.0,0,5327.225,94.130869,98.229,79.27,96.88,95.53,29.158,13.323,11.43,14.189,11.27,79.428,1.754,51.58,7161.293,877.772,1969.358,587.69,632.236,4067.056,433387,1217616,0,0,1651003,91:34:00,00:04,00:00,00:00,32:30:00,124:10:00
adolfo lopez mateos,2015-2016,12,234849.0,224752.234,3663.745,20684.85,20684.85,0.0,0.0,0.0,0,7273.171,95.621321,99.917,81.01,97.47,95.73,28.588,13.145,11.574,14.262,11.368,79.708,1.729,51.31,10096.766,1160.91,2542.56,690.178,767.838,5161.486,433387,1400116,0,0,1833503,105:20:00,00:04,00:00,00:00,32:30:00,137:55:00
adolfo lopez mateos,2015-2016,13,292872.0,279790.615,4553.313,26821.0,26821.0,0.0,0.0,0.0,0,9295.894,95.761426,100.239,81.55,97.6,95.81,28.221,13.021,11.581,14.263,11.369,79.71,1.72,51.15,13081.385,1421.588,3170.096,788.067,876.78,6256.531,433387,1505022,0,0,1938409,107:45:00,00:04,00:00,01:30,55:00:00,164:20:00
adolfo lopez mateos,2015-2016,14,354004.0,337817.038,5503.758,33449.0,33449.0,0.0,0.0,0.0,0,11209.049,96.626797,101.257,82.3,97.85,95.87,27.966,12.935,11.67,14.325,11.434,79.818,1.723,51.03,16186.962,1706.053,3747.679,889.151,968.482,7311.365,433387,1613998,0,0,2047385,113:36:00,00:04,00:00,01:30,67:04:00,182:16:00
adolfo lopez mateos,2015-2016,15,419484.0,399867.136,6456.538,40257.15,40257.15,0.0,0.0,0.0,0,13143.543,97.517175,102.301,82.93,98.05,95.9,27.789,12.879,11.761,14.385,11.503,79.965,1.734,50.93,19616.864,2021.231,4298.464,1035.39,1065.711,8420.796,433387,1648385,0,0,2081772,119:00:00,01:29,00:00,01:30,67:04:00,189:04:00
adolfo lopez mateos,2015-2016,16,481914.0,459094.9,7458.766,47225.15,47225.15,0.0,0.0,0.0,0,14738.261,98.424193,103.316,83.5,98.14,95.94,27.676,12.821,11.848,14.446,11.583,80.181,1.736,50.94,22819.1,2315.246,4805.914,1147.588,1151.668,9420.416,433387,1736547,0,0,2169934,127:49:00,02:24,00:00,04:10,67:04:00,201:29:00
adolfo lopez mateos,2015-2016,17,540926.0,515178.185,8403.239,53150.7,53150.7,0.0,0.0,0.0,0,16196.362,99.214769,104.173,83.8,98.26,95.97,27.57,12.77,11.925,14.495,11.647,80.352,1.742,50.94,25747.815,2597.903,5342.209,1261.376,1245.415,10446.903,433387,1914672,0,0,2348059,142:10:00,05:43,00:00,04:20,67:04:00,219:19:00
adolfo lopez mateos,2015-2016,18,603320.0,574422.776,9374.003,59790.3,59790.3,0.0,0.0,0.0,0,17871.088,99.941131,104.969,84.2,98.41,96.03,27.431,12.721,11.996,14.54,11.705,80.502,1.738,50.88,28897.224,2876.666,5842.264,1387.058,1331.784,11437.772,433387,1973813,0,0,2407200,151:10:00,05:43,00:00,04:20,67:04:00,228:19:00
adolfo lopez mateos,2015-2016,19,671901.0,639355.254,10473.763,67835.1,67835.1,0.0,0.0,0.0,0,19630.655,100.716663,105.844,84.6,98.47,96.07,27.32,12.69,12.071,14.594,11.776,80.691,1.738,50.81,32545.746,3190.533,6360.452,1518.285,1416.953,12486.223,433387,1981153,0,0,2414540,153:35:00,05:43,00:00,04:20,67:04:00,230:44:00
adolfo lopez mateos,2015-2016,20,735295.0,699509.627,11435.233,75130.5,75130.5,0.0,0.0,0.0,0,21299.07,101.488967,106.681,84.93,98.55,96.11,27.219,12.66,12.148,14.653,11.847,80.85,1.735,50.75,35785.373,3472.655,6833.808,1648.143,1503.727,13458.333,433387,2036592,0,0,2469979,163:10:00,07:39,00:00,04:20,67:04:00,242:14:00
adolfo lopez mateos,2015-2016,21,806011.0,766568.76,12572.165,83311.25,83311.25,0.0,0.0,0.0,0,23124.874,102.196902,107.455,85.18,98.69,96.15,27.127,12.638,12.218,14.695,11.904,81.007,1.733,50.67,39442.24,3788.277,7414.966,1792.634,1600.549,14596.426,433387,2056646,0,0,2490033,163:10:00,07:49,00:00,04:20,67:04:00,242:25:00
adolfo lopez mateos,2015-2016,22,867091.0,824599.931,13573.608,90605.5,90605.5,0.0,0.0,0.0,0,24517.83,102.751507,108.046,85.37,98.78,96.18,27.059,12.622,12.273,14.731,11.951,81.128,1.731,50.62,42491.069,4061.42,7922.886,1918.947,1669.936,15573.189,433387,2104674,0,0,2538061,176:05:00,15:24,00:00,04:20,67:04:00,262:55:00
adolfo lopez mateos,2015-2016,23,933500.0,887663.527,14659.093,97906.85,97906.85,0.0,0.0,0.0,0,26053.244,103.598742,108.948,85.62,98.88,96.22,26.994,12.604,12.358,14.791,12.026,81.306,1.73,50.57,45836.473,4360.373,8438.663,2041.782,1750.638,16591.456,433387,2155928,0,0,2589315,182:45:00,15:24,00:00,04:20,67:04:00,269:35:00
adolfo lopez mateos,2015-2016,24,999398.0,949978.676,15829.967,106001.45,106001.45,0.0,0.0,0.0,0,27864.788,104.50133,109.938,85.83,98.95,96.26,26.936,12.589,12.45,14.865,12.112,81.48,1.731,50.53,49419.324,4659.416,8992.393,2155.741,1829.779,17637.329,433387,2201309,0,0,2634696,192:55:00,15:24,00:00,04:20,67:04:00,279:46:00
adolfo lopez mateos,2015-2016,25,1061687.0,1009006.615,16891.573,112865.0,112865.0,0.0,0.0,0.0,0,29595.469,105.315162,110.814,85.99,98.99,96.28,26.901,12.581,12.535,14.937,12.191,81.616,1.733,50.5,52680.385,4950.9,9509.393,2259.151,1919.191,18638.635,433387,2269800,0,0,2703187,203:55:00,18:34,00:00,04:20,67:04:00,293:56:00
adolfo lopez mateos,2015-2016,26,1114655.0,1059183.098,17796.643,119164.85,119164.85,0.0,0.0,0.0,0,31014.907,105.911515,111.458,86.05,99.03,96.29,26.894,12.578,12.6,14.999,12.252,81.685,1.737,50.49,55471.902,5207.862,10001.956,2370.334,2006.026,19586.178,433387,2441550,0,0,2874937,216:36:00,20:30,00:00,04:20,87:04:00,328:31:00
adolfo lopez mateos,2015-2016,27,1171363.0,1112736.442,18768.018,126070.0,126070.0,0.0,0.0,0.0,0,32592.302,106.426284,112.034,86.11,99.08,96.3,26.888,12.579,12.657,15.052,12.303,81.737,1.74,50.47,58626.558,5480.43,10555.623,2461.579,2090.02,20587.652,433387,2528634,0,0,2962021,240:50:00,20:30,00:00,04:20,87:04:00,352:46:00
adolfo lopez mateos,2015-2016,28,1236744.0,1174690.981,19917.752,134052.7,134052.7,0.0,0.0,0.0,0,34560.596,106.937128,112.586,86.16,99.13,96.32,26.893,12.583,12.714,15.104,12.353,81.786,1.742,50.46,62053.019,5793.904,11204.086,2568.12,2196.343,21762.453,433387,2585115,0,0,3018502,245:25:00,20:30,00:00,04:25,87:04:00,357:26:00
adolfo lopez mateos,2015-2016,29,1297607.0,1232242.683,21184.593,141384.45,141384.45,0.0,0.0,0.0,0,36440.73,107.347167,113.041,86.23,99.16,96.32,26.904,12.59,12.76,15.148,12.395,81.826,1.743,50.45,65364.317,6085.179,11762.075,2658.824,2296.05,22802.128,433387,2678750,0,0,3112137,259:40:00,21:04,00:00,07:20,87:04:00,375:11:00
adolfo lopez mateos,2015-2016,30,1362047.0,1292962.699,21907.599,149079.7,149079.7,0.0,0.0,0.0,0,38253.215,107.680795,113.434,86.3,99.14,96.33,26.917,12.6,12.797,15.189,12.435,81.868,1.744,50.43,69084.301,6393.785,12334.087,2755.436,2394.335,23877.643,433387,2786147,0,0,3219534,264:21:00,21:04,00:00,12:15,87:04:00,384:46:00
adolfo lopez mateos,2015-2016,31,1423106.0,1350634.844,23116.564,156596.05,156596.05,0.0,0.0,0.0,0,39950.536,107.974634,113.768,86.34,99.12,96.33,26.924,12.607,12.83,15.225,12.469,81.898,1.748,50.41,72471.156,6697.513,12901.456,2847.066,2486.212,24932.247,433387,2879751,0,0,3313138,276:51:00,21:04,00:00,12:15,87:04:00,397:16:00
adolfo lopez mateos,2015-2016,32,1485549.0,1409677.883,24292.709,163975.6,163975.6,0.0,0.0,0.0,0,41933.376,108.306525,114.136,86.37,99.15,96.34,26.919,12.612,12.867,15.259,12.502,81.932,1.749,50.38,75871.117,6994.656,13526.34,2944.16,2586.71,26051.866,433387,2955099,0,0,3388486,282:41:00,21:39,00:00,12:15,92:04:00,408:41:00
adolfo lopez mateos,2015-2016,33,1545317.0,1466108.397,25411.393,170942.0,170942.0,0.0,0.0,0.0,0,43880.341,108.553367,114.418,86.35,99.15,96.34,26.92,12.618,12.895,15.289,12.53,81.954,1.751,50.36,79208.603,7284.848,14167.053,3046.26,2695.563,27193.724,433387,3041486,0,0,3474873,292:31:00,22:09,00:00,12:15,92:04:00,419:01:00
adolfo lopez mateos,2015-2016,34,1602894.0,1520678.363,26554.741,177791.6,177791.6,0.0,0.0,0.0,0,45812.209,108.772728,114.654,86.32,99.16,96.34,26.94,12.63,12.921,15.316,12.554,81.967,1.754,50.35,82215.637,7573.036,14815.96,3139.604,2796.555,28325.155,433387,3235929,0,0,3669316,305:21:00,22:54,00:00,12:15,92:04:00,432:35:00
adolfo lopez mateos,2015-2016,35,1646652.0,1562018.659,27544.38,182712.7,182712.7,0.0,0.0,0.0,0,47416.054,108.86855,114.767,86.21,99.16,96.34,26.957,12.637,12.934,15.334,12.567,81.955,1.756,50.34,84633.341,7794.052,15477.257,3210.209,2887.508,29369.026,433387,3438657,0,0,3872044,323:20:00,25:43:00,00:00,32:51:00,100:24:00,482:20:00
adolfo lopez mateos,2015-2016,36,1692835.0,1692835.0,28316.906,187543.95,187543.95,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,00:00,00:00,00:00,00:00,00:00,00:00
adolfo lopez mateos,2015-2016,37,1702820.345,1615300.89,28410.99,189587.45,189587.45,0.0,0.0,0.0,0,51033.099,108.905313,114.806,85.93,99.18,96.33,27.004,12.656,12.944,15.349,12.572,81.908,1.759,50.35,87519.455,8088.54,16576.401,3306.421,3036.447,31007.809,433387,3854386,14679,0,4302452,342:55:00,26:18:00,00:00,38:51:00,113:49:00,521:53:00
alianza popular,2015-2016,7,51050.0,49062.236,734.27,4140.1,0.0,4140.1,0.0,0.0,0,766.005,103.349058,107.536,84.371,100.666,95.974,25.285,12.263,12.134,13.869,11.569,83.414,1.932,48.92,1987.764,249.38,509.267,71.794,137.678,968.119,0,0,0,0,0,15:54,01:09,00:00,03:13,40:20:00,60:36:00
alianza popular,2015-2016,8,76325.0,73511.417,1163.27,6550.3,0.0,6550.3,0.0,0.0,0,1536.843,101.857985,105.757,83.476,100.107,95.555,25.546,12.251,12.02,13.891,11.474,82.596,2.092,49.23,2813.583,407.825,793.129,106.21,208.857,1516.021,0,0,0,0,0,31:24:00,01:27,00:00,03:17,95:20:00,131:28:00
alianza popular,2015-2016,9,121731.0,117254.567,1804.58,11314.3,0.0,11314.3,0.0,0.0,0,3323.452,102.394566,106.304,83.407,99.617,95.668,25.724,12.426,12.09,14.041,11.611,82.692,2.036,48.97,4476.433,637.618,1289.193,168.308,347.062,2442.181,0,0,0,0,0,40:44:00,01:30,00:00,03:17,98:27:00,143:58:00
alianza popular,2015-2016,10,142247.0,137059.168,2445.89,13327.6,0.0,13327.6,0.0,0.0,0,3968.716,101.737842,105.589,83.405,99.509,95.767,25.551,12.36,12.016,14.004,11.564,82.577,1.991,48.95,5187.832,723.548,1502.208,201.16,409.601,2836.517,0,0,0,0,0,41:50:00,01:33,00:00,03:17,194:24:00,241:04:00
alianza popular,2015-2016,11,184944.0,178165.548,3118.38,17855.85,0.0,17855.85,0.0,0.0,0,5207.516,102.241342,106.131,83.529,99.916,95.796,25.227,12.232,12.053,13.967,11.556,82.735,2.008,48.84,6778.452,936.997,1924.767,263.232,546.579,3671.575,0,0,0,0,0,44:33:00,08:43,00:00,10:15,198:24:00,261:55:00
alianza popular,2015-2016,12,224064.0,215899.631,3521.39,22039.5,0.0,22039.5,0.0,0.0,0,6353.118,103.597727,107.515,83.82,100.492,95.849,24.902,12.079,12.18,13.997,11.618,83.0,2.03,48.81,8164.369,1132.824,2285.38,317.718,679.78,4415.702,0,0,0,0,0,56:38:00,09:32,00:00,29:14:00,198:24:00,293:48:00
alianza popular,2015-2016,13,270250.0,260588.383,4293.97,27505.15,0.0,27505.15,0.0,0.0,0,7611.359,105.725565,109.645,84.207,100.672,95.877,25.01,12.186,12.398,14.136,11.808,83.526,2.044,48.59,9661.617,1381.396,2692.868,389.535,827.791,5291.59,0,0,0,0,0,59:23:00,09:46,00:00,34:37:00,198:24:00,302:10:00
alianza popular,2015-2016,14,302466.0,291392.688,4823.2,31442.55,0.0,31442.55,0.0,0.0,0,8686.883,105.944684,109.971,84.311,100.446,95.827,25.417,12.426,12.435,14.184,11.863,83.637,2.042,48.44,11073.312,1569.491,2954.772,445.162,931.657,5901.082,0,0,0,0,0,60:12:00,09:46,00:00,66:57:00,222:24:00,359:19:00
alianza popular,2015-2016,15,335566.0,323118.207,5313.37,34502.5,0.0,34502.5,0.0,0.0,0,9488.398,106.00949,110.093,84.352,100.723,95.841,25.37,12.39,12.44,14.153,11.837,83.632,2.039,48.5,12447.793,1736.007,3257.803,497.764,1040.443,6532.017,0,0,0,0,0,62:21:00,16:25,00:00,67:06:00,264:54:00,410:46:00
alianza popular,2015-2016,16,382766.0,368429.403,6020.54,39483.35,0.0,39483.35,0.0,0.0,0,10851.372,106.190429,110.323,84.445,100.647,95.835,25.549,12.476,12.467,14.191,11.871,83.65,2.033,48.52,14336.597,1987.693,3669.778,571.022,1193.906,7422.399,0,0,0,0,0,65:47:00,16:44,00:00,72:03:00,264:54:00,419:28:00
alianza popular,2015-2016,17,424375.0,408433.562,6625.82,44147.75,0.0,44147.75,0.0,0.0,0,12161.729,106.966994,111.142,84.497,100.576,95.706,25.871,12.587,12.553,14.248,11.945,83.837,2.084,48.64,15941.438,2287.726,3997.944,643.532,1329.318,8258.52,0,0,0,0,0,84:30:00,17:42,00:00,75:09:00,264:54:00,442:15:00
alianza popular,2015-2016,18,465725.0,448090.181,7418.84,48996.85,0.0,48996.85,0.0,0.0,0,13346.29,107.776901,112.019,84.488,100.66,95.587,26.097,12.657,12.639,14.283,12.002,84.03,2.137,48.74,17634.819,2597.71,4364.3,704.248,1464.791,9131.049,0,0,0,0,0,105:31:00,18:09,00:00,75:09:00,265:42:00,464:31:00
alianza popular,2015-2016,19,511605.0,492335.282,8248.95,54409.0,0.0,54409.0,0.0,0.0,0,14775.562,109.135385,113.407,84.617,100.96,95.646,26.163,12.734,12.783,14.363,12.11,84.311,2.127,48.58,19269.718,2847.392,4836.284,758.126,1618.279,10060.081,0,0,0,0,0,114:24:00,18:31,00:00,75:09:00,265:42:00,473:46:00
alianza popular,2015-2016,20,555080.0,534120.416,9061.1,59522.85,0.0,59522.85,0.0,0.0,0,15898.304,110.081226,114.401,84.702,101.093,95.657,26.246,12.779,12.888,14.444,12.195,84.435,2.133,48.55,20959.584,3107.045,5253.27,819.937,1764.48,10944.732,0,0,0,0,0,127:57:00,20:44,00:00,80:02:00,265:42:00,494:47:00
alianza popular,2015-2016,21,599735.0,577164.885,9992.98,65333.65,0.0,65333.65,0.0,0.0,0,17467.102,111.168448,115.516,84.774,101.23,95.661,26.362,12.838,13.009,14.534,12.293,84.581,2.141,48.54,22570.115,3385.582,5710.691,876.216,1906.784,11879.273,0,0,0,0,0,139:49:00,23:27,00:00,80:24:00,265:42:00,509:22:00
