ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total,pol_porcentaje_fibra,cana_cosechada_mecanicamente,cana_quemada,kg_vapor_kg_cana,energia_electrica_ton_cana,rendimiento_campo,rendimiento_fabrica
aaron saenz garza,2018-2019,8,24498.04,22516.6609,248.0,1014.55,0.0,1014.549,0.0,0.0,0.0,135.2864706,102.691,111.727,71.337,93.32,94.024,26.316,11.56,12.17,15.092,12.262,81.25,2.764,52.16,1981.3791,178.185,305.902,38.096,332.39,854.573,0.0,0.0,0,0,0.0,38:30:00,00:00,00:00,00:00,00:00,38:30:00,105.277,69.839,33.437,0.736,488023.0,98.782419,4.1413
aaron saenz garza,2018-2019,9,62237.98,57310.8537,563.0,4107.1,0.0,4107.099,0.0,0.0,0.0,1188.212647,105.789,114.884,74.91,93.12,94.407,26.323,11.78,12.503,15.48,12.675,81.88,2.656,51.385,4927.1263,435.204,800.479,67.402,649.27,1952.355,0.0,0.0,0,0,0.0,57:25:00,00:00,00:00,00:00,00:00,57:25:00,106.138,70.283,68.193,0.648,1159639.0,110.547033,6.599
aaron saenz garza,2018-2019,10,98631.25,91070.0189,939.0,8221.2,0.0,8221.199,0.0,0.0,0.0,2765.569471,107.063,115.952,76.029,93.986,94.686,26.128,11.75,12.642,15.534,12.736,81.99,2.571,51.263,7561.2311,662.541,1309.077,101.746,915.54,2988.904,0.0,0.0,0,0,0.0,83:00:00,00:55,00:00,00:00,00:00,83:55:00,107.591,65.507,75.889,0.646,1888991.0,105.038604,8.3352
aaron saenz garza,2018-2019,11,141544.56,130936.3161,1342.0,12539.3,0.0,12539.299,0.0,0.0,0.0,4407.580059,108.824,117.641,77.248,94.748,94.966,26.233,11.83,12.845,15.677,12.875,82.13,2.465,51.177,10608.2439,915.273,1853.05,134.747,1233.55,4136.62,0.0,0.0,0,0,0.0,95:05:00,00:55,00:00,00:00,00:00,96:00:00,108.58,61.81,77.106,0.632,2669065.0,105.472846,8.8589
aaron saenz garza,2018-2019,12,185164.47,171361.922,1774.0,17751.6,0.0,17751.6,0.0,0.0,0.0,5940.497706,109.471,118.288,78.14,94.991,95.076,26.408,11.89,12.934,15.779,12.945,82.04,2.412,51.322,13802.548,1179.217,2381.218,164.808,1509.92,5235.163,0.0,0.0,0,0,0.0,109:15:00,01:20,00:00,00:00,00:00,110:35:00,108.78,61.894,77.489,0.63,3517169.0,104.376815,9.5869
aaron saenz garza,2018-2019,13,225416.44,208665.8723,2222.0,21559.05,1438.15,20120.9,0.0,0.0,0.0,7147.075941,110.421,119.285,78.785,95.262,95.19,26.468,11.94,13.048,15.886,13.038,82.07,2.371,51.28,16750.5677,1414.692,2859.418,189.508,1776.19,6239.808,0.0,0.0,0,0,0.0,131:55:00,01:20,00:00,00:00,00:00,133:15:00,109.28,61.411,80.284,0.636,4343469.0,101.447542,9.564
aaron saenz garza,2018-2019,14,264756.49,245293.7513,2649.0,26208.05,3662.3,22545.75,0.0,0.0,0.0,8506.083588,111.024,119.833,78.987,95.444,95.247,26.506,11.96,13.115,15.934,13.088,82.14,2.352,51.252,19462.7387,1650.214,3328.541,220.619,2096.65,7296.024,0.0,0.0,0,0,0.0,150:00:00,01:20,00:00,00:00,00:00,151:20:00,109.657,59.896,80.192,0.64,5176469.0,99.945824,9.8989
aaron saenz garza,2018-2019,15,303858.48,281639.9187,3112.0,30504.8,3740.65,26764.15,0.0,0.0,0.0,9895.434294,111.805,120.625,79.395,95.784,95.345,26.474,11.98,13.209,16.007,13.149,82.14,2.322,51.172,22218.5613,1868.232,3815.241,249.797,2336.91,8270.18,0.0,0.0,0,0,0.0,166:30:00,01:20,00:00,05:40,00:00,173:30:00,110.259,58.841,84.818,0.641,5963669.0,97.640899,10.0391
aaron saenz garza,2018-2019,16,340517.2,315853.1207,3504.0,34076.8,7082.45,26994.35,0.0,0.0,0.0,11103.75628,111.756,120.483,79.435,95.517,95.337,26.637,12.02,13.223,16.104,13.198,81.95,2.314,51.277,24664.0793,2099.314,4259.832,297.444,2602.77,9259.36,0.0,0.0,0,0,0.0,185:25:00,02:05,00:00,05:40,04:20,197:30:00,110.008,57.425,84.623,0.646,6758669.0,97.179566,10.0073
aaron saenz garza,2018-2019,17,373396.29,346413.3947,3869.0,38101.25,7166.25,30935.0,0.0,0.0,80456.0,12585.23393,112.284,121.03,79.557,95.635,95.391,26.584,12.05,13.289,16.176,13.255,81.94,2.304,51.074,26982.8953,2287.191,4723.738,326.978,2806.02,10143.927,0.0,0.0,0,0,0.0,221:15:00,02:55,00:00,05:40,04:20,234:10:00,110.282,56.671,85.235,0.653,7445869.0,96.509767,10.2039
aaron saenz garza,2018-2019,18,415183.73,385237.3558,4311.0,42574.2,11068.2,31506.0,0.0,0.0,245135.0,13989.87675,113.073,121.863,79.649,95.539,95.401,26.517,12.06,13.378,16.293,13.359,82.0,2.32,50.882,29946.3742,2554.289,5300.234,359.905,3089.34,11303.768,0.0,0.0,0,0,0.0,230:05:00,02:55,00:00,05:40,04:20,243:00:00,110.929,55.881,86.271,0.653,8276869.0,96.307986,10.2543
aaron saenz garza,2018-2019,19,457556.03,424519.1847,4759.0,47864.5,15111.5,32753.0,0.0,0.0,388941.0,15792.68911,114.128,123.01,79.749,95.267,95.377,26.52,12.12,13.495,16.446,13.511,82.15,2.353,50.631,33036.8453,2854.659,5902.68,390.798,3356.31,12504.447,0.0,0.0,0,0,0.0,243:55:00,02:55,00:00,05:40,04:20,256:50:00,111.345,55.759,86.816,0.656,9170869.0,96.145415,10.4609
aaron saenz garza,2018-2019,20,499678.67,463589.6741,5177.0,52863.55,18812.55,34051.0,0.0,0.0,489135.0,17221.69393,114.865,123.807,79.818,95.068,95.314,26.544,12.17,13.584,16.573,13.619,82.18,2.398,50.45,36088.9959,3180.608,6467.206,417.581,3633.14,13698.535,0.0,0.0,0,0,0.0,256:40:00,04:45,05:40,00:00,04:20,271:25:00,111.619,55.354,87.697,0.657,10061869.0,96.518962,10.5795
aaron saenz garza,2018-2019,21,546246.56,506527.9767,5692.0,58264.4,22920.4,35344.0,0.0,0.0,612618.0,18736.83393,115.585,124.648,79.979,94.959,95.283,26.628,12.22,13.672,16.69,13.719,82.2,2.422,50.391,39718.5833,3522.675,7072.386,444.799,3912.51,14952.37,0.0,0.0,0,0,0.0,271:30:00,04:45,05:40,00:00,04:20,286:15:00,111.882,55.782,88.252,0.655,10975869.0,95.96742,10.6663
aaron saenz garza,2018-2019,22,593456.63,550007.3626,6198.0,64648.0,25233.55,39414.45,0.0,0.0,835407.0,20624.80099,116.482,125.684,80.153,94.908,95.261,26.727,12.3,13.78,16.814,13.832,82.26,2.443,50.251,43449.2674,3875.448,7714.542,476.445,4164.75,16231.185,0.0,0.0,0,0,0.0,284:55:00,04:45,05:40,00:00,04:20,299:40:00,112.033,56.259,88.086,0.653,11858869.0,95.749698,10.8934
aaron saenz garza,2018-2019,23,641447.5,594369.4514,6730.0,70052.95,25233.55,44819.4,0.0,0.0,997271.0,22582.69746,117.133,126.411,80.227,94.826,95.201,26.904,12.38,13.86,16.905,13.915,82.31,2.472,50.205,47078.0486,4266.902,8381.299,509.121,4422.25,17579.572,0.0,0.0,0,0,0.0,299:05:00,05:00,05:40,00:00,04:20,314:05:00,111.955,56.098,88.389,0.649,12692869.0,95.311664,10.921
aaron saenz garza,2018-2019,24,679447.87,629390.7799,7259.0,74840.95,25233.55,49607.4,0.0,0.0,1094808.0,24364.86452,117.753,127.118,80.273,94.733,95.173,27.001,12.44,13.938,17.01,14.003,82.32,2.492,50.142,50057.0901,4571.229,8962.82,536.551,4611.04,18681.64,0.0,0.0,0,0,0.0,327:20:00,05:00,05:40,00:00,04:20,342:20:00,112.042,56.212,88.641,0.654,13548869.0,93.600753,11.0149
aaron saenz garza,2018-2019,25,717668.85,664625.6455,7755.0,79338.65,25233.55,54105.1,0.0,0.0,1223881.0,26221.08746,118.066,127.489,80.112,94.663,95.18,27.049,12.48,13.977,17.067,14.053,82.34,2.491,50.064,53043.2045,4835.1,9707.34,567.539,4838.58,19948.559,0.0,0.0,0,0,0.0,349:05:00,05:00,05:40,17:00,04:50,381:35:00,111.995,56.445,86.562,0.655,14310869.0,92.542727,11.055
aaron saenz garza,2018-2019,26,751569.9,695907.3358,8199.0,82493.5,26173.55,56319.95,0.0,0.0,1371249.0,27694.9106,118.19,127.643,80.001,94.502,95.145,27.103,12.52,14.0,17.129,14.096,82.29,2.508,49.992,55662.5642,5108.634,10258.028,618.147,5058.7,21043.509,0.0,0.0,0,0,0.0,393:15:00,05:00,05:40,17:00,05:40,426:35:00,111.821,56.193,85.845,0.66,15131869.0,91.666044,10.9761
aaron saenz garza,2018-2019,27,778348.7101,720715.4407,8562.0,85367.8,26278.6,59089.2,0.0,0.0,1472581.0,29026.07471,118.247,127.703,79.929,94.374,95.119,27.141,12.55,14.015,17.179,14.125,82.23,2.52,49.937,57633.2694,5324.198,10720.243,641.745,5207.7,21893.886,0.0,0.0,0,0,0.0,428:15:00,34:00:00,05:40,18:50,05:40,492:25:00,111.673,56.061,85.052,0.664,15730869.0,90.907347,10.9678
aaron saenz garza,2018-2019,28,805116.4102,745549.5246,8930.0,88010.55,27772.25,60238.3,0.0,0.0,1611545.0,30416.57373,118.414,127.875,79.723,94.296,95.102,27.181,12.58,14.044,17.239,14.164,82.16,2.531,49.884,59566.8856,5538.613,11238.613,675.413,5474.7,22927.339,0.0,0.0,0,0,0.0,467:55:00,65:15:00,05:40,18:50,05:40,563:20:00,111.638,55.811,83.935,0.668,16366869.0,90.158612,10.9314
aaron saenz garza,2018-2019,29,831772.0003,770101.4516,9360.0,90582.4,29328.15,61254.25,0.0,0.0,1646657.0,31670.58192,118.413,127.896,79.513,94.212,95.069,27.227,12.61,14.054,17.277,14.182,82.08,2.545,49.828,61670.5487,5763.836,11687.258,709.963,5786.7,23947.757,0.0,0.0,0,0,0.0,501:20:00,95:15:00,05:40,18:50,05:40,626:45:00,111.451,55.943,83.009,0.67,16987869.0,88.864529,10.8902
aaron saenz garza,2018-2019,30,870219.8003,805617.9548,10256.0,94332.25,32638.3,61693.95,0.0,0.0,1788253.0,33222.81427,118.604,128.115,79.337,94.187,95.057,27.267,12.64,14.084,17.329,14.214,82.03,2.553,49.756,64601.8455,6058.208,12274.903,765.81,6226.4,25325.321,0.0,0.0,0,0,0.0,526:00:00,96:35:00,05:40,18:50,05:40,652:45:00,111.424,55.974,83.038,0.671,17792869.0,84.849824,10.84
aaron saenz garza,2018-2019,31,904566.2803,837283.828,11016.0,98242.1,35792.55,62449.55,0.0,0.0,1898294.0,34859.49427,118.626,128.159,79.106,94.066,94.929,27.379,12.67,14.095,17.353,14.225,81.97,2.61,49.782,67282.4523,6465.182,12881.421,815.191,6478.4,26640.194,0.0,0.0,0,0,0.0,558:40:00,96:35:00,05:40,18:50,05:40,685:25:00,111.247,56.032,81.912,0.673,18536869.0,82.113859,10.8606
aaron saenz garza,2018-2019,32,947192.7303,876332.9136,11878.0,103173.35,35949.05,67224.3,0.0,0.0,2004360.0,36688.59094,118.579,128.167,78.834,93.931,94.754,27.538,12.69,14.096,17.358,14.22,81.92,2.685,49.869,70859.8167,7004.012,13580.001,863.319,6813.25,28260.582,0.0,0.0,0,0,0.0,570:35:00,97:15:00,05:40,18:50,09:45,702:05:00,111.08,56.658,80.368,0.669,19252869.0,79.743452,10.8925
aaron saenz garza,2018-2019,33,985616.3403,911522.6255,12614.0,107643.15,35949.05,71694.1,0.0,0.0,2005648.0,38481.83212,118.517,128.151,78.661,93.963,94.678,27.615,12.72,14.097,17.35,14.204,81.86,2.717,49.878,74093.7148,7394.05,14218.316,927.262,7108.25,29647.878,0.0,0.0,0,0,0.0,597:45:00,97:15:00,05:40,18:50,09:45,729:15:00,110.825,57.149,80.261,0.668,19885869.0,78.1367,10.9214
aaron saenz garza,2018-2019,34,1026915.73,949266.5281,13371.0,111720.4,35949.05,75771.35,0.0,0.0,2008172.0,40256.27035,118.004,127.657,78.554,93.969,94.664,27.653,12.74,14.048,17.311,14.152,81.75,2.711,49.844,77649.2022,7697.916,14840.117,1015.748,7385.21,30938.991,0.0,0.0,0,0,0.0,620:55:00,97:15:00,05:40,18:50,09:45,752:25:00,110.267,57.786,80.143,0.666,20637869.0,76.801714,10.8792
adolfo lopez mateos,2018-2019,7,27716.0,26763.795,458.195,342.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,94.536,71.737,96.876,94.685,29.477,13.859,11.24,14.08,10.985,78.02,2.026,49.973,952.205,165.563,521.002,62.469,131.391,880.425,0.0,0.0,0,0,0.0,43:05:00,00:00,00:00,00:00,00:00,43:05:00,81.103,0.0,100.0,0.642,867067.0,60.489529,1.2339
adolfo lopez mateos,2018-2019,8,83704.0,80571.437,1359.724,4891.2,4891.2,0.0,0.0,0.0,0.0,1556.891,0.0,98.046,74.514,98.15,95.197,29.379,13.87,11.523,14.114,11.177,79.188,1.884,49.919,3132.563,463.246,1482.026,147.421,365.569,2458.262,0.0,0.0,0,0,0.0,60:50:00,01:40,00:00,00:30,00:00,63:00:00,83.079,0.0,100.0,0.598,1948679.0,61.559551,5.8434
adolfo lopez mateos,2018-2019,9,142129.0,136784.48,2238.259,10218.1,10218.1,0.0,0.0,0.0,0.0,3269.683,0.0,98.409,76.594,98.344,95.442,29.112,13.794,11.538,14.098,11.197,79.424,1.807,49.82,5344.52,747.523,2306.195,230.92,553.691,3838.329,0.0,0.0,0,0,0.0,89:10:00,02:45,00:00,00:30,00:00,92:25:00,83.645,0.0,100.0,0.581,1948679.0,63.4998,7.1893
adolfo lopez mateos,2018-2019,10,190066.0,182750.27,2949.517,14414.45,14414.45,0.0,0.0,0.0,0.0,4708.361,0.0,98.255,77.7,98.032,95.381,29.191,13.827,11.506,14.082,11.195,79.498,1.82,49.805,7315.73,1010.0,2914.522,294.912,657.173,4876.607,0.0,0.0,0,0,0.0,109:35:00,03:30,00:00,00:30,37:30:00,151:05:00,83.214,0.0,100.0,0.585,3976741.0,64.439703,7.5839
adolfo lopez mateos,2018-2019,11,249001.0,239296.499,3989.137,19950.55,19950.55,0.0,0.0,0.0,0.0,6575.958,0.0,97.806,78.673,97.912,95.455,29.343,13.923,11.455,14.047,11.168,79.502,1.775,49.769,9704.501,1296.541,3589.127,417.844,779.922,6083.434,0.0,0.0,0,0,0.0,116:00:00,05:30,00:00,00:30,43:35:00,165:35:00,82.274,0.0,100.0,0.582,5147643.0,62.419766,8.0122
adolfo lopez mateos,2018-2019,12,311602.0,299199.902,4704.851,25869.1,25869.1,0.0,0.0,0.0,0.0,8522.169,0.0,97.635,79.229,97.776,95.461,29.538,14.008,11.428,14.025,11.157,79.551,1.756,49.811,12402.098,1616.482,4333.299,533.968,912.619,7396.368,0.0,0.0,0,0,0.0,127:25:00,07:05,00:00,02:45,43:35:00,180:50:00,81.582,0.0,100.0,0.572,6338240.0,66.22994,8.3019
adolfo lopez mateos,2018-2019,13,374613.0,359352.609,5680.26,32562.85,32562.85,0.0,0.0,0.0,0.0,10503.451,0.0,97.635,79.749,97.757,95.492,29.648,14.057,11.418,14.015,11.154,79.586,1.736,49.841,15260.391,1928.413,5059.825,632.549,1041.606,8662.393,0.0,0.0,0,0,0.0,153:15:00,07:15,00:00,03:05,43:35:00,207:10:00,81.226,0.0,100.0,0.566,7549465.0,65.949974,8.6923
adolfo lopez mateos,2018-2019,14,443335.0,424995.367,6710.08,38956.05,38956.05,0.0,0.0,0.0,0.0,12828.856,0.0,97.82,80.293,97.886,95.543,29.603,14.035,11.428,14.011,11.155,79.615,1.721,49.862,18339.633,2258.376,5817.136,732.149,1177.186,9984.847,0.0,0.0,0,0,0.0,158:55:00,11:10,00:00,10:50,43:35:00,224:31:00,81.425,0.0,100.0,0.558,8759494.0,66.070002,8.787
adolfo lopez mateos,2018-2019,15,510024.0,488652.446,7691.512,46004.85,46004.85,0.0,0.0,0.0,0.0,15266.586,0.0,98.11,80.804,98.112,95.59,29.531,14.002,11.45,14.005,11.155,79.65,1.71,49.865,21371.554,2575.244,6491.075,837.383,1305.904,11209.606,0.0,0.0,0,0,0.0,170:20:00,13:05,00:00,10:50,49:55:00,244:10:00,81.774,0.0,100.0,0.554,9989820.0,66.309979,9.0201
adolfo lopez mateos,2018-2019,16,572165.0,547828.439,8611.769,52248.35,52248.35,0.0,0.0,0.0,0.0,17189.972,0.0,98.571,81.322,98.157,95.628,29.486,13.977,11.49,14.045,11.194,79.702,1.704,49.885,24336.561,2873.97,7058.398,939.021,1407.386,12278.775,0.0,0.0,0,0,0.0,179:25:00,15:20,00:00,10:50,61:55:00,267:30:00,82.206,0.0,100.0,0.554,11217034.0,66.439891,9.1316
adolfo lopez mateos,2018-2019,17,639860.0,612371.031,9600.312,59291.1,59291.1,0.0,0.0,0.0,0.0,19148.838,0.0,99.725,81.88,98.164,95.692,29.413,13.942,11.608,14.18,11.316,79.806,1.7,49.89,27488.969,3199.865,7688.32,1050.112,1520.828,13459.125,0.0,0.0,0,0,0.0,192:05:00,17:05,00:00,10:50,61:55:00,281:56:00,83.259,0.0,100.0,0.552,12477027.0,66.649917,9.2662
adolfo lopez mateos,2018-2019,18,705630.0,675192.822,10571.243,66308.8,66308.8,0.0,0.0,0.0,0.0,21037.087,0.0,100.538,82.329,98.133,95.735,29.374,13.917,11.691,14.274,11.405,79.897,1.698,49.908,30437.178,3518.428,8269.966,1160.683,1628.026,14577.103,0.0,0.0,0,0,0.0,193:45:00,22:40,00:00,11:50,71:05:00,299:20:00,84.005,0.0,100.0,0.549,13700815.0,66.749955,9.3971
adolfo lopez mateos,2018-2019,19,771316.0,737752.612,11548.381,73206.5,73206.5,0.0,0.0,0.0,0.0,22964.731,0.0,101.253,82.681,98.13,95.774,29.324,13.891,11.761,14.353,11.479,79.975,1.695,49.914,33563.388,3833.53,8875.364,1262.147,1739.759,15710.8,0.0,0.0,0,0,0.0,208:55:00,23:55,00:00,12:25,71:05:00,316:20:00,84.666,0.0,100.0,0.548,14906402.0,66.789968,9.4911
adolfo lopez mateos,2018-2019,20,841591.0,804653.03,12574.209,80767.3,80767.3,0.0,0.0,0.0,0.0,25156.797,0.0,101.961,82.984,98.16,95.811,29.284,13.873,11.831,14.426,11.547,80.049,1.692,49.912,36937.97,4170.927,9558.092,1363.145,1850.059,16942.223,0.0,0.0,0,0,0.0,208:55:00,28:45:00,00:00,15:50,71:05:00,324:35:00,85.281,0.0,100.0,0.545,16132474.0,66.929935,9.5969
adolfo lopez mateos,2018-2019,21,900179.0,860551.719,13550.079,86744.05,86744.05,0.0,0.0,0.0,0.0,27116.067,0.0,102.443,83.137,98.158,95.826,29.287,13.87,11.88,14.477,11.598,80.11,1.693,49.925,39627.281,4463.468,10176.559,1450.844,1942.146,18033.017,0.0,0.0,0,0,0.0,234:20:00,36:30:00,00:00,15:50,71:05:00,357:46:00,85.652,0.0,100.0,0.547,17302755.0,66.433487,9.6363
adolfo lopez mateos,2018-2019,22,969123.0,926441.319,14599.632,94688.4,94688.4,0.0,0.0,0.0,0.0,29228.381,0.0,102.929,83.338,98.149,95.843,29.277,13.859,11.93,14.531,11.65,80.174,1.694,49.946,42681.681,4806.371,10855.655,1552.297,2050.015,19264.338,0.0,0.0,0,0,0.0,239:20:00,39:45:00,00:00,18:35,71:05:00,368:45:00,86.081,0.0,100.0,0.545,18576208.0,66.37996,9.7705
adolfo lopez mateos,2018-2019,23,1035845.0,990111.982,15659.04,102356.3,102356.3,0.0,0.0,0.0,0.0,31340.3,0.0,103.368,83.496,98.117,95.837,29.292,13.848,11.974,14.578,11.696,80.229,1.702,49.993,45733.018,5163.429,11502.818,1653.309,2150.859,20470.415,0.0,0.0,0,0,0.0,243:40:00,47:20:00,00:00,20:50,71:05:00,382:55:00,86.467,0.0,100.0,0.544,19797554.0,66.149968,9.8814
adolfo lopez mateos,2018-2019,24,1100518.0,1051890.731,16659.38,109686.3,109686.3,0.0,0.0,0.0,0.0,33444.637,0.0,103.818,83.662,98.155,95.843,29.291,13.83,12.02,14.62,11.737,80.279,1.706,50.048,48627.269,5498.44,12130.855,1737.545,2245.363,21612.203,0.0,0.0,0,0,0.0,260:35:00,51:20:00,00:00,22:25,71:05:00,405:26:00,86.913,0.0,100.0,0.543,21033196.0,66.059961,9.9667
adolfo lopez mateos,2018-2019,25,1136200.0,1085918.899,17285.09,114005.2,114005.2,0.0,0.0,0.0,0.0,34480.996,0.0,104.178,83.773,98.297,95.859,29.235,13.794,12.056,14.641,11.757,80.301,1.708,50.078,50281.101,5671.866,12465.289,1793.115,2297.278,22227.548,0.0,0.0,0,0,0.0,344:50:00,52:10:00,00:00,23:20,71:05:00,491:26:00,87.4,0.0,100.0,0.543,21687142.0,65.732952,10.0339
adolfo lopez mateos,2018-2019,26,1195805.0,1142615.164,18198.223,119645.65,119645.65,0.0,0.0,0.0,0.0,37036.865,0.0,104.433,83.791,98.288,95.868,29.157,13.747,12.078,14.669,11.781,80.31,1.712,50.107,53189.836,5968.332,13150.337,1888.59,2403.263,23410.522,0.0,0.0,0,0,0.0,366:15:00,59:50:00,00:00,24:10:00,71:05:00,521:20:00,87.859,0.0,100.0,0.544,22787815.0,65.709987,10.0054
adolfo lopez mateos,2018-2019,27,1241763.0,1186334.573,18970.666,124373.15,124373.15,0.0,0.0,0.0,0.0,38532.676,0.0,104.727,83.836,98.335,95.877,29.091,13.708,12.105,14.692,11.802,80.33,1.716,50.127,55428.427,6197.666,13649.999,1963.764,2485.584,24297.013,0.0,0.0,0,0,0.0,400:30:00,60:10:00,00:00,51:50:00,71:05:00,583:35:00,88.306,0.0,100.0,0.546,23846160.0,65.457006,10.0158
adolfo lopez mateos,2018-2019,28,1307884.0,1249194.503,20152.741,131547.4,131547.4,0.0,0.0,0.0,0.0,40968.689,0.0,105.187,83.848,98.429,95.887,28.99,13.65,12.147,14.724,11.833,80.369,1.723,50.15,58689.497,6533.554,14451.609,2072.628,2602.617,25660.408,0.0,0.0,0,0,0.0,407:15:00,67:05:00,00:00,55:35:00,71:05:00,601:00:00,88.989,0.0,100.0,0.546,25179242.0,64.898566,10.058
adolfo lopez mateos,2018-2019,29,1370798.0,1309042.157,21160.825,138929.85,138929.85,0.0,0.0,0.0,0.0,43431.369,0.0,105.762,83.871,98.57,95.906,28.887,13.592,12.201,14.759,11.871,80.432,1.729,50.174,61755.843,6847.32,15241.815,2174.23,2713.398,26976.763,0.0,0.0,0,0,0.0,408:45:00,76:30:00,00:00,67:20:00,71:05:00,623:40:00,89.766,0.0,100.0,0.546,26534383.0,64.779988,10.1349
adolfo lopez mateos,2018-2019,30,1436622.0,1371576.659,22373.811,146524.7,146524.7,0.0,0.0,0.0,0.0,45802.298,0.0,106.546,83.949,98.784,95.934,28.757,13.523,12.274,14.8,11.919,80.535,1.735,50.195,65045.341,7169.827,16037.894,2273.031,2821.251,28302.003,0.0,0.0,0,0,0.0,417:05:00,86:45:00,00:00,67:45:00,71:05:00,642:40:00,90.764,0.0,100.0,0.547,27837650.0,64.209981,10.1992
adolfo lopez mateos,2018-2019,31,1483504.0,1416206.491,23314.549,151377.25,151377.25,0.0,0.0,0.0,0.0,47646.716,0.0,107.027,83.974,98.937,95.938,28.677,13.477,12.319,14.821,11.946,80.599,1.745,50.21,67297.509,7422.966,16629.241,2341.32,2894.317,29287.844,0.0,0.0,0,0,0.0,454:40:00,105:25:00,00:00,67:45:00,71:05:00,698:55:00,91.408,0.0,100.0,0.55,28988948.0,63.629967,10.204
adolfo lopez mateos,2018-2019,32,1537992.0,1467966.634,24408.705,157753.75,157753.75,0.0,0.0,0.0,0.0,49739.691,0.0,107.461,83.956,99.026,95.916,28.607,13.431,12.358,14.841,11.97,80.657,1.764,50.227,70025.366,7762.795,17309.727,2433.615,2987.632,30493.769,0.0,0.0,0,0,0.0,465:50:00,130:55:00,00:00,67:50:00,71:05:00,735:39:00,92.011,0.0,100.0,0.55,30212666.0,63.009979,10.2571
adolfo lopez mateos,2018-2019,33,1599003.0,1526007.316,25461.841,163922.5,163922.5,0.0,0.0,0.0,0.0,51896.167,0.0,107.644,83.903,98.982,95.877,28.602,13.418,12.372,14.849,11.984,80.709,1.784,50.242,72995.684,8157.056,18068.887,2532.386,3087.464,31845.793,0.0,0.0,0,0,0.0,482:20:00,140:50:00,00:00,67:55:00,71:05:00,762:08:00,92.205,0.0,100.0,0.55,31449822.0,62.799975,10.2515
adolfo lopez mateos,2018-2019,34,1662190.0,1586240.613,26844.166,170462.6,170462.6,0.0,0.0,0.0,0.0,54134.427,0.0,107.751,83.854,98.934,95.863,28.598,13.409,12.379,14.853,11.995,80.757,1.791,50.255,75949.387,8512.746,18875.135,2634.452,3200.935,33223.268,0.0,0.0,0,0,0.0,493:30:00,146:45:00,00:00,67:55:00,71:05:00,779:13:00,92.319,0.0,100.0,0.549,32762884.0,61.919971,10.2553
alianza popular,2018-2019,9,7000.0,0.0,78.716,600.0,0.0,600.0,0.0,0.0,0.0,93.94,0.0,0.0,81.865,0.0,0.0,0.0,12.976,12.807,15.73,0.0,82.64,0.0,50.6,0.0,43.4,73.15,12.04,33.88,162.47,0.0,0.0,0,0,0.0,00:00,00:00,00:00,00:00,00:00,00:00,0.0,0.0,0.0,0.0,0.0,88.927282,8.5714
alianza popular,2018-2019,10,58575.0,56526.444,1021.22,5586.7,0.0,5586.7,0.0,0.0,0.0,1066.531,0.0,108.991,82.1505474,95.3869449,94.9955507,26.4115356,12.348,12.4,14.905,12.349,82.851,2.35,50.08,2048.556,363.489,547.931,114.374,270.671,1296.465,1670.0,0.0,0,0,1670.0,00:00,01:45,00:00,00:00,00:00,01:45,100.42,8.5263701,78.9972054,0.4041007,691398.0,57.357866,9.5376
alianza popular,2018-2019,11,110325.0,106535.333,1709.34,10117.2,0.0,10117.2,0.0,0.0,0.0,2262.861,0.0,108.642,82.1016811,95.358257,94.9153494,26.2140494,12.169,12.363,14.875,12.305,82.727,2.398,50.37,3789.667,693.508,1023.065,208.525,516.099,2441.197,1670.0,10723.0,0,0,12393.0,00:00,01:45,00:00,00:00,00:00,01:45,101.596,9.2363631,83.3830779,0.4367115,1590046.0,64.542454,9.1703
alianza popular,2018-2019,12,158805.0,153237.896,2429.84,15407.1,0.0,15407.1,0.0,0.0,0.0,3650.247,0.0,110.657,82.4882242,95.1183376,95.0181076,26.5364995,12.28,12.558,15.086,12.545,83.16,2.358,50.59,5567.104,993.549,1470.362,263.589,764.916,3492.416,1670.0,10723.0,0,0,12393.0,21:50,02:30,00:00,00:00,00:00,24:20:00,102.268,9.1261883,85.8296136,0.4545209,2437104.0,65.356155,9.7018
