ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,azucar_pol_menor_99_2,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total,pol_porcentaje_fibra,cana_cosechada_mecanicamente,cana_quemada,kg_vapor_kg_cana,energia_electrica_ton_cana,rendimiento_campo,rendimiento_fabrica
adolfo lopez mateos,2022-2023,22,688616.0,665171.851,10986.241,68334.8,47580.0,9741.9,0.0,0.0,11012.9,0,24111.59,0.0,105.155,81.85,96.503,95.843,31.643,14.586,12.303,15.071,12.219,81.075,1.616,50.634,23444.149,3521.767,8770.403,1044.136,2040.501,15376.807,0,0.0,0,0,0.0,249:05:00,61:05:00,00:00,32:05:00,25:35:00,367:50:00,84.348,0.0,100.0,0.571,13308785.0,62.679855,9.9234
adolfo lopez mateos,2022-2023,23,759902.0,733928.071,12246.624,76756.0,56001.2,9741.9,0.0,0.0,11012.9,0,26738.372,0.0,106.198,81.981,96.631,95.873,31.647,14.618,12.416,15.171,12.318,81.197,1.619,50.542,25973.929,3893.559,9817.07,1117.119,2172.879,17000.627,0,0.0,0,0,0.0,259:30:00,68:20:00,00:00,32:25:00,25:35:00,385:50:00,84.936,0.0,100.0,0.574,14732744.0,62.049916,10.1007
adolfo lopez mateos,2022-2023,24,823540.0,795404.312,13364.833,83621.7,62866.9,9741.9,0.0,0.0,11012.9,0,29635.272,0.0,106.896,82.049,96.698,95.894,31.646,14.64,12.498,15.261,12.394,81.218,1.622,50.472,28135.688,4226.774,10774.156,1185.85,2289.973,18476.753,0,0.0,0,0,0.0,287:50:00,74:10:00,00:00,32:35:00,25:35:00,420:09:00,85.369,0.0,100.0,0.575,16083127.0,61.619924,10.1539
adolfo lopez mateos,2022-2023,25,881431.0,851278.653,14393.079,89536.7,68781.9,9741.9,0.0,0.0,11012.9,0,32226.227,0.0,107.333,82.042,96.707,95.889,31.67,14.668,12.552,15.326,12.446,81.207,1.629,50.406,30152.347,4548.617,11661.097,1262.213,2396.583,19868.51,0,0.0,0,0,0.0,309:35:00,84:50:00,00:00,33:20:00,39:25:00,467:08:00,85.574,0.0,100.0,0.577,17369524.0,61.239919,10.1581
adolfo lopez mateos,2022-2023,26,936984.0,904902.533,15433.799,95825.65,75070.85,9741.9,0.0,0.0,11012.9,0,34626.318,0.0,107.451,81.81,96.504,95.865,31.754,14.718,12.572,15.383,12.489,81.182,1.637,50.375,32081.467,4870.446,12667.346,1385.427,2504.197,21427.416,0,0.0,0,0,0.0,327:05:00,85:25:00,00:00,33:20:00,62:10:00,507:59:00,85.419,0.0,100.0,0.581,18680404.0,60.709874,10.227
adolfo lopez mateos,2022-2023,27,999026.0,964770.283,16603.408,101996.05,81241.25,9741.9,0.0,0.0,11012.9,0,36854.357,0.0,107.705,81.816,96.372,95.848,31.836,14.765,12.604,15.439,12.536,81.198,1.644,50.344,34255.717,5227.837,13582.245,1476.699,2610.054,22896.835,0,0.0,0,0,0.0,344:20:00,92:00:00,00:00,36:40:00,62:10:00,535:09:00,85.364,0.0,100.0,0.584,20042417.0,60.169936,10.2095
adolfo lopez mateos,2022-2023,28,1055760.0,1019547.661,17681.408,107969.7,87214.9,9741.9,0.0,0.0,11012.9,0,39247.133,0.0,108.008,81.82,96.277,95.842,31.906,14.805,12.64,15.49,12.583,81.232,1.647,50.323,36212.339,5548.675,14449.148,1555.487,2708.001,24261.311,0,0.0,0,0,0.0,349:55:00,97:40:00,00:00,64:55:00,62:10:00,574:39:00,85.377,0.0,100.0,0.588,21350532.0,59.710176,10.2267
adolfo lopez mateos,2022-2023,29,1120692.0,1082172.077,18939.939,115182.45,94427.65,9741.9,0.0,0.0,11012.9,0,41633.2,0.0,108.271,81.847,96.158,95.833,31.955,14.84,12.673,15.548,12.63,81.233,1.653,50.3,38519.923,5918.145,15395.123,1653.144,2815.164,25781.576,0,0.0,0,0,0.0,356:10:00,106:10:00,00:00,78:00:00,62:10:00,602:29:00,85.398,0.0,100.0,0.591,22724936.0,59.170834,10.2777
adolfo lopez mateos,2022-2023,30,1166385.0,1126336.185,19866.833,119835.25,99080.45,9741.9,0.0,0.0,11012.9,0,43898.708,0.0,108.267,81.755,96.12,95.821,32.032,14.888,12.682,15.574,12.642,81.178,1.655,50.262,40048.815,6182.03,16180.868,1734.203,2890.069,26987.17,0,0.0,0,0,0.0,408:40:00,108:50:00,00:00,79:00:00,68:30:00,665:00:00,85.183,0.0,100.0,0.596,23958955.0,58.710162,10.274
adolfo lopez mateos,2022-2023,31,1206010.0,1164657.374,20735.939,123901.74,100517.0,9741.9,0.0,0.0,13642.84,0,46058.443,0.0,107.927,81.642,96.087,95.806,32.079,14.918,12.652,15.555,12.616,81.101,1.654,50.234,41352.626,6398.938,16860.381,1799.525,2953.533,28012.377,0,0.0,0,0,0.0,470:35:00,120:00:00,00:00,79:00:00,69:55:00,739:30:00,84.81,0.0,100.0,0.598,25031170.0,58.160375,10.2736
adolfo lopez mateos,2022-2023,32,1252458.0,1209476.186,21672.435,128425.3,100517.0,9741.9,0.0,0.0,18166.4,0,49308.871,0.0,107.243,81.203,96.049,95.782,32.155,14.96,12.593,15.524,12.558,80.892,1.652,50.211,42981.814,6653.367,18090.357,1875.902,3027.35,29646.976,0,0.0,0,0,0.0,528:05:00,121:45:00,00:00,79:00:00,69:55:00,798:45:00,84.178,0.0,100.0,0.597,26023478.0,57.790368,10.2538
adolfo lopez mateos,2022-2023,33,1307683.0,0.0,22841.624,133703.59,100517.0,9741.9,0.0,0.0,23444.69,0,51982.72,0.0,0.0,81.071,0.0,0.0,0.0,14.977,12.581,15.507,0.0,80.854,0.0,50.205,0.0,6956.874,19105.249,1948.448,3112.286,31122.855,0,0.0,0,0,0.0,533:47:00,126:11:00,00:00,109:05:00,72:59:00,842:05:00,0.0,0.0,0.0,0.0,0.0,57.250001,10.2244
adolfo lopez mateos,2022-2023,34,1354059.43,1307537.444,23848.86,139172.161,100517.0,9741.9,0.0,0.0,28913.261,0,53833.927,0.0,107.22,81.143,96.123,95.762,32.226,14.995,12.597,15.524,12.55,80.845,1.657,50.19,46521.986,7229.424,19722.696,2017.936,3194.856,32164.912,0,0.0,0,0,0.0,539:55:00,130:30:00,00:00,133:00:00,72:60,876:25:00,84.008,0.0,96.575,0.605,28392111.0,56.776694,10.2781
alianza popular,2022-2023,13,45325.0,43269.141,761.81,3783.9,0.0,3783.9,0.0,0.0,0.0,0,808.36,0.0,119.507,78.92,102.83,95.29,28.71,13.327,13.415,14.74,12.431,84.335,2.202,50.348,2055.859,286.476,712.422,36.86,245.978,1281.736,0,0.0,0,0,0.0,20:50,00:00,00:00,00:00,00:00,20:50,100.463,100.0,100.0,0.44,714404.8,59.496462,8.3483
alianza popular,2022-2023,14,93765.0,89200.946,1322.5,9649.4,0.0,9649.4,0.0,0.0,0.0,0,2652.406,0.0,120.808,80.818,102.79,95.38,28.287,13.267,13.488,14.797,12.516,84.585,2.202,49.807,4564.054,583.952,1218.635,100.424,522.892,2425.903,0,0.0,0,0,0.0,33:44:00,00:26,00:00,00:00,00:00,34:10:00,101.537,63.55,84.79,0.46,1564137.6,70.89981,10.291
alianza popular,2022-2023,15,139000.0,132268.275,2056.0,14723.5,0.0,14723.5,0.0,0.0,0.0,0,4224.723,0.0,121.16,81.686,102.85,95.6,27.735,12.856,13.499,14.847,12.548,84.515,2.139,50.334,6731.725,824.705,1706.018,152.025,753.585,3436.333,0,0.0,0,0,0.0,53:54:00,00:56,00:00,09:55,00:00,64:45:00,104.901,51.14,81.47,0.48,2433405.6,67.607003,10.5924
alianza popular,2022-2023,16,193230.0,184135.844,2865.73,21115.1,0.0,21115.1,0.0,0.0,0.0,0,6063.578,0.0,122.131,82.65,102.81,95.73,27.388,12.286,13.566,14.928,12.631,84.613,2.116,51.812,9094.156,1119.811,2229.589,200.444,998.342,4548.186,0,0.0,0,0,0.0,59:09:00,01:36,00:00,09:55,00:00,70:40:00,110.341,41.84,81.62,0.48,3430137.6,67.427845,10.9274
alianza popular,2022-2023,17,247005.0,235402.77,3836.76,27676.85,0.0,27676.85,0.0,0.0,0.0,0,8015.617,0.0,123.1,83.257,102.66,95.76,27.483,12.346,13.676,15.066,12.756,84.667,2.112,51.671,11602.23,1433.727,2747.884,247.533,1226.444,5655.588,0,0.0,0,0,0.0,69:28:00,02:07,00:00,09:55,00:00,81:30:00,110.695,37.36,80.99,0.5,4439837.6,64.378538,11.2049
alianza popular,2022-2023,18,295705.0,281746.869,4672.87,33625.0,0.0,33625.0,0.0,0.0,0.0,0,9853.628,0.0,123.45,83.501,102.79,95.77,27.569,12.389,13.711,15.077,12.774,84.725,2.105,51.616,13958.131,1715.904,3227.113,309.472,1437.08,6689.569,0,0.0,0,0,0.0,89:30:00,02:10,00:00,09:55,00:00,101:35:00,110.596,35.07,80.26,0.5,5378835.6,63.281238,11.3711
alianza popular,2022-2023,19,335500.0,319904.796,5505.75,38046.4,0.0,38046.4,0.0,0.0,0.0,0,11105.903,0.0,124.044,83.489,103.04,95.83,27.428,12.335,13.777,15.113,12.814,84.788,2.093,51.571,15595.204,1925.703,3714.761,337.999,1653.42,7631.883,0,0.0,0,0,0.0,131:25:00,02:15,00:00,09:55,00:00,143:35:00,111.626,32.5,81.01,0.5,6222949.8,60.936293,11.3402
alianza popular,2022-2023,20,388525.0,370559.328,6482.4,44769.6,0.0,44769.6,0.0,0.0,0.0,0,12957.024,0.0,124.902,83.761,103.16,95.88,27.414,12.346,13.867,15.179,12.889,84.913,2.083,51.487,17965.672,2218.167,4268.014,375.816,1886.631,8748.628,0,0.0,0,0,0.0,134:25:00,02:15,00:00,11:25,00:00,148:05:00,112.257,30.44,81.23,0.5,7262880.8,59.935363,11.5229
alianza popular,2022-2023,21,435950.0,415624.765,7311.22,50917.75,0.0,50917.75,0.0,0.0,0.0,0,14582.071,0.0,126.004,83.971,103.27,95.92,27.37,12.348,13.97,15.25,12.974,85.075,2.085,51.376,20325.235,2487.435,4814.71,410.323,2049.456,9761.924,0,0.0,0,0,0.0,155:50:00,02:15,00:00,11:25,00:00,169:30:00,113.074,29.07,81.33,0.5,8239684.8,59.627531,11.6797
alianza popular,2022-2023,22,486220.0,463916.864,8315.55,57310.65,0.0,57310.65,0.0,0.0,0.0,0,16353.355,0.0,127.31,84.132,103.19,95.93,27.436,12.394,14.115,15.392,13.123,85.259,2.093,51.254,22303.136,2792.518,5375.527,445.743,2276.951,10890.739,0,0.0,0,0,0.0,170:50:00,02:30,00:00,11:25,00:00,184:45:00,113.831,27.2,82.13,0.5,9267000.8,58.471177,11.7869
alianza popular,2022-2023,23,518955.0,495016.021,9035.28,61370.45,0.0,61370.45,0.0,0.0,0.0,0,17482.988,0.0,128.3,84.09,103.14,95.93,27.502,12.436,14.22,15.502,13.226,85.318,2.103,51.183,23938.979,3000.809,5758.366,470.361,2511.002,11740.538,0,0.0,0,0,0.0,236:10:00,02:30,00:00,11:25,00:00,250:05:00,114.285,26.2,82.53,0.5,9964710.8,57.436515,11.8257
alianza popular,2022-2023,24,571715.0,545462.969,10268.44,68599.55,0.0,68599.55,0.0,0.0,0.0,0,19589.635,0.0,129.531,84.09,103.24,95.95,27.508,12.478,14.358,15.628,13.344,85.385,2.114,51.029,26252.031,3323.922,6414.16,506.833,2814.58,13059.495,0,0.0,0,0,0.0,239:10:00,02:30,00:00,11:25,00:00,253:05:00,115.015,25.17,82.76,0.5,11076439.6,55.676909,11.9989
alianza popular,2022-2023,25,618050.0,589676.728,11286.93,74747.4,0.0,74747.4,0.0,0.0,0.0,0,21536.457,0.0,130.323,84.134,103.34,95.96,27.491,12.506,14.45,15.718,13.418,85.367,2.122,50.898,28373.272,3606.057,6985.173,553.252,3025.177,14169.659,0,0.0,0,0,0.0,244:20:00,05:25,00:00,16:45,10:10,276:40:00,115.489,24.62,82.71,0.5,12107001.0,54.758025,12.094
alianza popular,2022-2023,26,669640.0,638920.342,12516.92,81933.1,0.0,81933.1,0.0,0.0,0.0,0,23647.21,0.0,131.521,84.207,103.43,95.98,27.475,12.543,14.581,15.836,13.53,85.438,2.135,50.758,30719.658,3927.335,7647.672,594.754,3250.539,15420.3,0,0.0,0,0,0.0,254:17:00,05:25,00:00,16:48,10:10,286:40:00,116.179,18.21,81.78,0.5,13227114.0,53.498784,12.2353
alianza popular,2022-2023,27,717755.0,684744.135,13588.81,88540.8,0.0,88540.8,0.0,0.0,0.0,0,25565.239,0.0,132.32,84.213,103.58,95.99,27.429,12.563,14.67,15.913,13.595,85.433,2.144,50.605,33010.865,4221.398,8265.04,631.373,3505.275,16623.086,0,0.0,0,0,0.0,267:35:00,06:32,00:00,16:48,14:35,305:30:00,116.716,18.21,81.78,0.5,14299284.0,52.819562,12.3357
alianza popular,2022-2023,28,763480.0,728414.38,14721.69,94739.8,0.0,94739.8,0.0,0.0,0.0,0,27420.321,0.0,132.928,84.228,103.7,95.99,27.432,12.589,14.739,15.965,13.643,85.456,2.152,50.507,35065.62,4507.204,8863.573,662.257,3714.454,17747.488,0,0.0,0,0,0.0,276:05:00,06:32,00:00,16:48,30:25:00,329:50:00,117.017,18.07,81.92,0.5,15347114.2,51.860893,12.4089
alianza popular,2022-2023,29,787360.0,751359.164,15445.64,97455.55,0.0,97455.55,0.0,0.0,0.0,0,28260.375,0.0,132.955,84.139,103.95,96.01,27.397,12.581,14.75,15.953,13.623,85.395,2.15,50.488,36000.836,4636.986,9188.04,709.372,3885.629,18420.027,0,0.0,0,0,0.0,287:48:00,06:32,00:00,16:48,100:02:00,411:10:00,117.176,17.74,82.25,0.51,15877274.2,50.976197,12.3775
alianza popular,2022-2023,30,835820.0,797974.867,16583.73,103515.05,0.0,103515.05,0.0,0.0,0.0,0,29910.616,0.0,133.238,84.06,104.14,96.01,27.349,12.567,14.785,15.959,13.631,85.413,2.156,50.473,37845.133,4929.123,9822.128,833.832,4113.084,19698.167,0,0.0,0,0,0.0,289:33:00,06:32,00:00,16:48,110:32:00,423:25:00,117.579,17.12,82.87,0.51,16856584.2,50.4,12.3848
alianza popular,2022-2023,31,880480.0,840755.264,17578.52,108920.95,0.0,108920.95,0.0,0.0,0.0,0,31584.694,0.0,133.135,83.941,104.2,95.99,27.364,12.565,14.776,15.938,13.613,85.412,2.163,50.513,39724.736,5211.049,10460.462,895.229,4325.15,20891.89,0,0.0,0,0,0.0,297:25:00,17:10,00:00,16:48,118:57:00,450:20:00,117.525,17.04,82.95,0.51,17866834.6,50.088403,12.3706
alianza popular,2022-2023,32,920660.0,878973.041,18659.25,113907.75,0.0,113907.75,0.0,0.0,0.0,0,33280.692,0.0,132.97,83.791,104.31,95.96,27.434,12.578,14.758,15.9,13.577,85.39,2.171,50.585,41686.959,5483.201,11073.835,934.863,4531.718,22023.617,0,0.0,0,0,0.0,321:33:00,17:55,00:00,23:50,118:57:00,482:15:00,117.267,17.26,82.73,0.51,18881394.6,49.340675,12.3724
alianza popular,2022-2023,33,964010.0,920412.129,19798.0,118733.4,0.0,118733.4,0.0,0.0,0.0,0,35042.099,0.0,132.636,83.566,104.2,95.91,27.616,12.618,14.73,15.885,13.557,85.345,2.184,50.728,43597.871,5814.428,11712.576,980.103,4829.232,23336.339,0,0.0,0,0,0.0,332:35:00,21:43,00:00,29:40:00,120:02:00,504:00:00,116.676,17.16,82.83,0.51,19939894.6,48.692292,12.3166
alianza popular,2022-2023,34,994665.0,949924.544,20548.74,121589.9,0.0,121589.9,0.0,0.0,0.0,0,36168.207,0.0,132.148,83.248,103.93,95.88,27.766,12.648,14.695,15.91,13.555,85.198,2.182,50.865,44740.456,6026.977,12286.371,1058.147,5113.094,24484.589,0,0.0,0,0,0.0,340:12:00,46:06:00,00:00,29:40:00,157:37:00,573:35:00,116.113,16.82,83.17,0.51,20676492.6,48.405157,12.2242
alianza popular,2022-2023,35,1026110.0,980408.012,21277.33,124852.0,0.0,124852.0,0.0,0.0,0.0,0,37644.346,0.0,131.587,83.014,103.82,95.86,27.825,12.655,14.649,15.894,13.525,85.095,2.179,50.94,45701.988,6220.651,12883.563,1128.446,5298.803,25531.463,0,0.0,0,0,0.0,342:07:00,48:16:00,00:00,32:50:00,212:22:00,635:35:00,115.698,16.46,83.53,0.51,21444694.0,48.225505,12.1675
alianza popular,2022-2023,36,1047612.191,1001290.215,22186.58,127486.05,0.0,127486.05,0.0,0.0,0.0,0,39071.356,0.0,131.102,82.9202871,103.66,95.83,27.916,12.68,14.607,15.879,13.504,85.043,2.182,50.998,46321.976,6381.708,13182.106,1166.817,5406.339,26136.97,0,0.0,0,0,0.0,343:47:00,48:16:00,00:00,66:45:00,212:22:00,671:10:00,115.143,16.3,83.7,0.52,22090499.0,47.218281,12.1692
atencingo,2022-2023,8,26641.83,26242.227,211.52,1728.0,0.0,1728.0,0.0,0.0,0.0,0,294.452433,119.756,121.5795822,81.827235,97.2366238,96.073412,26.020352,11.374848,13.900057,16.286094,13.733775,84.3282312,2.097581,53.238129,399.603,145.410547,392.696853,17.698,117.173796,672.979196,0,0.0,0,0,0.0,00:45,00:00,00:00,00:00,00:00,00:45,122.1999362,0.0,100.0,0.466147,526200.0,125.954188,6.486
atencingo,2022-2023,9,85448.26,84166.571,645.471,8657.0,0.0,8657.0,0.0,0.0,0.0,0,2357.614786,118.715,120.5227927,82.366979,95.8576313,96.235454,27.603885,12.482004,13.887836,16.551513,13.942575,84.2374652,1.893987,52.003243,1281.689,446.735469,1238.174916,50.9865,356.598616,2092.495501,0,0.0,0,0,0.0,05:00,00:00,00:00,00:05,00:00,05:05,111.2628709,0.0,100.0,0.479308,1742200.0,132.381253,10.1312
atencingo,2022-2023,10,152022.08,149741.788,1142.117,16444.0,0.0,16444.0,0.0,0.0,0.0,0,4723.544198,118.214,120.0141818,83.26058,95.2139281,96.50829,27.415942,12.510075,13.847992,16.700734,14.036245,84.0456773,1.763688,51.75151,2280.292,735.075014,2165.982215,94.3515,528.574975,3523.983704,0,0.0,0,0,0.0,05:50,00:15,00:00,00:05,00:00,06:10,110.6947161,0.0,100.0,0.489218,3092209.0,133.105522,10.8168
atencingo,2022-2023,11,217118.49,213861.774,1712.252,24101.0,0.0,24101.0,0.0,0.0,0.0,0,7363.515962,119.072,120.8852445,83.768821,95.6470676,96.529977,26.975718,12.448569,13.944899,16.750212,14.073623,84.0205664,1.793803,51.218066,3256.716,1050.617366,3058.514088,132.2345,672.940499,4914.306453,0,0.0,0,0,0.0,15:30,00:20,00:00,00:30,00:00,16:20,112.0200964,0.0,100.0,0.489825,4385709.0,126.802882,11.1003
atencingo,2022-2023,12,283412.3,279161.215,2315.149,32145.0,0.0,32145.0,0.0,0.0,0.0,0,10092.07243,119.376,121.1938654,84.044192,95.6455658,96.51848,26.704785,12.410549,13.973095,16.773376,14.100621,84.0654916,1.821681,50.863246,4251.085,1378.733163,3937.085132,167.7245,835.191749,6318.734544,0,0.0,0,0,0.0,16:25,00:20,00:00,03:20,00:00,20:05,112.5904664,0.0,100.0,0.492039,5731109.0,122.41644,11.3421
atencingo,2022-2023,13,346142.59,340950.546,2880.926,39497.0,0.0,39497.0,0.0,0.0,0.0,0,12661.5889,119.544,121.3644332,84.220675,95.7109875,96.496687,26.496741,12.372414,13.990882,16.783385,14.105734,84.0458227,1.849829,50.597242,5192.044,1696.598263,4710.70386,201.9535,1032.419042,7641.674665,0,0.0,0,0,0.0,17:20,00:20,14:25,03:40,00:00,35:45:00,113.0812629,0.0,100.0,0.492433,6993609.0,120.149767,11.4106
atencingo,2022-2023,14,406092.76,400001.5,3445.16,46727.0,0.0,46727.0,0.0,0.0,0.0,0,14967.8242,119.582,121.4030058,84.324302,95.6568137,96.547855,26.461563,12.422969,14.002103,16.819895,14.132532,84.0227124,1.826698,50.371439,6091.26,1962.942556,5454.489812,237.3245,1258.684269,8913.441137,0,0.0,0,0,0.0,29:30:00,00:20,24:45:00,03:40,00:00,58:15:00,112.7114058,0.0,100.0,0.494739,8173909.0,117.87341,11.5064
atencingo,2022-2023,15,476985.29,469830.679,4098.019,55475.0,0.0,55475.0,0.0,0.0,0.0,0,17777.29126,119.741,121.5644234,84.515429,95.6163306,96.583483,26.427341,12.464406,14.024023,16.85818,14.165875,84.0296817,1.813021,50.164748,7154.611,2285.394826,6295.185312,284.4735,1492.967208,10358.02085,0,0.0,0,0,0.0,29:40:00,00:20,24:45:00,03:40,00:00,58:25:00,112.5125658,0.0,100.0,0.492963,9530709.0,116.394113,11.6303
atencingo,2022-2023,16,546692.15,538491.933,4786.924,64098.0,0.0,64098.0,0.0,0.0,0.0,0,20563.00067,120.196,122.0263585,84.6497,95.697238,96.60401,26.311229,12.438062,14.068264,16.885488,14.201567,84.1051618,1.815791,50.054542,8200.217,2611.859031,7155.562505,323.8905,1714.618026,11805.93006,0,0.0,0,0,0.0,30:05:00,00:50,24:45:00,04:50,00:00,60:30:00,113.1065595,0.0,100.0,0.492213,10871409.0,114.205312,11.7246
atencingo,2022-2023,17,614767.46,605546.116,5436.914,72567.0,0.0,72567.0,0.0,0.0,0.0,0,23332.26302,120.627,122.4639254,84.730929,95.763204,96.631253,26.227863,12.448795,14.114835,16.923136,14.24278,84.161588,1.812931,49.864865,9221.344,2923.17638,8031.905902,369.8865,1924.525374,13249.49416,0,0.0,0,0,0.0,39:25:00,00:50,24:45:00,04:55,00:00,69:55:00,113.3831427,0.0,100.0,0.491129,12152409.0,113.072868,11.8039
