ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,azucar_pol_menor_99_2,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total,pol_porcentaje_fibra,cana_cosechada_mecanicamente,cana_quemada,kg_vapor_kg_cana,energia_electrica_ton_cana,rendimiento_campo,rendimiento_fabrica
aaron saenz garza,2019-2020,17,437509.38,402655.854,5794.0,42555.323,3935.4,36178.549,0.0,0.0,2441.373,0,15797.57078,111.222,120.849,76.9120555,93.656,94.882,27.737,12.46,13.113,16.013,13.284,82.96,2.419,51.846,34721.196,2935.979,5699.652923,498.705,4110.952077,13245.289,0.0,0.0,0,0,0.0,239:10:00,00:20,00:00,09:15,07:20,256:05:00,105.241,62.571,46.837,0.611,8185849.0,75.510766,9.7267
aaron saenz garza,2019-2020,18,478000.49,439918.842,6470.0,47157.953,3935.4,36548.299,0.0,0.0,6674.263,0,16854.12534,111.882,121.567,77.4585294,93.502,94.881,27.803,12.5,13.181,16.092,13.376,83.12,2.427,51.787,37949.318,3225.096,5997.993923,588.65,4390.952077,14202.692,0.0,0.0,0,0,0.0,261:00:00,00:20,00:00,09:15,07:20,277:55:00,105.448,62.325,48.706,0.614,8946849.0,73.879519,9.8656
aaron saenz garza,2019-2020,19,519453.51,478044.656,7246.0,51896.983,3935.4,36890.3,0.0,0.0,11071.283,0,18316.58516,112.547,122.296,77.5668885,93.425,94.87,27.917,12.56,13.248,16.147,13.453,83.32,2.435,51.745,41276.524,3530.805,6547.587923,672.589,4687.401077,15438.383,0.0,0.0,0,0,0.0,281:00:00,00:20,00:00,09:15,07:20,297:55:00,105.478,62.117,50.565,0.617,9755849.0,71.688312,9.9906
aaron saenz garza,2019-2020,20,561862.17,517109.067,7807.0,56720.683,3935.4,37115.299,0.0,0.0,15669.983,0,19586.93767,113.217,123.015,77.0249483,93.377,94.746,28.12,12.61,13.318,16.188,13.514,83.48,2.488,51.827,44620.773,3931.295,6910.79,730.692,5619.692077,17192.46908,0.0,0.0,0,0,0.0,298:55:00,00:20,00:00,09:15,07:20,315:50:00,105.615,61.647,51.313,0.618,10533849.0,71.969023,10.0951
aaron saenz garza,2019-2020,21,604281.83,556040.047,8409.0,61702.503,3935.4,37142.3,0.0,0.0,20624.803,0,21190.48382,114.042,123.936,77.3312502,93.501,94.679,28.244,12.65,13.407,16.235,13.576,83.62,2.527,51.82,48109.453,4312.945,7360.301192,797.568,5894.033434,18364.84763,0.0,0.0,0,0,0.0,321:55:00,02:20,00:00,09:15,07:20,340:50:00,105.984,62.029,52.465,0.619,11317849.0,71.861318,10.2108
aaron saenz garza,2019-2020,22,643457.25,591948.729,9157.0,65588.723,4129.9,38004.85,0.0,0.0,23453.973,0,22710.13469,114.685,124.664,77.2359444,93.161,94.387,28.623,12.68,13.477,16.309,13.655,83.72,2.644,52.185,51376.191,4870.376,7847.813831,857.668,6166.213285,19742.07112,0.0,0.0,0,0,0.0,355:35:00,02:20,00:00,09:15,07:20,374:30:00,106.285,62.181,54.525,0.621,12089849.0,70.269438,10.1931
aaron saenz garza,2019-2020,23,684913.06,629905.738,10383.0,70283.823,4129.9,42699.95,0.0,0.0,23453.973,0,24461.99937,115.156,125.212,77.1390445,93.151,94.321,28.772,12.73,13.536,16.369,13.706,83.73,2.673,52.213,54874.992,5267.306,8466.615831,928.432,6531.283872,21193.6377,0.0,0.0,0,0,0.0,379:10:00,02:20,00:00,09:15,07:20,398:05:00,106.332,62.536,55.25,0.624,12976849.0,65.964852,10.2617
aaron saenz garza,2019-2020,24,727587.41,669174.9579,11718.0,75233.773,4129.9,47649.9,0.0,0.0,23453.973,0,26374.6407,115.704,125.804,77.2726506,93.206,94.294,28.827,12.78,13.6,16.42,13.758,83.79,2.684,51.987,58412.4521,5629.386,9322.917831,975.501,6543.738393,22471.54322,0.0,0.0,0,0,0.0,390:40:00,02:20,00:00,15:05,07:20,415:25:00,106.416,62.465,57.754,0.626,13803849.0,62.091432,10.3401
aaron saenz garza,2019-2020,25,767348.18,705556.9589,12921.0,79817.123,4129.9,52233.25,0.0,0.0,23453.973,0,27865.18077,115.886,126.035,77.3870274,93.279,94.298,28.832,12.79,13.629,16.46,13.778,83.71,2.688,51.96,61791.2211,5946.819,9842.810831,1022.881,6820.308654,23632.81949,0.0,0.0,0,0,0.0,408:05:00,03:45,00:00,24:20:00,07:20,443:30:00,106.56,62.312,59.661,0.629,14601849.0,59.387677,10.4016
aaron saenz garza,2019-2020,26,807781.44,742567.9159,14170.0,84089.273,4129.9,56505.4,0.0,0.0,23453.973,0,29699.66871,115.778,125.946,77.3970174,93.317,94.275,28.871,12.81,13.636,16.498,13.776,83.5,2.697,51.906,65213.5241,6289.453,10460.22083,1054.445,7075.437365,24879.5562,0.0,0.0,0,0,0.0,432:35:00,03:45,00:00,24:20:00,07:20,468:00:00,106.448,62.172,61.405,0.632,15432849.0,57.006453,10.4099
aaron saenz garza,2019-2020,27,848047.8,779390.7039,15327.0,88437.373,4129.9,60853.5,0.0,0.0,23453.973,0,31318.27035,115.594,125.777,77.3952202,93.423,94.236,28.917,12.83,13.634,16.511,13.753,83.29,2.711,51.882,68657.0961,6647.911,11011.75283,1090.108,7369.816378,26119.58821,0.0,0.0,0,0,0.0,452:05:00,03:45,00:00,24:55:00,07:20,488:05:00,106.267,62.046,62.702,0.634,16259849.0,55.330319,10.4283
aaron saenz garza,2019-2020,28,877757.13,806716.4699,16182.0,91307.973,4129.9,63724.1,0.0,0.0,23453.973,0,32890.18622,115.284,125.436,77.1766657,93.47,94.205,28.989,12.86,13.619,16.523,13.726,83.07,2.716,51.891,71040.6601,6911.194,11546.46683,1123.557,7685.510177,27266.72801,0.0,0.0,0,0,0.0,466:50:00,03:45,00:00,62:00:00,07:20,539:55:00,105.902,61.96,63.96,0.637,16899849.0,54.242808,10.4024
aaron saenz garza,2019-2020,29,910254.22,836450.381,17885.75,94778.773,4129.9,67194.9,0.0,0.0,23453.973,0,35401.33905,114.496,124.599,76.5015234,93.403,94.132,29.158,12.9,13.558,16.515,13.664,82.74,2.728,52.005,73803.839,7241.591,12318.80383,1158.568,8281.825657,29000.78849,0.0,0.0,0,0,0.0,500:35:00,03:45,00:00,62:00:00,07:20,573:40:00,105.101,61.873,64.206,0.643,17718849.0,50.892706,10.4123
adolfo lopez mateos,2019-2020,9,37299.0,35692.724,555.467,1979.25,0.0,1979.25,0.0,0.0,0.0,0,851.175,0.0,95.248,77.585,103.574,96.334,27.716,12.953,11.129,13.218,10.351,78.309,1.472,50.693,1606.276,152.154,531.405,85.876,160.986,930.421,0.0,0.0,0,0,0.0,10:50,0.375,00:00,00:30,00:00,20:20,85.918,0.0,100.0,0.659,456088.0,67.148903,5.3064
adolfo lopez mateos,2019-2020,10,85324.0,81449.504,1276.359,4377.55,0.0,4377.55,0.0,0.0,0.0,0,2362.136,0.0,93.469,75.393,100.45,96.055,28.118,13.198,10.891,13.253,10.415,78.581,1.528,50.448,3874.496,366.629,1336.239,229.146,354.67,2286.684,0.0,0.0,0,0,0.0,20:05,32:35:00,00:00,02:15,19:10,74:04:00,82.52,0.0,100.0,0.629,1406739.0,66.84953,5.1305
adolfo lopez mateos,2019-2020,11,150416.0,143108.658,2223.452,10026.9,4943.2,5083.7,0.0,0.0,0.0,0,4730.718,0.0,94.008,75.881,99.38,95.947,28.422,13.346,10.907,13.355,10.53,78.852,1.555,50.414,7307.342,664.895,2355.991,357.464,578.699,3957.049,0.0,0.0,0,0,0.0,30:20:00,48:60,00:00,02:25,19:10,100:54:00,81.725,0.0,100.0,0.6,2552713.0,67.649762,6.6661
adolfo lopez mateos,2019-2020,12,213378.0,202695.214,3106.85,15897.05,10813.35,5083.7,0.0,0.0,0.0,0,6899.036,0.0,94.735,77.424,99.332,95.923,28.445,13.353,10.966,13.411,10.59,78.963,1.572,50.418,10682.786,954.101,3095.625,471.974,760.965,5282.665,0.0,0.0,0,0,0.0,41:55:00,70:10:00,00:00,02:40,19:10,133:55:00,82.124,0.0,100.0,0.601,3758402.0,68.679852,7.4501
adolfo lopez mateos,2019-2020,13,282850.0,268501.011,4127.992,22497.85,17414.15,5083.7,0.0,0.0,0.0,0,9188.728,0.0,95.325,78.4,99.283,95.932,28.348,13.307,11.015,13.461,10.643,79.065,1.581,50.412,14348.989,1267.564,3911.964,610.798,939.569,6729.895,0.0,0.0,0,0,0.0,52:60,80:60,00:00,02:40,19:10,155:50:00,82.776,0.0,100.0,0.593,4964316.0,68.519997,7.9539
adolfo lopez mateos,2019-2020,14,345338.0,327666.689,5085.23,28811.4,23727.7,5083.7,0.0,0.0,0.0,0,11214.236,0.0,95.622,78.97,99.101,95.926,28.32,13.293,11.038,13.502,10.684,79.13,1.588,50.41,17671.311,1552.919,4650.33,730.828,1082.271,8016.348,0.0,0.0,0,0,0.0,64:25:00,87:25:00,00:00,19:15,19:10,190:15:00,83.036,0.0,100.0,0.592,6126878.0,67.910006,8.3429
adolfo lopez mateos,2019-2020,15,408707.0,387740.643,6084.677,35283.75,30200.05,5083.7,0.0,0.0,0.0,0,13352.488,0.0,96.13,79.578,98.743,95.917,28.321,13.275,11.084,13.586,10.767,79.254,1.598,50.464,20966.357,1849.753,5337.238,866.154,1198.699,9251.844,0.0,0.0,0,0,0.0,86:30:00,94:60,00:00,20:45,19:10,221:24:00,83.495,0.0,100.0,0.589,7308436.0,67.169876,8.633
adolfo lopez mateos,2019-2020,16,471028.0,446874.62,7027.124,41305.4,36221.7,5083.7,0.0,0.0,0.0,0,15322.43,0.0,96.886,80.101,98.576,95.871,28.362,13.27,11.161,13.674,10.855,79.381,1.625,50.513,24153.38,2170.795,6018.248,979.002,1293.245,10461.29,0.0,0.0,0,0,0.0,94:60,104:55:00,00:00,20:55,38:40:00,259:29:00,84.107,0.0,100.0,0.586,8470981.0,67.029982,8.7692
adolfo lopez mateos,2019-2020,17,495101.0,469613.108,7367.58,42765.65,37681.95,5083.7,0.0,0.0,0.0,0,16056.217,0.0,96.871,80.069,98.35,95.847,28.426,13.294,11.157,13.694,10.873,79.402,1.63,50.525,25487.892,2293.833,6354.624,1025.372,1335.89,11009.719,0.0,0.0,0,0,0.0,95:10:00,107:35:00,00:00,21:00,144:35:00,368:19:00,83.925,0.0,100.0,0.589,9128602.0,67.199948,8.6377
adolfo lopez mateos,2019-2020,18,551764.0,522883.977,8208.339,48064.4,42980.7,5083.7,0.0,0.0,0.0,0,17783.877,0.0,97.196,80.24,97.975,95.808,28.591,13.359,11.182,13.755,10.934,79.494,1.639,50.559,28880.023,2586.159,7045.17,1130.915,1429.015,12191.259,0.0,0.0,0,0,0.0,108:40:00,111:25:00,00:00,21:50,153:20:00,395:13:00,83.704,0.0,100.0,0.588,10298870.0,67.219933,8.711
adolfo lopez mateos,2019-2020,19,610672.0,578618.688,9141.798,53178.3,48094.6,5083.7,0.0,0.0,0.0,0,19641.769,0.0,97.504,80.376,97.794,95.78,28.725,13.406,11.214,13.804,10.983,79.561,1.647,50.604,32053.312,2889.533,7795.691,1228.995,1524.222,13438.441,0.0,0.0,0,0,0.0,118:30:00,115:10:00,00:00,27:35:00,173:25:00,434:38:00,83.649,0.0,100.0,0.583,11365696.0,66.799988,8.7081
adolfo lopez mateos,2019-2020,20,675847.0,640090.744,10102.355,60001.7,54918.0,5083.7,0.0,0.0,0.0,0,21632.794,0.0,97.984,80.581,97.712,95.771,28.78,13.425,11.259,13.855,11.035,79.647,1.654,50.618,35756.256,3217.673,8580.347,1342.523,1635.686,14776.229,0.0,0.0,0,0,0.0,123:45:00,128:40:00,00:00,34:40:00,177:25:00,464:28:00,83.866,0.0,100.0,0.581,12693535.0,66.899945,8.878
adolfo lopez mateos,2019-2020,21,751522.0,711658.463,11236.874,67361.6,62277.9,5083.7,0.0,0.0,0.0,0,23901.774,0.0,98.516,80.767,97.738,95.773,28.812,13.437,11.314,13.908,11.087,79.714,1.66,50.627,39863.537,3594.176,9490.82,1505.301,1763.798,16354.095,0.0,0.0,0,0,0.0,130:25:00,129:50:00,00:00,37:45:00,177:25:00,475:23:00,84.2,0.0,100.0,0.576,14054804.0,66.879988,8.9633
adolfo lopez mateos,2019-2020,22,805526.0,762599.702,12142.387,72469.55,67385.85,5083.7,0.0,0.0,0.0,0,25519.029,0.0,98.9,80.902,97.809,95.771,28.826,13.432,11.352,13.939,11.116,79.749,1.666,50.663,42926.298,3867.469,10104.719,1636.221,1856.472,17464.881,0.0,0.0,0,0,0.0,152:60,132:30:00,00:00,52:25:00,187:50:00,525:43:00,84.515,0.0,100.0,0.58,15264311.0,66.340003,8.9965
adolfo lopez mateos,2019-2020,23,871971.0,825266.91,13169.784,78779.35,73695.65,5083.7,0.0,0.0,0.0,0,27442.951,0.0,99.248,81.049,97.773,95.74,28.832,13.411,11.384,13.971,11.147,79.788,1.682,50.725,46704.09,4228.884,10844.67,1769.271,1968.954,18811.779,0.0,0.0,0,0,0.0,157:10:00,148:60,00:00,54:10:00,187:50:00,548:08:00,84.886,0.0,100.0,0.578,16568552.0,66.209969,9.0346
adolfo lopez mateos,2019-2020,24,927834.0,877969.643,14047.457,84251.15,79167.45,5083.7,0.0,0.0,0.0,0,29107.147,0.0,99.537,81.175,97.776,95.722,28.828,13.394,11.411,13.995,11.171,79.821,1.693,50.762,49864.357,4529.592,11467.178,1871.325,2063.382,19931.477,0.0,0.0,0,0,0.0,193:55:00,156:15:00,00:00,54:15:00,187:50:00,592:13:00,85.195,0.0,100.0,0.576,17722274.0,66.049961,9.0804
adolfo lopez mateos,2019-2020,25,999084.0,945219.304,15188.277,91817.1,86733.4,5083.7,0.0,0.0,0.0,0,31305.861,0.0,99.979,81.375,97.861,95.718,28.803,13.375,11.454,14.027,11.203,79.871,1.703,50.776,53864.696,4900.013,12233.145,1998.664,2181.022,21312.844,0.0,0.0,0,0,0.0,194:50:00,166:35:00,00:00,54:15:00,187:50:00,603:27:00,85.637,0.0,100.0,0.573,19077415.0,65.779943,9.1901
adolfo lopez mateos,2019-2020,26,1063964.0,1006602.148,16353.592,98328.0,93244.3,5083.7,0.0,0.0,0.0,0,33465.089,0.0,100.433,81.575,97.992,95.72,28.784,13.36,11.501,14.057,11.234,79.919,1.71,50.79,57361.852,5237.787,12914.173,2112.355,2282.285,22546.6,0.0,0.0,0,0,0.0,196:20:00,172:55:00,00:00,70:35:00,187:50:00,627:37:00,86.085,0.0,100.0,0.574,20424790.0,65.059957,9.2416
adolfo lopez mateos,2019-2020,27,1126420.0,1065571.825,17474.725,104655.25,99571.55,5083.7,0.0,0.0,0.0,0,35540.008,0.0,100.819,81.751,98.007,95.714,28.766,13.348,11.539,14.091,11.269,79.969,1.719,50.79,60848.175,5570.47,13553.684,2216.807,2377.463,23718.424,0.0,0.0,0,0,0.0,211:25:00,178:60,00:00,76:05:00,187:50:00,654:17:00,86.447,0.0,100.0,0.572,21770324.0,64.459955,9.2909
adolfo lopez mateos,2019-2020,28,1193074.0,1128711.807,18750.184,112319.3,107235.6,5083.7,0.0,0.0,0.0,0,37751.142,0.0,101.249,81.958,98.059,95.702,28.793,13.349,11.585,14.129,11.306,80.021,1.729,50.819,64362.193,5939.946,14194.536,2325.684,2475.76,24935.926,0.0,0.0,0,0,0.0,220:40:00,184:35:00,00:00,78:10:00,187:50:00,671:12:00,86.786,0.0,100.0,0.571,23144200.0,63.629988,9.4142
adolfo lopez mateos,2019-2020,29,1261253.0,1193291.256,20054.913,119686.65,114602.95,5083.7,0.0,0.0,0.0,0,40232.339,0.0,101.769,82.147,98.077,95.686,28.859,13.363,11.641,14.181,11.357,80.088,1.74,50.862,67961.744,6333.936,14858.616,2441.852,2578.289,26212.693,0.0,0.0,0,0,0.0,222:35:00,195:55:00,00:00,78:10:00,187:50:00,684:26:00,87.114,0.0,100.0,0.569,24527485.0,62.889976,9.4895
adolfo lopez mateos,2019-2020,30,1322573.0,1251454.401,21314.644,126604.1,121520.4,5083.7,0.0,0.0,0.0,0,42150.99,0.0,102.314,82.284,97.993,95.664,28.942,13.381,11.701,14.252,11.423,80.152,1.753,50.917,71118.599,6709.653,15482.028,2548.753,2676.436,27416.87,0.0,0.0,0,0,0.0,240:15:00,205:55:00,00:00,78:25:00,187:50:00,712:22:00,87.445,0.0,100.0,0.568,25891934.0,62.049969,9.5725
adolfo lopez mateos,2019-2020,31,1387104.0,1312548.917,22613.369,133332.15,128248.45,5083.7,0.0,0.0,0.0,0,44081.905,0.0,102.921,82.419,97.901,95.63,29.051,13.413,11.769,14.333,11.496,80.204,1.77,50.957,74555.083,7133.971,16113.387,2669.441,2783.695,28700.494,0.0,0.0,0,0,0.0,250:15:00,214:45:00,00:00,78:55:00,195:00:00,738:52:00,87.743,0.0,100.0,0.566,27236683.0,61.339997,9.6122
adolfo lopez mateos,2019-2020,32,1441487.0,1364059.129,23857.79,138642.35,133558.65,5083.7,0.0,0.0,0.0,0,45715.339,0.0,103.288,82.448,97.776,95.59,29.179,13.451,11.813,14.396,11.549,80.222,1.785,51.007,77427.871,7509.915,16702.392,2793.345,2882.465,29888.117,0.0,0.0,0,0,0.0,273:35:00,228:10:00,00:00,80:55:00,199:30:00,782:06:00,87.822,0.0,100.0,0.567,28540451.0,60.419971,9.618
adolfo lopez mateos,2019-2020,33,1494787.0,1414444.034,25101.385,142614.4,137530.7,5083.7,0.0,0.0,0.0,0,47795.09,0.0,103.431,82.317,97.572,95.541,29.349,13.509,11.834,14.445,11.588,80.219,1.798,51.055,80342.966,7887.421,17474.29,2924.117,2994.278,31280.106,0.0,0.0,0,0,0.0,277:30:00,240:60,00:00,81:20:00,222:50:00,822:36:00,87.601,0.0,100.0,0.566,29830548.0,59.549981,9.5407
adolfo lopez mateos,2019-2020,34,1548834.0,0.0,26362.398,147142.95,142059.25,5083.7,0.0,0.0,0.0,0,49697.688,0.0,0.0,82.167,0.0,0.0,0.0,13.536,11.846,14.477,0.0,80.206,0.0,51.097,0.0,8255.285,18322.706,3035.715,3113.156,32726.862,0.0,0.0,0,0,0.0,295:53:00,253:02:00,00:00,82:46:00,232:31:00,864:11:00,0.0,0.0,0.0,0.0,0.0,58.751635,9.5002
adolfo lopez mateos,2019-2020,35,1579182.21,0.0,26567.53,150537.05,145453.35,5083.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,00:00,00:00,00:00,00:00,00:00,00:00,0.0,0.0,0.0,0.0,0.0,59.440309,9.5325
alianza popular,2019-2020,14,41700.0,39796.18,735.67,3418.4,0.0,3418.4,0.0,0.0,0.0,0,1047.102,0.0,115.788,81.369,98.91,95.09,29.66,13.54,13.18,15.397,12.671,82.295,2.18,51.128,1903.82,269.637,475.328,90.879,188.102,1023.946,0.0,0.0,0,0,0.0,02:00,00:00,00:00,08:00,00:00,10:00,97.34,21.87,82.23,0.56,868159.6,56.683023,8.1976
alianza popular,2019-2020,15,80680.0,77216.627,1516.47,7669.5,0.0,7669.5,0.0,0.0,0.0,0,2439.916,0.0,115.711,79.823,99.13,95.06,29.782,13.476,13.196,15.361,12.654,82.377,2.188,51.449,3463.373,525.641,1015.002,149.702,457.857,2148.202,0.0,0.0,0,0,0.0,17:45,09:54,00:00,08:00,00:00,35:39:00,97.923,20.13,82.34,0.59,1695720.6,53.202503,9.506
alianza popular,2019-2020,16,122630.0,117421.951,2254.36,11666.5,0.0,11666.5,0.0,0.0,0.0,0,3961.314,0.0,116.621,79.417,98.75,95.1,29.814,13.537,13.278,15.45,12.788,82.77,2.181,51.393,5208.049,797.393,1577.716,230.217,746.262,3351.588,0.0,0.0,0,0,0.0,32:44:00,10:07,00:00,08:00,00:25,51:16:00,98.033,19.45,82.18,0.59,2556981.6,54.396813,9.5135
alianza popular,2019-2020,17,141030.0,135214.846,2649.12,13781.15,0.0,13781.15,0.0,0.0,0.0,0,4805.207,0.0,115.818,79.106,98.57,95.1,29.7,13.482,13.213,15.434,12.749,82.603,2.18,51.369,5815.154,912.945,1829.488,280.267,870.792,3893.492,0.0,0.0,0,0,0.0,34:36:00,10:07,00:00,08:00,100:57:00,153:40:00,97.972,17.42,84.0,0.61,2941186.2,53.236546,9.7717
alianza popular,2019-2020,18,179610.0,172279.719,3414.51,17781.1,0.0,17781.1,0.0,0.0,0.0,0,5919.57,0.0,115.505,78.799,98.4,95.23,29.229,13.257,13.15,15.378,12.726,82.755,2.146,51.426,7330.281,1126.51,2315.693,411.981,1153.232,5007.416,0.0,0.0,0,0,0.0,38:44:00,10:08,00:00,08:00,132:24:00,189:16:00,99.182,16.02,84.58,0.59,3701495.4,52.601983,9.8998
alianza popular,2019-2020,19,225110.0,215927.269,4212.11,22823.5,0.0,22823.5,0.0,0.0,0.0,0,7153.439,0.0,115.538,79.059,98.54,95.42,28.523,13.082,13.113,15.287,12.697,83.057,2.107,50.973,9182.731,1352.855,2898.673,528.484,1401.497,6181.509,0.0,0.0,0,0,0.0,44:53:00,10:08,00:00,16:51,132:24:00,204:16:00,100.227,15.67,84.81,0.59,4655448.4,53.443523,10.1388
alianza popular,2019-2020,20,269920.0,258884.529,5054.28,27720.8,0.0,27720.8,0.0,0.0,0.0,0,8595.632,0.0,115.924,79.861,98.83,95.55,28.057,12.978,13.124,15.227,12.688,83.326,2.083,50.621,11035.471,1577.712,3437.846,594.798,1523.687,7134.043,0.0,0.0,0,0,0.0,46:45:00,10:29,00:00,30:24:00,132:24:00,220:02:00,101.094,15.14,85.26,0.57,5514226.2,53.404243,10.27
