ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total
aaron saenz garza,2016-2017,18,393415.53,360332.1889,4919.5,34152.05,19514.25,14637.8,0.0,0.0,1234414,14432.06226,100.219,109.42,74.839,95.27,94.527,27.856,12.43,12.132,15.234,12.037,79.01,2.384,51.449,32261.0921,2612.197,5565.657,604.49,3226.428,12008.772,108545.0,218133.0,0,2761,329439.0,299:40:00,00:40,00:00,03:50,65:10:00,369:20:00
aaron saenz garza,2016-2017,19,433218.08,396974.5309,5338.0,38439.05,23801.25,14637.8,0.0,0.0,1404802,15906.05873,101.634,110.913,75.236,95.258,94.554,27.88,12.43,12.277,15.365,12.187,79.31,2.398,51.472,35421.3001,2896.816,6039.435,657.735,3577.238,13171.224,108545.0,218133.0,0,2761,329439.0,306:15:00,00:40,00:00,03:50,76:35:00,387:20:00
aaron saenz garza,2016-2017,20,469192.8601,430193.921,5758.5,41828.05,27190.25,14637.8,0.0,0.0,1565971,17132.64353,102.116,111.373,75.435,95.187,94.591,27.849,12.43,12.329,15.436,12.252,79.38,2.395,51.438,38176.6901,3128.78,6468.912,730.02,3882.788,14210.5,108545.0,220894.0,0,5522,334961.0,312:10:00,00:40,00:00,03:50,102:35:00,419:15:00
aaron saenz garza,2016-2017,21,509306.4501,467046.97,6246.5,46060.15,31422.35,14637.8,0.0,0.0,1749725,18489.16809,103.304,112.651,75.681,95.232,94.603,27.873,12.43,12.454,15.545,12.372,79.59,2.411,51.459,41437.2311,3423.076,6954.294,796.411,4251.988,15425.769,108545.0,220894.0,0,5522,334961.0,330:30:00,01:00,00:00,03:50,102:35:00,437:55:00
aaron saenz garza,2016-2017,22,551205.4601,505451.415,6831.5,50642.3,36004.5,14637.8,0.0,0.0,1931708,19888.45916,104.473,113.93,75.983,95.241,94.555,27.935,12.43,12.579,15.656,12.488,79.77,2.452,51.531,44931.7961,3775.144,7445.935,864.05,4566.568,16651.697,108545.0,242983.0,0,27611,379139.0,340:05:00,01:00,00:00,03:55,102:35:00,447:35:00
aaron saenz garza,2016-2017,23,590925.2201,541786.408,7398.75,55314.1,40676.3,14637.8,0.0,0.0,2102102,21332.9924,105.621,115.201,76.288,95.369,94.58,27.951,12.43,12.704,15.765,12.599,79.92,2.463,51.516,48316.5631,4068.567,7948.611,927.469,4856.378,17801.025,108545.0,332713.0,0,56611,497869.0,345:25:00,01:00,00:00,07:10,113:35:00,467:10:00
aaron saenz garza,2016-2017,24,622674.25,570985.0259,7735.75,58564.2,43926.4,14637.8,0.0,0.0,2230912,22426.15916,106.406,116.039,76.322,95.278,94.484,27.971,12.43,12.785,15.834,12.679,80.07,2.521,51.481,50866.9751,4391.028,8364.098,995.95,5098.738,18849.814,108545.0,362131.0,0,82417,553093.0,353:20:00,01:00,00:00,07:10,161:40:00,523:10:00
aaron saenz garza,2016-2017,25,664245.69,609057.2369,8446.5,63412.9,48775.1,14637.8,0.0,0.0,2332263,23742.86328,107.397,117.129,76.485,95.195,94.454,28.033,12.43,12.889,15.938,12.788,80.24,2.55,51.556,54366.2041,4748.499,8859.085,1075.845,5448.698,20132.127,108545.0,475843.0,0,105462,689850.0,363:50:00,01:00,00:00,07:15,170:45:00,542:50:00
aaron saenz garza,2016-2017,26,707590.72,648675.9579,9052.0,68433.35,53795.55,14637.8,0.0,0.0,2422926,25191.8621,108.32,118.158,76.71,95.158,94.474,28.05,12.42,12.981,16.021,12.888,80.44,2.557,51.601,58092.5131,5075.621,9416.612,1158.097,5742.548,21392.878,108545.0,541540.0,0,111462,761547.0,375:50:00,01:00,00:00,07:15,170:45:00,554:50:00
aaron saenz garza,2016-2017,27,748553.91,686018.4239,9610.5,73090.6,58452.8,14637.8,0.0,0.0,2573698,26518.65269,109.187,119.14,76.903,95.183,94.498,28.071,12.43,13.067,16.086,12.973,80.65,2.561,51.647,61713.2371,5382.007,9967.302,1227.904,6014.338,22591.551,108545.0,696554.0,0,123462,928561.0,395:40:00,01:00,00:00,07:15,170:45:00,574:40:00
aaron saenz garza,2016-2017,28,788294.63,722298.7589,10091.0,77781.75,63143.95,14637.8,0.0,0.0,2649660,27772.68622,109.728,119.754,76.959,95.11,94.457,28.111,12.42,13.122,16.139,13.032,80.75,2.587,51.703,65173.6221,5733.752,10480.651,1296.26,6324.138,23834.801,108545.0,713121.0,0,123462,945128.0,416:35:00,01:00,00:00,07:15,170:45:00,595:35:00
aaron saenz garza,2016-2017,29,832508.02,762505.1359,10723.5,82834.95,68197.15,14637.8,0.0,0.0,2798975,29166.04957,110.09,120.197,77.086,95.276,94.462,28.026,12.42,13.16,16.146,13.048,80.81,2.6,51.552,69180.6351,6066.9,11007.352,1374.364,6655.998,25104.614,108545.0,715661.0,0,149376,973582.0,425:00:00,01:00,00:00,07:15,170:45:00,604:00:00
aaron saenz garza,2016-2017,30,876788.58,802780.8559,11774.0,87794.4,73156.6,14637.8,0.0,0.0,2938182,30587.27928,110.331,120.502,77.209,95.435,94.448,27.959,12.42,13.187,16.146,13.05,80.83,2.619,51.428,73185.4751,6419.357,11541.886,1453.746,6936.028,26351.017,108545.0,715661.0,0,149376,973582.0,428:55:00,01:00,00:00,07:25,174:50:00,612:10:00
aaron saenz garza,2016-2017,31,905335.64,828873.6599,12346.0,90509.85,75872.05,14637.8,0.0,0.0,3025988,31533.59928,110.407,120.592,77.217,95.465,94.434,27.931,12.42,13.197,16.154,13.055,80.82,2.63,51.362,75639.7311,6650.047,11905.394,1504.581,7160.658,27220.68,108545.0,715661.0,0,149376,973582.0,492:55:00,01:00,00:00,07:25,174:50:00,676:10:00
aaron saenz garza,2016-2017,32,945468.88,865363.1059,14431.0,95417.65,77319.3,18098.35,0.0,0.0,3174159,32923.23531,110.64,120.882,77.249,95.496,94.382,27.948,12.43,13.223,16.164,13.068,80.85,2.658,51.338,79283.5251,7022.961,12407.196,1576.201,7435.528,28441.886,108545.0,715661.0,0,149376,973582.0,505:05:00,01:00,00:00,16:35,174:50:00,697:30:00
aaron saenz garza,2016-2017,33,981979.7,898633.2829,15197.25,99122.45,77319.3,21803.15,0.0,0.0,3307282,34457.7859,110.629,120.89,77.184,95.515,94.328,27.994,12.44,13.227,16.167,13.062,80.8,2.68,51.357,82524.1681,7366.891,12895.507,1634.955,7736.618,29633.971,108545.0,715661.0,0,149376,973582.0,525:20:00,01:00,00:00,23:20,174:50:00,724:30:00
aaron saenz garza,2016-2017,34,1006905.02,921405.2761,15898.25,101990.55,77319.3,24671.25,0.0,0.0,3481710,36263.3162,110.475,120.726,76.509,95.483,94.255,28.051,12.44,13.214,16.156,13.044,80.74,2.706,51.391,84677.4951,7644.1,13692.161,1678.285,8241.454,31256.0,108545.0,715661.0,0,149376,973582.0,541:00:00,01:00,00:00,23:20,174:50:00,740:10:00
adolfo lopez mateos,2016-2017,9,58178.0,56037.835,1113.258,2579.55,2579.55,0.0,0.0,0.0,0,1380.121,0.0,105.018,78.4,97.41,95.72,27.597,12.807,12.111,14.7,11.901,80.959,1.879,50.59,2140.165,301.674,747.258,164.858,308.017,1521.807,305767.0,535451.0,0,0,841218.0,47:27:00,12:44,00:00,00:10,03:45,64:07:00
adolfo lopez mateos,2016-2017,10,110959.0,106578.174,2008.314,7924.05,7924.05,0.0,0.0,0.0,0,3365.09,0.0,105.527,77.91,100.15,96.02,27.266,12.785,12.161,14.46,11.659,80.629,1.776,50.24,4380.826,537.447,1528.827,311.222,603.803,2981.299,305767.0,916997.0,0,0,1222764.0,67:32:00,16:19,00:00,00:10,03:45,87:47:00
adolfo lopez mateos,2016-2017,11,161789.0,155139.159,2921.976,13414.55,13414.55,0.0,0.0,0.0,0,5364.664,0.0,105.773,78.1,101.11,96.13,27.207,12.8,12.176,14.37,11.576,80.557,1.731,50.15,6649.841,761.975,2231.314,437.7,883.523,4314.512,305767.0,1238030.0,0,0,1543797.0,95:32:00,19:14,00:00,00:10,03:45,118:42:00
adolfo lopez mateos,2016-2017,12,204198.0,195632.631,3637.954,17573.35,17573.35,0.0,0.0,0.0,0,6830.52,0.0,105.688,78.44,101.76,96.17,27.204,12.812,12.162,14.28,11.494,80.49,1.713,50.12,8565.369,951.838,2713.52,573.413,1115.907,5354.678,305767.0,1598483.0,0,0,1904250.0,96:57:00,21:19,00:00,00:10,56:00:00,174:28:00
adolfo lopez mateos,2016-2017,13,250615.0,239850.622,4464.913,22109.15,22109.15,0.0,0.0,0.0,0,8476.007,0.0,105.686,78.41,102.48,96.2,27.21,12.82,12.155,14.187,11.411,80.433,1.698,50.12,10764.378,1158.055,3288.271,750.234,1379.09,6575.65,305767.0,1976142.0,0,0,2281909.0,100:52:00,22:59,00:00,00:10,89:30:00,213:32:00
adolfo lopez mateos,2016-2017,14,301194.0,288111.714,5302.715,27299.9,27299.9,0.0,0.0,0.0,0,9925.375,0.0,105.589,78.69,102.97,96.22,27.216,12.837,12.143,14.117,11.347,80.378,1.687,50.08,13082.286,1382.982,3825.077,922.07,1663.722,7793.851,305767.0,2231966.0,0,0,2537733.0,102:47:00,23:29,00:00,02:10,128:49:00,257:17:00
adolfo lopez mateos,2016-2017,15,356408.0,340700.928,6245.118,32749.9,32749.9,0.0,0.0,0.0,0,11384.0,0.0,105.554,78.98,103.32,96.22,27.24,12.859,12.135,14.065,11.302,80.355,1.684,50.04,15707.072,1634.916,4380.942,1106.633,1968.66,9091.151,305767.0,2437724.0,0,0,2743491.0,103:51:00,23:49,00:00,30:10:00,128:49:00,286:41:00
adolfo lopez mateos,2016-2017,16,413895.0,395563.404,7219.534,39133.2,39133.2,0.0,0.0,0.0,0,13145.351,0.0,105.604,79.3,103.54,96.14,27.294,12.871,12.14,14.031,11.273,80.344,1.715,50.05,18331.596,1937.295,4930.767,1300.216,2233.065,10401.343,305767.0,2662055.0,0,0,2967822.0,128:25:00,26:00:00,00:00,30:10:00,128:49:00,313:26:00
adolfo lopez mateos,2016-2017,17,479785.0,458347.506,8333.951,46412.4,46412.4,0.0,0.0,0.0,0,15136.66,0.0,105.883,80.08,103.66,96.1,27.318,12.87,12.166,14.036,11.278,80.351,1.738,50.06,21437.494,2277.708,5510.745,1426.631,2414.77,11629.854,305767.0,2770052.0,0,0,3075819.0,133:25:00,29:13:00,00:00,30:10:00,128:49:00,321:40:00
adolfo lopez mateos,2016-2017,18,540940.0,516610.819,9433.903,53618.7,53618.7,0.0,0.0,0.0,0,16911.636,0.0,106.875,81.07,104.04,96.13,27.275,12.853,12.27,14.098,11.336,80.409,1.743,50.04,24329.181,2572.357,5999.73,1510.322,2485.09,12567.499,305767.0,2855552.0,0,0,3161319.0,149:36:00,29:53:00,00:00,34:30:00,128:49:00,342:50:00
adolfo lopez mateos,2016-2017,19,605159.0,577792.423,10539.168,60728.45,60728.45,0.0,0.0,0.0,0,18703.403,0.0,108.064,81.94,103.96,96.15,27.223,12.831,12.387,14.218,11.457,80.581,1.751,50.01,27366.577,2885.037,6516.329,1585.419,2554.73,13541.515,305767.0,2936052.0,0,0,3241819.0,157:06:00,31:44:00,00:00,36:49:00,128:49:00,354:30:00
adolfo lopez mateos,2016-2017,20,667476.0,636859.016,11610.307,67711.65,67711.65,0.0,0.0,0.0,0,20307.608,0.0,109.109,82.48,104.01,96.16,27.209,12.811,12.488,14.309,11.545,80.683,1.763,50.04,30616.984,3202.179,7082.585,1660.526,2656.107,14601.397,305767.0,3093579.0,0,0,3399346.0,160:01:00,33:10:00,00:00,36:49:00,140:04:00,370:07:00
adolfo lopez mateos,2016-2017,21,731405.0,697332.48,12722.309,75082.0,75082.0,0.0,0.0,0.0,0,21976.954,0.0,109.985,82.92,104.03,96.17,27.199,12.799,12.57,14.387,11.621,80.774,1.768,50.06,34072.52,3517.466,7689.625,1738.244,2759.569,15704.904,305767.0,3152796.0,0,0,3458563.0,162:54:00,33:20:00,00:00,36:49:00,140:04:00,373:10:00
adolfo lopez mateos,2016-2017,22,794885.0,757210.707,13812.083,82208.8,82208.8,0.0,0.0,0.0,0,23755.588,0.0,110.692,83.16,103.96,96.18,27.205,12.795,12.633,14.456,11.688,80.852,1.772,50.08,37674.293,3831.29,8374.633,1816.523,2886.637,16909.083,305767.0,3249800.0,0,0,3555567.0,172:30:00,34:31:00,00:00,36:49:00,140:04:00,383:56:00
adolfo lopez mateos,2016-2017,23,860723.0,819336.433,14956.097,89833.15,89833.15,0.0,0.0,0.0,0,25642.807,0.0,111.322,83.41,103.91,96.19,27.219,12.796,12.69,14.518,11.748,80.92,1.775,50.09,41386.567,4158.88,9051.834,1888.102,3020.774,18119.59,305767.0,3342649.0,0,0,3648416.0,174:49:00,35:41:00,00:00,36:49:00,140:04:00,387:26:00
adolfo lopez mateos,2016-2017,24,918573.0,874119.889,16044.96,96710.0,96710.0,0.0,0.0,0.0,0,27409.18,0.0,111.799,83.64,103.85,96.2,27.249,12.802,12.736,14.569,11.797,80.973,1.777,50.12,44453.111,4447.664,9607.787,1948.19,3139.999,19143.64,305767.0,3517505.0,0,0,3823272.0,192:49:00,37:37:00,00:00,36:49:00,140:04:00,407:22:00
adolfo lopez mateos,2016-2017,25,981902.0,933941.074,17175.138,103663.45,103663.45,0.0,0.0,0.0,0,29351.354,0.0,112.262,83.77,103.85,96.2,27.29,12.811,12.78,14.613,11.839,81.017,1.778,50.15,47960.926,4765.257,10280.445,2034.319,3282.895,20362.916,305767.0,3774246.0,0,0,4080013.0,205:05:00,37:48:00,00:00,36:54:00,142:49:00,422:38:00
adolfo lopez mateos,2016-2017,26,1044817.0,993259.018,18301.23,110624.75,110624.75,0.0,0.0,0.0,0,31243.751,0.0,112.68,83.98,103.81,96.2,27.335,12.822,12.818,14.654,11.878,81.056,1.781,50.19,51557.982,5086.94,10823.826,2121.323,3423.128,21455.217,305767.0,3901015.0,0,0,4206782.0,215:56:00,37:58:00,00:00,36:54:00,142:49:00,433:40:00
adolfo lopez mateos,2016-2017,27,1103253.0,1048080.264,19372.313,117936.2,117936.2,0.0,0.0,0.0,0,32829.626,0.0,113.095,84.14,103.76,96.2,27.363,12.828,12.853,14.694,11.917,81.101,1.785,50.21,55172.736,5387.82,11370.936,2178.336,3553.607,22490.699,305767.0,3978732.0,0,0,4284499.0,234:15:00,40:13:00,00:00,36:54:00,142:49:00,454:13:00
adolfo lopez mateos,2016-2017,28,1140864.0,1083235.566,20160.187,122665.9,122665.9,0.0,0.0,0.0,0,34212.437,0.0,113.368,84.24,103.71,96.18,27.399,12.832,12.875,14.718,11.941,81.132,1.793,50.24,57628.434,5605.622,11700.656,2211.074,3638.68,23156.032,305767.0,4283857.0,0,0,4589624.0,285:15:00,40:18:00,00:00,36:54:00,142:49:00,505:18:00
adolfo lopez mateos,2016-2017,29,1157224.0,1097908.921,20481.846,124013.1,124013.1,0.0,0.0,0.0,0,34694.895,0.0,113.413,84.19,103.69,96.16,27.442,12.833,12.871,14.714,11.936,81.12,1.801,50.31,59315.079,5719.815,11912.655,2225.376,3687.57,23545.416,305767.0,5012104.0,0,0,5317871.0,386:55:00,40:18:00,00:00,36:54:00,142:49:00,606:58:00
adolfo lopez mateos,2016-2017,30,1202797.0,1140275.219,21356.499,128018.6,128018.6,0.0,0.0,0.0,0,36245.689,0.0,113.305,84.06,103.45,96.14,27.513,12.858,12.85,14.718,11.941,81.132,1.805,50.33,62521.781,5974.017,12526.019,2269.927,3868.722,24638.685,305767.0,5399707.0,0,0,5705474.0,422:04:00,41:17:00,00:00,36:54:00,147:45:00,648:01:00
adolfo lopez mateos,2016-2017,31,1262941.0,1195825.243,22492.273,135096.95,135096.95,0.0,0.0,0.0,0,38449.029,0.0,113.418,84.08,103.12,96.11,27.595,12.893,12.844,14.742,11.972,81.21,1.811,50.33,67115.757,6312.745,13143.055,2320.334,4054.256,25830.39,305767.0,5694503.0,0,0,6000270.0,438:34:00,41:53:00,00:00,36:54:00,147:45:00,665:08:00
adolfo lopez mateos,2016-2017,32,1323092.0,1251229.677,23635.099,141726.35,141726.35,0.0,0.0,0.0,0,40305.519,0.0,113.601,84.09,102.8,96.07,27.683,12.926,12.846,14.771,12.005,81.274,1.826,50.34,71862.323,6686.975,13764.313,2366.639,4219.239,27037.166,305767.0,5920944.0,0,0,6226711.0,448:18:00,44:52:00,00:00,37:24:00,147:45:00,678:21:00
adolfo lopez mateos,2016-2017,33,1385933.0,1309307.502,24953.796,148961.85,148961.85,0.0,0.0,0.0,0,42407.432,0.0,113.751,84.09,102.47,96.01,27.783,12.957,12.847,14.798,12.036,81.335,1.847,50.37,76625.498,7113.797,14429.004,2418.999,4361.652,28323.452,305767.0,6261343.0,0,0,6567110.0,456:03:00,46:02:00,00:00,37:24:00,147:45:00,687:15:00
adolfo lopez mateos,2016-2017,34,1432155.0,1351990.683,25977.794,153532.6,153532.6,0.0,0.0,0.0,0,43896.153,0.0,113.791,84.06,102.21,95.96,27.871,12.982,12.841,14.814,12.055,81.376,1.863,50.4,80164.317,7434.605,14960.006,2465.726,4457.28,29317.617,305767.0,6839001.0,0,0,7144768.0,497:58:00,47:13:00,00:00,37:29:00,147:45:00,730:26:00
adolfo lopez mateos,2016-2017,35,1484181.0,1399995.712,27053.986,158040.05,158040.05,0.0,0.0,0.0,0,45682.898,0.0,113.771,83.92,101.93,95.9,28.03,13.044,12.831,14.827,12.071,81.412,1.879,50.42,84185.288,7815.926,15667.035,2516.216,4615.702,30614.879,305767.0,7252514.0,0,0,7558281.0,510:07:00,47:57:00,00:00,51:09:00,147:45:00,757:00:00
adolfo lopez mateos,2016-2017,36,1518306.0,1431632.474,27823.1,161626.45,161626.45,0.0,0.0,0.0,0,46944.194,0.0,113.615,83.74,101.73,95.85,28.166,13.102,12.813,14.828,12.073,81.42,1.886,50.43,86673.526,8066.598,16278.956,2545.833,4740.47,31631.857,305767.0,7756199.0,0,0,8061966.0,520:31:00,47:57:00,00:00,57:44:00,208:04:00,834:18:00
adolfo lopez mateos,2016-2017,38,1595032.89,1502738.745,29353.82,168650.1,168650.1,0.0,0.0,0.0,0,52656.935,0.0,112.841,82.98,101.27,95.78,28.441,13.22,12.73,14.799,12.041,81.364,1.887,50.47,92294.145,8558.49,18263.944,2657.397,5083.173,34563.004,305767.0,9102593.0,112000,0,9520360.0,554:36:00,47:57:00,00:00,98:49:00,260:25:00,961:49:00
alianza popular,2016-2017,8,34015.0,33017.835,502.56,2179.55,0.0,2179.55,0.0,0.0,0,335.623,0.0,101.353,81.8325742,98.2390122,95.8855708,25.5152139,12.21,11.736,14.158,11.455,80.908,1.892,49.43,997.165,164.248,315.986,49.049,195.961,725.244,0.0,0.0,0,0,0.0,00:00,00:00,00:00,00:00,157:45:00,157:45:00
alianza popular,2016-2017,9,71485.0,69227.761,1015.62,5908.2,0.0,5908.2,0.0,0.0,0,1681.986,0.0,106.255,82.7472829,99.029167,95.9349718,24.9786669,12.096,12.115,14.174,11.736,82.804,1.972,48.86,2257.239,352.047,690.197,92.788,359.123,1494.155,0.0,0.0,0,0,0.0,00:15,00:00,00:00,05:00,188:05:00,193:20:00
alianza popular,2016-2017,10,114550.0,110208.559,1595.18,10622.95,0.0,10622.95,0.0,0.0,0,3144.742,0.0,109.582,83.1614391,98.8144915,95.879814,24.927979,12.26,12.353,14.314,11.986,83.735,2.042,48.06,4341.441,583.013,1163.673,141.126,494.874,2382.686,0.0,0.0,0,0,0.0,04:40,00:00,00:00,24:05:00,188:05:00,216:50:00
alianza popular,2016-2017,11,154085.0,148238.366,2172.56,15213.35,0.0,15213.35,0.0,0.0,0,4347.93,0.0,111.391,83.7634747,99.402278,95.9855079,25.1075705,12.362,12.523,14.348,12.093,84.282,2.002,48.06,5846.634,774.656,1564.831,175.077,618.521,3133.085,0.0,0.0,0,0,0.0,12:10,00:10,00:00,24:05:00,212:05:00,248:30:00
alianza popular,2016-2017,12,184655.0,177775.608,2663.97,18770.3,0.0,18770.3,0.0,0.0,0,5250.459,0.0,112.35,84.177496,99.4936503,96.0819716,25.098156,12.334,12.616,14.409,12.183,84.556,1.969,48.17,6879.392,912.742,1869.128,208.031,696.11,3686.011,0.0,0.0,0,0,0.0,21:55,00:20,00:00,24:05:00,268:20:00,314:40:00
alianza popular,2016-2017,13,233320.0,224715.714,3318.8,24142.45,0.0,24142.45,0.0,0.0,0,6826.88,0.0,113.285,84.5070726,99.8954226,96.2259442,24.9772844,12.344,12.713,14.451,12.246,84.741,1.921,47.94,8604.286,1119.425,2369.366,265.514,841.07,4595.375,0.0,0.0,0,0,0.0,27:05:00,00:20,00:00,24:05:00,268:20:00,319:50:00
alianza popular,2016-2017,14,274390.0,264248.191,3924.76,28905.0,0.0,28905.0,0.0,0.0,0,8041.016,0.0,113.829,84.7568319,100.1497868,96.2683901,24.94588,12.374,12.771,14.476,12.276,84.803,1.91,47.77,10141.809,1307.605,2770.525,308.971,954.315,5341.416,0.0,0.0,0,0,0.0,31:35:00,00:50,00:00,24:15:00,292:20:00,349:00:00
alianza popular,2016-2017,15,315600.0,303652.645,4587.88,33418.55,0.0,33418.55,0.0,0.0,0,9136.139,0.0,113.956,84.8856933,100.5057034,96.3439344,24.7762991,12.345,12.77,14.433,12.241,84.814,1.884,47.57,11947.355,1473.503,3184.1,354.958,1078.963,6091.524,0.0,0.0,0,0,0.0,32:30:00,00:50,00:00,26:40:00,316:45:00,376:45:00
alianza popular,2016-2017,16,364290.0,350313.276,5338.41,39031.65,0.0,39031.65,0.0,0.0,0,10519.392,0.0,114.636,85.0855617,100.4007796,96.2728859,24.7591205,12.304,12.823,14.469,12.296,84.981,1.93,47.66,13976.724,1741.053,3621.569,400.659,1203.738,6967.019,0.0,0.0,0,0,0.0,36:30:00,01:05,00:00,26:40:00,316:45:00,381:00:00
alianza popular,2016-2017,17,409590.0,393907.192,6018.86,44376.05,0.0,44376.05,0.0,0.0,0,11873.889,0.0,115.252,85.3185689,100.1091335,96.2517297,24.7916209,12.334,12.887,14.562,12.39,85.087,1.948,47.59,15682.808,1978.429,4001.545,444.38,1324.879,7749.233,0.0,0.0,0,0,0.0,53:05:00,01:45,00:00,26:40:00,316:45:00,398:15:00
