ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,azucar_pol_menor_99_2,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total,pol_porcentaje_fibra,cana_cosechada_mecanicamente,cana_quemada,kg_vapor_kg_cana,energia_electrica_ton_cana,rendimiento_campo,rendimiento_fabrica
adolfo lopez mateos,2024-2025,10,43319.0,41364.333,778.14,3417.33,0.0,0.0,0.0,0.0,3417.33,0,822.799,0.0,93.515,77.607,91.54,95.352,30.981,14.222,10.957,14.477,11.414,78.838,1.644,51.55,1954.667,220.609,664.425,48.253,129.612,1062.899,0.0,0.0,0.0,0,0.0,05:30,01:20,00:00,00:00,00:00,06:50,77.043,0.0,100.0,0.44,896971.0,55.66993,7.8887
adolfo lopez mateos,2024-2025,11,122945.0,117336.782,2098.755,10226.46,0.0,0.0,0.0,0.0,10226.46,0,3176.603,0.0,93.927,79.201,95.085,95.515,30.093,14.013,11.029,14.154,11.078,78.269,1.644,50.772,5608.218,608.163,1596.545,139.14,476.352,2820.2,0.0,0.0,0.0,0,0.0,09:00,03:55,00:00,00:00,00:00,12:55,78.705,0.0,100.0,0.466,2644510.0,58.579967,8.3179
adolfo lopez mateos,2024-2025,12,185717.0,177082.151,3119.722,15462.84,0.0,2234.45,0.0,0.0,13228.39,0,5708.408,0.0,93.79,79.351,95.399,95.591,29.64,13.938,11.019,14.155,11.041,77.998,1.639,50.339,8635.145,902.328,2411.101,217.249,694.924,4225.602,0.0,0.0,0.0,0,0.0,27:40:00,07:35,00:00,02:10,13:35,51:00:00,79.057,0.0,100.0,0.501,3791474.0,59.529983,8.326
adolfo lopez mateos,2024-2025,13,250525.0,238766.549,4197.806,21412.19,0.0,8183.8,0.0,0.0,13228.39,0,8186.066,0.0,93.66,78.959,95.159,95.597,29.831,14.165,11.02,14.202,11.071,77.952,1.626,49.924,11758.747,1215.473,3365.824,322.043,905.51,5808.85,0.0,0.0,0.0,0,0.0,30:55:00,09:50,00:00,08:55,20:50,70:30:00,77.797,0.0,100.0,0.523,5586610.0,59.679985,8.5469
adolfo lopez mateos,2024-2025,14,286102.0,272723.786,4754.105,24610.89,0.0,11382.5,0.0,0.0,13228.39,0,9601.727,0.0,93.563,79.176,95.148,95.575,29.823,14.206,11.021,14.217,11.07,77.864,1.635,49.758,13378.51,1395.178,3788.008,370.713,1012.138,6566.037,0.0,0.0,0.0,0,0.0,32:10:00,10:00,00:00,48:35:00,64:50:00,155:35:00,77.58,0.0,100.0,0.534,6523851.0,60.179991,8.6021
adolfo lopez mateos,2024-2025,15,338232.0,322514.389,5571.274,28856.49,0.0,15628.1,0.0,0.0,13228.39,0,12407.925,0.0,93.337,78.2,95.121,95.593,29.948,14.328,11.027,14.276,11.081,77.623,1.623,49.544,15717.907,1643.639,4807.786,441.072,1238.092,8130.589,0.0,0.0,0.0,0,0.0,33:30:00,18:45,00:00,48:35:00,103:00:00,203:50:00,76.961,0.0,100.0,0.545,8195702.0,60.709992,8.5315
adolfo lopez mateos,2024-2025,16,402874.0,384046.388,6613.166,33669.04,0.0,18906.55,1534.1,0.0,13228.39,0,14178.753,0.0,93.753,78.585,95.569,95.631,30.047,14.426,11.076,14.268,11.083,77.681,1.611,49.376,18827.908,1949.791,5637.965,546.204,1422.038,9555.998,0.0,0.0,0.0,0,0.0,41:20:00,30:50:00,00:00,51:20:00,103:00:00,226:30:00,76.778,0.0,100.0,0.551,9466090.0,60.919989,8.3572
adolfo lopez mateos,2024-2025,17,459429.0,437929.046,7539.04,39131.19,4016.5,18906.55,2979.75,0.0,13228.39,0,16080.565,0.0,94.126,78.854,95.401,95.628,30.17,14.519,11.118,14.327,11.144,77.785,1.611,49.257,21500.25,2233.323,6377.644,622.773,1567.4,10801.14,0.0,0.0,0.0,0,0.0,41:50:00,31:15:00,00:00,54:25:00,140:15:00,267:45:00,76.576,0.0,100.0,0.557,10687671.0,60.939987,8.5173
adolfo lopez mateos,2024-2025,18,524229.0,499618.754,8673.546,44827.19,9712.5,18906.55,2979.75,0.0,13228.39,0,18332.862,0.0,94.686,79.099,95.357,95.638,30.231,14.582,11.174,14.378,11.207,77.946,1.612,49.151,24610.542,2555.337,7259.317,707.113,1721.936,12243.703,0.0,0.0,0.0,0,0.0,47:35:00,33:55:00,00:00,69:50:00,141:10:00,292:30:00,76.629,0.0,100.0,0.562,12580582.0,60.439986,8.551
adolfo lopez mateos,2024-2025,19,570883.0,544109.575,9442.327,48928.79,13814.1,18906.55,2979.75,0.0,13228.39,0,20122.073,0.0,94.628,78.873,95.375,95.648,30.363,14.672,11.182,14.403,11.214,77.861,1.603,49.066,26773.721,2778.371,8076.089,765.172,1867.095,13486.727,0.0,0.0,0.0,0,0.0,55:40:00,35:25:00,00:00,71:35:00,192:00:00,354:40:00,76.213,0.0,100.0,0.565,13691712.0,60.45999,8.5707
adolfo lopez mateos,2024-2025,20,623045.0,593722.466,10347.867,53634.64,18453.25,18906.55,3046.45,0.0,13228.39,0,22131.382,0.0,95.176,78.756,95.546,95.647,30.444,14.712,11.238,14.426,11.25,77.981,1.607,49.05,29322.83,3047.94,8924.557,832.601,2069.292,14874.39,0.0,0.0,0.0,0,0.0,80:45:00,37:00:00,00:00,91:10:00,192:00:00,400:55:00,76.387,0.0,100.0,0.569,14950228.0,60.209993,8.6084
adolfo lopez mateos,2024-2025,21,674202.0,642505.563,11199.37,58776.874,23595.484,18906.55,3046.45,0.0,13228.39,0,24170.661,0.0,95.489,78.891,95.562,95.664,30.506,14.759,11.272,14.455,11.284,78.068,1.602,48.992,31696.733,3295.471,9651.086,903.822,2191.684,16042.063,0.0,0.0,0.0,0,0.0,89:35:00,38:00:00,00:00,91:10:00,225:50:00,444:35:00,76.374,0.0,100.0,0.572,16152130.0,60.199993,8.7179
adolfo lopez mateos,2024-2025,22,732628.0,698137.088,12167.88,64332.524,29151.134,18906.55,3046.45,0.0,13228.39,0,26219.095,0.0,95.822,79.088,95.613,95.681,30.666,14.852,11.311,14.484,11.319,78.153,1.593,48.938,34491.208,3578.836,10449.293,993.53,2308.232,17329.891,0.0,0.0,0.0,0,0.0,106:30:00,38:15:00,00:00,91:55:00,236:20:00,473:00:00,76.158,0.0,100.0,0.574,17385714.0,60.209995,8.781
adolfo lopez mateos,2024-2025,23,792152.0,754859.29,13228.992,70556.074,35374.684,18906.55,3046.45,0.0,13228.39,0,28358.44,0.0,96.37,79.563,95.942,95.722,30.762,14.917,11.372,14.497,11.346,78.261,1.581,48.886,37293.006,3853.664,11090.951,1066.796,2398.502,18409.913,0.0,0.0,0.0,0,0.0,116:55:00,39:05:00,00:00,104:50:00,236:20:00,497:09:00,76.235,0.0,100.0,0.577,18671283.0,59.879996,8.9068
adolfo lopez mateos,2024-2025,24,839207.0,799638.037,14092.478,75347.074,40165.684,18906.55,3046.45,0.0,13228.39,0,30407.288,0.0,96.994,79.808,96.111,95.74,30.808,14.954,11.439,14.541,11.395,78.366,1.582,48.832,39569.259,4089.14,11702.926,1113.158,2478.614,19383.838,0.0,0.0,0.0,0,0.0,166:45:00,39:10:00,00:00,112:55:00,236:20:00,555:09:00,76.495,0.0,100.0,0.579,19821217.0,59.549995,8.9783
adolfo lopez mateos,2024-2025,25,898486.0,856065.549,15164.322,81332.074,46150.684,18906.55,3046.45,0.0,13228.39,0,32829.412,0.0,97.852,79.951,96.356,95.767,30.829,14.984,11.532,14.604,11.462,78.484,1.583,48.753,42420.747,4385.629,12584.812,1184.277,2619.128,20773.846,0.0,0.0,0.0,0,0.0,178:05:00,39:30:00,00:00,121:35:00,236:20:00,575:29:00,76.962,0.0,100.0,0.582,21099848.0,59.249994,9.0521
adolfo lopez mateos,2024-2025,26,942634.0,898024.547,16003.974,86226.974,47229.184,22138.6,3630.8,0.0,13228.39,0,34768.872,0.0,98.287,80.12,96.373,95.773,30.889,15.025,11.582,14.658,11.51,78.524,1.585,48.711,44609.749,4615.36,13148.245,1235.427,2705.533,21704.565,0.0,0.0,0.0,0,0.0,201:35:00,66:45:00,00:00,132:35:00,236:20:00,637:14:00,77.085,0.0,100.0,0.586,22222112.0,58.899995,9.1474
adolfo lopez mateos,2024-2025,27,995447.0,948382.224,16958.212,92390.924,47229.184,28302.55,3630.8,0.0,13228.39,0,37148.42,0.0,99.064,80.193,96.489,95.775,30.971,15.079,11.67,14.732,11.583,78.626,1.592,48.66,47065.072,4908.46,13967.054,1311.72,2822.323,23009.557,0.0,0.0,0.0,0,0.0,212:10:00,72:10:00,00:00,153:45:00,236:20:00,674:24:00,77.392,0.0,100.0,0.587,23442371.0,58.699997,9.2813
adolfo lopez mateos,2024-2025,28,1048957.0,999310.705,17986.232,99403.714,47229.184,28302.55,3630.8,0.0,20241.18,0,39140.06,0.0,99.659,80.451,96.484,95.78,31.057,15.136,11.74,14.813,11.654,78.677,1.595,48.601,49646.591,5196.822,14511.657,1380.693,2985.362,24074.534,0.0,0.0,0.0,0,0.0,212:55:00,97:30:00,00:00,153:45:00,236:20:00,700:29:00,77.563,0.0,100.0,0.588,24509753.0,58.319997,9.4764
adolfo lopez mateos,2024-2025,29,1100564.0,1048567.123,19107.015,105371.244,47229.184,28302.55,3630.8,0.0,26208.71,0,41460.287,0.0,100.505,80.632,96.486,95.777,31.134,15.191,11.835,14.909,11.748,78.798,1.605,48.531,51997.173,5500.221,15058.118,1449.927,3217.949,25226.215,0.0,0.0,0.0,0,0.0,223:55:00,97:30:00,00:00,163:20:00,236:20:00,721:04:00,77.908,0.0,100.0,0.591,25602714.0,57.599996,9.5742
adolfo lopez mateos,2024-2025,30,1145257.0,1091099.534,20302.377,109278.374,47229.184,28302.55,5524.5,0.0,28222.14,0,43600.317,0.0,101.258,80.777,96.551,95.784,31.189,15.233,11.918,14.985,11.823,78.901,1.611,48.478,54157.762,5754.338,15548.608,1509.12,3425.351,26237.417,0.0,0.0,0.0,0,0.0,239:50:00,101:35:00,00:00,179:15:00,236:20:00,756:59:00,78.238,0.0,100.0,0.594,26737115.0,56.409995,9.5418
adolfo lopez mateos,2024-2025,31,1194028.0,1137636.37,21367.718,115651.864,47229.184,28302.55,9577.25,0.0,30542.88,0,46414.935,0.0,102.033,80.902,96.66,95.796,31.238,15.268,12.006,15.065,11.898,78.982,1.616,48.43,56391.926,6026.664,16168.451,1564.359,3617.441,27376.915,0.0,0.0,0.0,0,0.0,247:15:00,104:20:00,00:00,189:20:00,236:20:00,777:14:00,78.635,0.0,100.0,0.598,27948610.0,55.879996,9.6858
adolfo lopez mateos,2024-2025,32,1232014.0,0.0,22621.41,120895.64,47229.184,28302.55,9577.25,0.0,35786.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,00:00,00:00,00:00,00:00,00:00,00:00,0.0,0.0,0.0,0.0,0.0,54.462299,9.8128
adolfo lopez mateos,2024-2025,33,1237440.57,1179180.267,22800.51,121644.751,47229.184,28302.55,9577.25,0.0,36535.767,0,49783.027,0.0,102.662,80.642,96.747,95.792,31.323,15.311,12.082,15.138,11.963,79.025,1.623,48.416,58260.599,6291.894,17047.113,1617.258,3986.128,28942.393,0.0,0.0,0.0,0,0.0,255:05:00,104:30:00,00:00,237:20:00,236:20:00,833:14:00,78.911,0.0,100.0,0.605,29296760.0,54.272495,9.8303
alianza popular,2024-2025,15,7500.0,7190.025,278.58,495.0,0.0,495.0,0.0,0.0,0.0,0,185.284,0.0,121.168,72.193,94.41,94.56,27.339,11.491,13.628,16.5,13.65,82.727,2.71,54.12,309.975,55.566,127.228,11.422,90.0,284.216,0.0,0.0,0.0,0,0.0,00:00,00:00,00:00,00:00,00:00,00:00,118.599,54.38,45.62,0.412,178550.0,26.922248,6.6
alianza popular,2024-2025,16,70575.0,67418.737,903.31,6725.925,0.0,6725.925,0.0,0.0,0.0,0,1659.866,0.0,119.866,78.686,96.81,95.48,27.954,11.905,13.436,15.941,13.252,83.132,2.173,54.123,3156.263,428.796,1040.663,71.514,480.127,2021.1,0.0,0.0,0.0,0,0.0,00:00,00:00,00:00,00:00,00:00,00:00,112.796,20.53,79.38,0.401,1454361.0,78.129324,9.5301
alianza popular,2024-2025,17,116095.0,110608.902,1574.59,11988.0,0.0,11988.0,0.0,0.0,0.0,0,2757.566,0.0,120.406,80.356,98.62,95.74,27.641,11.848,13.432,15.633,13.039,83.407,2.07,53.949,5486.098,664.266,1594.604,103.989,700.357,3063.216,0.0,0.0,0.0,0,0.0,08:30,04:20,00:00,00:00,09:25,22:15,113.303,24.07,75.87,0.449,2401736.2,73.730304,10.326
alianza popular,2024-2025,18,166860.0,159025.952,2393.58,17502.35,0.0,17502.35,0.0,0.0,0.0,0,4362.553,0.0,120.617,81.199,99.62,95.87,27.419,11.888,13.449,15.485,12.942,83.578,2.026,53.505,7834.048,927.144,2208.968,141.419,941.493,4219.024,0.0,0.0,0.0,0,0.0,10:35,10:40,00:00,00:00,09:25,30:40:00,113.071,23.71,76.26,0.46,3378510.0,69.711478,10.4892
alianza popular,2024-2025,19,216045.0,206003.463,3238.5,23247.275,0.0,23247.275,0.0,0.0,0.0,0,6214.742,0.0,120.932,82.006,100.38,95.86,27.48,11.986,13.49,15.392,12.882,83.693,2.034,53.248,10041.537,1207.658,2740.595,178.104,1117.968,5244.325,0.0,0.0,0.0,0,0.0,21:05,10:50,00:00,00:30,09:25,41:50:00,112.513,23.07,76.9,0.467,4329685.2,66.71144,10.7603
alianza popular,2024-2025,20,269675.0,257136.239,4258.33,29573.55,0.0,29573.55,0.0,0.0,0.0,0,8203.301,0.0,121.233,82.634,100.25,95.82,27.561,12.014,13.518,15.422,12.922,83.789,2.048,53.262,12538.761,1522.087,3310.291,219.746,1278.858,6330.982,0.0,0.0,0.0,0,0.0,30:40:00,11:30,00:00,00:40,09:25,52:15:00,112.492,22.96,77.02,0.467,5345790.2,63.328816,10.9663
alianza popular,2024-2025,21,312200.0,297577.365,5071.4,34407.825,0.0,34407.825,0.0,0.0,0.0,0,9740.495,0.0,121.55,82.862,100.55,95.89,27.485,11.976,13.542,15.406,12.915,83.831,2.026,53.318,14622.635,1738.27,3786.245,258.169,1463.075,7245.759,0.0,0.0,0.0,0,0.0,52:45:00,11:45,00:00,12:40,09:25,86:35:00,113.05,23.08,76.91,0.475,6283184.2,61.56091,11.021
alianza popular,2024-2025,22,365955.0,348580.603,5959.11,40588.0,0.0,40588.0,0.0,0.0,0.0,0,11545.44,0.0,121.733,83.081,100.57,95.91,27.622,12.015,13.565,15.45,12.936,83.728,2.009,53.429,17374.397,2030.745,4400.258,299.674,1668.421,8399.098,0.0,0.0,0.0,0,0.0,55:30:00,15:25,00:00,09:10,14:25,94:30:00,112.874,22.98,77.01,0.473,7352083.2,61.411016,11.0909
alianza popular,2024-2025,23,415945.0,396176.353,6895.17,46735.825,0.0,46735.825,0.0,0.0,0.0,0,13640.498,0.0,122.533,83.274,100.73,95.91,27.717,12.05,13.657,15.531,13.003,83.723,2.017,53.443,19768.647,2325.349,5004.849,330.237,1840.888,9501.323,0.0,0.0,0.0,0,0.0,63:55:00,15:51,00:00,14:10,14:25,108:21:00,113.307,22.5,77.49,0.475,8372906.2,60.32411,11.236
alianza popular,2024-2025,24,462585.0,440468.7,7754.91,52532.7,0.0,52532.7,0.0,0.0,0.0,0,15570.119,0.0,123.377,83.496,100.88,95.88,27.771,12.066,13.751,15.617,13.07,83.691,2.038,53.441,22116.3,2617.959,5536.889,352.748,1991.069,10498.665,0.0,0.0,0.0,0,0.0,67:15:00,16:21,00:00,31:20:00,14:25,129:21:00,113.952,22.54,77.45,0.48,9385185.2,59.650595,11.3563
alianza popular,2024-2025,25,500235.0,476147.828,8501.41,57058.875,0.0,57058.875,0.0,0.0,0.0,0,17035.083,0.0,123.946,83.55,101.05,95.87,27.811,12.087,13.819,15.681,13.11,83.604,2.055,53.401,24087.172,2858.311,6036.123,367.487,2109.29,11371.211,0.0,0.0,0.0,0,0.0,101:00:00,16:20,00:00,45:20:00,14:25,177:05:00,114.313,22.66,77.33,0.485,10240386.8,58.841415,11.4064
alianza popular,2024-2025,26,548850.0,522322.961,9476.37,63141.3,0.0,63141.3,0.0,0.0,0.0,0,19033.3,0.0,124.581,83.464,101.44,95.83,27.837,12.094,13.898,15.728,13.131,83.488,2.08,53.384,26527.039,3177.83,6770.539,389.982,2275.596,12613.947,0.0,0.0,0.0,0,0.0,107:10:00,18:15,00:00,45:20:00,14:25,185:10:00,114.905,22.6,77.39,0.487,11262035.8,57.917746,11.5042
alianza popular,2024-2025,27,591740.0,562905.081,10531.85,68700.35,0.0,68700.35,0.0,0.0,0.0,0,20794.306,0.0,125.411,83.45,101.79,95.82,27.882,12.116,13.99,15.781,13.169,83.448,2.098,53.348,28834.919,3461.516,7371.85,406.564,2460.66,13700.59,0.0,0.0,0.0,0,0.0,109:10:00,18:40,00:00,70:45:00,14:25,213:00:00,115.456,22.82,77.17,0.491,12229443.8,56.18576,11.6098
alianza popular,2024-2025,28,641340.0,610262.766,11773.53,75000.725,0.0,75000.725,0.0,0.0,0.0,0,22950.502,0.0,126.129,83.483,102.13,95.81,27.906,12.129,14.081,15.842,13.21,83.386,2.114,53.316,31077.234,3783.724,8046.922,423.505,2661.564,14915.715,0.0,0.0,0.0,0,0.0,110:25:00,19:15,00:00,77:25:00,14:25,221:30:00,116.083,22.69,77.3,0.493,13237093.8,54.473042,11.6943
alianza popular,2024-2025,29,689155.0,655961.109,12920.12,80920.525,0.0,80920.525,0.0,0.0,0.0,0,25024.531,0.0,126.751,83.43,102.24,95.77,27.995,12.159,14.162,15.919,13.266,83.334,2.142,53.304,33193.891,4132.794,8670.274,445.687,2923.717,16172.472,0.0,0.0,0.0,0,0.0,122:40:00,19:55,00:00,77:25:00,14:25,234:25:00,116.462,22.58,77.41,0.494,14201944.8,53.339674,11.7419
alianza popular,2024-2025,30,730290.0,695242.352,14470.72,86164.15,0.0,86164.15,0.0,0.0,0.0,0,26977.24,0.0,127.259,83.368,102.44,95.76,28.026,12.171,14.228,15.971,13.3,83.276,2.154,53.291,35047.648,4409.316,9240.933,464.126,3167.852,17282.227,0.0,0.0,0.0,0,0.0,145:25:00,20:45,00:00,88:35:00,14:25,269:10:00,116.889,22.55,77.44,0.498,15152584.8,50.466735,11.7986
alianza popular,2024-2025,31,777955.0,740790.085,15600.8,92183.625,0.0,92183.625,0.0,0.0,0.0,0,29158.675,0.0,127.845,83.213,102.63,95.73,28.12,12.208,14.306,16.037,13.345,83.214,2.173,53.277,37164.915,4754.699,9978.887,486.632,3463.453,18683.671,0.0,0.0,0.0,0,0.0,154:25:00,21:00,00:00,88:35:00,14:25,278:25:00,117.179,22.44,77.55,0.5,16170392.6,49.866353,11.8494
alianza popular,2024-2025,32,819200.0,780144.796,16598.26,97424.2,0.0,97424.2,0.0,0.0,0.0,0,31315.825,0.0,128.074,83.155,102.81,95.7,28.224,12.245,14.346,16.069,13.354,83.104,2.184,53.288,39055.204,5050.591,10524.128,504.715,3717.112,19796.546,0.0,0.0,0.0,0,0.0,158:20:00,22:10,00:00,108:55:00,14:25,303:50:00,117.143,22.42,77.57,0.503,17121619.8,49.35457,11.8926
alianza popular,2024-2025,33,849815.0,809617.909,17597.33,101193.45,0.0,101193.45,0.0,0.0,0.0,0,32853.889,0.0,128.356,82.988,102.83,95.67,28.376,12.304,14.397,16.136,13.396,83.019,2.195,53.296,40197.091,5293.016,11072.207,517.659,3931.417,20814.299,0.0,0.0,0.0,0,0.0,201:15:00,22:10,00:00,128:25:00,14:25,366:15:00,117.007,22.01,77.98,0.544,17924268.0,48.292269,11.9077
alianza popular,2024-2025,34,888615.0,847075.4,19040.81,106021.15,0.0,106021.15,0.0,0.0,0.0,0,35062.511,0.0,128.664,82.715,102.81,95.63,28.574,12.383,14.46,16.228,13.45,82.881,2.213,53.292,41539.6,5620.318,11837.171,537.388,4215.922,22210.799,0.0,0.0,0.0,0,0.0,208:40:00,24:35:00,00:00,151:05:00,14:25,398:45:00,116.768,21.35,78.64,0.546,18887445.2,46.66897,11.931
alianza popular,2024-2025,35,903067.584,861100.576,19211.48,108270.825,0.0,108270.825,0.0,0.0,0.0,0,36831.175,0.0,128.779,82.3626946,102.83,95.6,28.659,12.414,14.4863274,16.264,13.469,82.815,2.222,53.297,41967.008,5751.736,11892.408,546.193,4883.02,23073.357,0.0,0.0,0.0,0,0.0,217:45:00,24:35:00,00:00,159:40:00,37:05:00,439:05:00,116.682,21.01,78.98,0.553,19481001.8,47.006663,11.9892
atencingo,2024-2025,9,46132.22,45440.234,361.615,3504.5,0.0,3504.5,0.0,0.0,0.0,0,1079.430707,113.669,115.4000069,79.648431,96.879812,96.488736,25.409191,12.270263,13.260828,15.637545,13.207298,84.4588968,1.832497,49.301572,691.986,214.802105,767.645071,27.887,234.676007,1245.010183,0.0,0.0,0.0,0,0.0,05:35,02:05,00:00,00:05,00:00,07:45,108.0728913,0.0,100.0,0.501604,878600.0,127.57275,7.5966
atencingo,2024-2025,10,115300.12,113570.642,947.767,11515.0,0.0,11515.0,0.0,0.0,0.0,0,4051.676589,116.974,118.7553051,82.109547,97.1074982,96.712981,25.247661,12.203522,13.638679,16.078912,13.58327,84.4787881,1.775633,49.319217,1729.478,516.897256,1679.638757,66.698,550.113719,2813.347732,0.0,0.0,0.0,0,0.0,05:45,03:35,00:00,00:10,00:00,09:30,111.7601869,0.0,100.0,0.474427,2149600.0,121.654499,9.9869
atencingo,2024-2025,11,181034.9,178319.396,1503.834,19230.5,0.0,19230.5,0.0,0.0,0.0,0,6919.604825,117.736,119.5289209,82.776008,97.1011827,96.707676,25.696253,12.560825,13.759153,16.218349,13.703394,84.4931503,1.762887,48.774178,2715.504,820.080694,2550.054216,108.788,811.378845,4290.301755,0.0,0.0,0.0,0,0.0,06:45,03:40,00:00,08:55,00:00,19:20,109.5402014,0.0,100.0,0.469377,3384600.0,120.382236,10.6225
atencingo,2024-2025,12,252650.1,248860.387,2100.273,27885.5,0.0,27885.5,0.0,0.0,0.0,0,10053.03659,118.058,119.855819,83.026961,96.7940575,96.681012,26.227142,12.922739,13.832785,16.357552,13.816629,84.4663615,1.750509,48.391315,3789.713,1159.93801,3617.637473,159.413,994.841397,5931.82988,0.0,0.0,0.0,0,0.0,08:45,03:45,00:00,09:00,00:00,21:30,107.0422068,0.0,100.0,0.464127,4684600.0,120.293933,11.0372
atencingo,2024-2025,13,319961.78,315162.425,2663.537,35826.0,0.0,35826.0,0.0,0.0,0.0,0,13067.39541,118.316,120.1177392,82.986055,96.5811448,96.67816,26.499174,13.078209,13.884372,16.469896,13.898319,84.3861977,1.740494,48.312967,4799.355,1475.716738,4676.961435,203.574,1202.138898,7558.391071,0.0,0.0,0.0,0,0.0,09:40,03:45,10:10,10:20,00:00,33:55:00,106.1641697,0.0,100.0,0.463868,5912799.0,120.126651,11.1969
atencingo,2024-2025,14,386292.85,380498.538,3270.799,43903.0,0.0,43903.0,0.0,0.0,0.0,0,16096.44953,118.839,120.6487054,83.087932,96.4244024,96.68908,26.753261,13.225438,13.959543,16.587099,13.99786,84.3900431,1.7276,48.249494,5794.312,1785.404044,5709.70161,248.412,1376.266722,9119.784376,0.0,0.0,0.0,0,0.0,09:55,03:50,24:45:00,11:20,00:00,49:50:00,105.5507046,0.0,100.0,0.465145,7138599.0,118.103512,11.3652
atencingo,2024-2025,15,456703.07,449852.618,3967.034,52595.5,0.0,52595.5,0.0,0.0,0.0,0,18973.77541,119.287,121.103528,83.277388,96.3011087,96.696653,27.024304,13.353388,14.023741,16.684545,14.081342,84.3975188,1.714208,48.288111,6850.452,2115.690079,6739.282274,291.331,1564.004269,10710.30762,0.0,0.0,0.0,0,0.0,12:35,04:20,24:45:00,11:20,02:40,55:40:00,105.0200968,0.0,100.0,0.464365,8433099.0,115.124566,11.5163
atencingo,2024-2025,16,515601.5,507867.582,4590.842,60131.5,0.0,60131.5,0.0,0.0,0.0,0,21615.28718,119.597,121.4182491,83.502921,96.1594557,96.697067,27.264655,13.445455,14.066117,16.752539,14.144759,84.4335238,1.704017,48.394317,7733.918,2395.455828,7622.792183,328.8131,1617.463984,11964.5251,0.0,0.0,0.0,0,0.0,15:00,04:20,24:45:00,11:20,31:40:00,87:05:00,104.6161472,0.0,100.0,0.464212,9524299.0,112.310878,11.6623
atencingo,2024-2025,17,587263.24,578454.401,5370.091,69399.0,0.0,69399.0,0.0,0.0,0.0,0,24633.686,120.291,122.1228195,83.810785,96.1107135,96.626854,27.50305,13.535056,14.144562,16.814487,14.220522,84.5730351,1.734777,48.456383,8808.839,2801.930914,8613.378113,370.2789,1662.115021,13447.70295,0.0,0.0,0.0,0,0.0,16:00,04:20,24:45:00,15:35,31:40:00,92:20:00,104.5031657,0.0,100.0,0.46386,10867399.0,109.358154,11.8173
atencingo,2024-2025,18,657010.56,647155.509,6042.166,78358.0,0.0,78358.0,0.0,0.0,0.0,0,27316.47847,120.877,122.7177461,84.093837,96.1571984,96.651992,27.635698,13.609272,14.212824,16.873522,14.285959,84.6649502,1.721854,48.434328,9855.051,3126.361739,9610.540702,412.106,1704.127841,14853.13628,0.0,0.0,0.0,0,0.0,25:55:00,04:20,24:45:00,15:35,31:40:00,102:15:00,104.4348588,0.0,100.0,0.463635,12159199.0,108.737588,11.9264
atencingo,2024-2025,19,729377.75,718437.227,6764.469,87813.0,0.0,87813.0,0.0,0.0,0.0,0,30135.02283,121.481,123.3309399,84.399193,96.211115,96.671003,27.741782,13.654296,14.281742,16.933951,14.350008,84.7410507,1.713801,48.463914,10940.523,3467.744945,10569.37066,453.6588,1760.250389,16251.0248,0.0,0.0,0.0,0,0.0,29:25:00,04:20,24:45:00,15:35,31:40:00,105:45:00,104.5952278,0.0,100.0,0.462116,13532099.0,107.824834,12.0394
atencingo,2024-2025,20,800580.67,788572.145,7493.123,97072.0,0.0,97072.0,0.0,0.0,0.0,0,32909.56306,122.178,124.0385496,84.617179,96.2923744,96.702655,27.81504,13.691941,14.360106,17.001025,14.421291,84.826009,1.702325,48.469888,12008.525,3790.767726,11591.45769,497.88,1804.636796,17684.74221,0.0,0.0,0.0,0,0.0,32:55:00,04:20,24:45:00,16:10,31:40:00,109:50:00,104.8799874,0.0,100.0,0.459784,14913599.0,106.842056,12.1251
atencingo,2024-2025,21,866545.35,853547.36,8158.039,105807.5,0.0,105807.5,0.0,0.0,0.0,0,35704.11635,122.746,124.6152007,84.81013,96.3148191,96.736103,27.866362,13.725691,14.424766,17.066585,14.487861,84.8902168,1.689527,48.457115,12997.99,4079.778597,12484.8575,543.5824,1878.685255,18986.90375,0.0,0.0,0.0,0,0.0,41:25:00,04:20,24:45:00,16:15,37:10:00,123:55:00,105.0931862,0.0,100.0,0.458822,16159199.0,106.219809,12.2102
