ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total,pol_porcentaje_fibra,cana_cosechada_mecanicamente,cana_quemada,kg_vapor_kg_cana,energia_electrica_ton_cana,rendimiento_campo,rendimiento_fabrica
adolfo lopez mateos,2020-2021,19,597440.0,568040.82,8707.782,50352.75,50352.75,0.0,0.0,0.0,0.0,21643.244,0.0,95.95,76.707,92.103,94.624,33.481,15.223,11.239,14.564,11.546,79.282,1.805,51.639,29399.18,3609.694,8273.765,2008.476,1748.276,15640.211,0,0.0,0,0,0.0,165.1,100.45,0.0,62.45,100.2,428.59,73.829,0.0,100.0,0.563,13891272.0,68.609894,8.428
adolfo lopez mateos,2020-2021,20,662766.0,630082.205,9688.148,56642.0,56642.0,0.0,0.0,0.0,0.0,24123.21,0.0,97.032,77.209,92.695,94.654,33.324,15.121,11.336,14.554,11.575,79.532,1.819,51.716,32683.795,4016.463,9106.315,2137.029,1863.217,17123.024,0,0.0,0,0,0.0,180.2,107.3,0.0,66.05,100.2,454.14,74.969,0.0,100.0,0.564,15105971.0,68.409978,8.5463
adolfo lopez mateos,2020-2021,21,731031.0,694840.958,10718.93,63488.6,63488.6,0.0,0.0,0.0,0.0,27012.79,0.0,98.005,77.46,93.403,94.753,33.027,15.024,11.423,14.534,11.589,79.735,1.815,51.608,36190.042,4381.795,10174.971,2287.556,1978.558,18822.88,0,0.0,0,0,0.0,183.4,116.6,0.0,69.4,100.2,470.38,76.032,0.0,100.0,0.564,16420873.0,68.199997,8.6848
adolfo lopez mateos,2020-2021,22,779199.0,740575.184,11475.684,68816.65,68816.65,0.0,0.0,0.0,0.0,29041.313,0.0,98.841,77.675,94.007,94.816,32.799,14.933,11.502,14.526,11.601,79.86,1.818,51.567,38623.816,4645.717,10922.479,2389.502,2050.212,20007.91,0,0.0,0,0,0.0,211.4,135.2,0.0,71.45,100.2,519.04,77.024,0.0,100.0,0.568,17557252.0,67.900004,8.8317
adolfo lopez mateos,2020-2021,23,848641.0,806459.833,12576.193,75698.7,75698.7,0.0,0.0,0.0,0.0,31383.209,0.0,99.739,77.987,94.62,94.889,32.661,14.911,11.59,14.525,11.623,80.021,1.814,51.45,42181.167,5027.335,11936.919,2531.443,2155.547,21651.244,0,0.0,0,0,0.0,214.1,143.5,0.0,74.25,100.2,532.44,77.728,0.0,100.0,0.566,18927246.0,67.479959,8.9199
adolfo lopez mateos,2020-2021,24,910803.0,865442.397,13766.681,82492.25,82492.25,0.0,0.0,0.0,0.0,33916.769,0.0,100.343,78.183,94.939,94.902,32.614,14.918,11.649,14.528,11.645,80.152,1.821,51.353,45360.603,5409.404,12851.414,2648.458,2239.25,23148.526,0,0.0,0,0,0.0,231.05,152.3,0.0,75.1,100.2,559.04,78.087,0.0,100.0,0.57,20176227.0,66.159955,9.057
adolfo lopez mateos,2020-2021,25,978068.0,929248.532,14652.706,89698.5,89698.5,0.0,0.0,0.0,0.0,36211.278,0.0,101.131,78.581,95.239,94.947,32.563,14.926,11.727,14.557,11.691,80.31,1.82,51.256,48819.468,5795.516,13690.737,2761.823,2318.806,24566.882,0,0.0,0,0,0.0,233.45,161.6,0.0,85.5,100.2,581.53,78.568,0.0,100.0,0.571,21451134.0,66.749991,9.1709
adolfo lopez mateos,2020-2021,26,1047586.0,995251.962,15860.514,97242.45,97242.45,0.0,0.0,0.0,0.0,38935.873,0.0,102.507,79.017,95.538,95.02,32.501,14.921,11.867,14.654,11.802,80.539,1.818,51.185,52334.038,6190.788,14646.892,2854.8,2391.851,26084.331,0,0.0,0,0,0.0,238.3,174.25,0.0,86.3,100.2,599.44,79.532,0.0,100.0,0.57,22757608.0,66.04994,9.2825
adolfo lopez mateos,2020-2021,27,1106453.0,1051225.484,16946.757,103634.65,103634.65,0.0,0.0,0.0,0.0,41238.935,0.0,103.452,79.311,95.875,95.088,32.395,14.89,11.963,14.706,11.865,80.677,1.814,51.136,55227.516,6502.296,15497.006,2932.001,2453.985,27385.288,0,0.0,0,0,0.0,247.3,194.3,0.0,87.2,100.2,629.38,80.343,0.0,100.0,0.574,24016497.0,65.289954,9.3663
adolfo lopez mateos,2020-2021,28,1169592.0,1111206.239,18052.048,110437.25,110437.25,0.0,0.0,0.0,0.0,44039.66,0.0,104.305,79.556,96.228,95.155,32.261,14.846,12.048,14.746,11.914,80.796,1.809,51.089,58385.761,6827.56,16434.027,3014.854,2532.317,28808.758,0,0.0,0,0,0.0,253.5,207.5,0.0,90.05,100.2,652.04,81.153,0.0,100.0,0.574,25268469.0,64.789989,9.4423
adolfo lopez mateos,2020-2021,29,1224406.0,1163250.726,19045.046,116394.15,116394.15,0.0,0.0,0.0,0.0,46591.063,0.0,104.953,79.652,96.517,95.205,32.164,14.819,12.114,14.775,11.949,80.871,1.806,51.036,61155.274,7111.375,17365.983,3092.735,2610.571,30180.664,0,0.0,0,0,0.0,267.0,234.5,0.0,90.15,100.2,692.23,81.746,0.0,100.0,0.576,26502350.0,64.289999,9.5061
adolfo lopez mateos,2020-2021,30,1278370.0,1214517.422,20021.465,122035.0,122035.0,0.0,0.0,0.0,0.0,49062.243,0.0,105.376,79.727,96.698,95.233,32.171,14.832,12.161,14.803,11.977,80.908,1.802,51.01,63852.578,7411.888,18203.36,3195.439,2707.706,31518.393,0,0.0,0,0,0.0,275.1,267.35,0.0,90.15,100.2,733.18,81.992,0.0,100.0,0.579,27703009.0,63.849973,9.5461
adolfo lopez mateos,2020-2021,31,1332255.0,1265706.645,21043.359,127201.85,127201.85,0.0,0.0,0.0,0.0,51734.777,0.0,105.811,79.579,96.87,95.249,32.238,14.872,12.212,14.836,12.008,80.94,1.8,50.986,66548.355,7729.119,19368.248,3306.935,2820.047,33224.349,0,0.0,0,0,0.0,286.15,293.15,0.0,90.25,100.2,770.13,82.114,0.0,100.0,0.581,28960856.0,63.309997,9.5478
adolfo lopez mateos,2020-2021,32,1380973.0,1312067.284,21997.029,132394.325,132394.325,0.0,0.0,0.0,0.0,54191.666,0.0,106.124,79.551,97.014,95.261,32.305,14.915,12.251,14.859,12.03,80.959,1.797,50.953,68905.716,8017.539,20253.754,3406.402,2918.58,34596.275,0,0.0,0,0,0.0,292.35,313.25,0.0,94.55,126.35,827.28,82.139,0.0,100.0,0.584,30154012.0,62.779978,9.587
adolfo lopez mateos,2020-2021,33,1431443.0,0.0,22985.086,137061.125,137061.125,0.0,0.0,0.0,0.0,57777.512,0.0,0.0,78.972,0.0,0.0,0.0,14.967,12.237,14.845,0.0,80.907,0.0,50.936,0.0,8316.684,21901.078,3521.35,3091.917,36831.028,0,0.0,0,0,0.0,307.37,339.58,0.0,94.52,132.55,875.23,0.0,0.0,0.0,0.0,0.0,62.277034,9.575
adolfo lopez mateos,2020-2021,34,1446821.32,1374758.887,23249.96,139018.025,139018.025,0.0,0.0,0.0,0.0,60298.253,0.0,105.807,78.496,97.04,95.244,32.438,14.986,12.228,14.838,12.002,80.885,1.793,50.926,72062.433,8414.85,22929.369,3551.681,3150.749,38046.649,0,0.0,0,0,0.0,316.2,341.5,0.0,119.55,133.3,911.33,81.596,0.0,100.0,0.591,32124837.0,62.228981,9.6085
alianza popular,2020-2021,9,13150.0,12711.007,107.22,590.4,0.0,590.4,0.0,0.0,0.0,56.991,0.0,115.985,68.836,99.57,95.22,27.816,13.173,13.364,15.585,12.78,82.002,2.299,49.486,438.993,84.086,304.078,34.555,124.95,547.669,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.403,8.0,92.0,0.83,330133.2,122.645028,4.4897
alianza popular,2020-2021,10,65180.0,62577.642,994.92,5798.75,0.0,5798.75,0.0,0.0,0.0,1648.382,0.0,119.914,71.345,102.24,95.67,27.253,13.129,13.624,15.344,12.748,83.081,2.163,48.783,2602.358,384.209,1413.721,144.03,602.58,2544.54,0,0.0,0,0,0.0,0.4,0.0,0.0,0.03,0.0,0.4,103.735,9.58,90.42,0.59,1067342.0,65.512805,8.8965
alianza popular,2020-2021,11,113540.0,108763.302,1691.86,11302.7,0.0,11302.7,0.0,0.0,0.0,3356.054,0.0,121.018,76.492,102.78,95.88,26.456,12.773,13.65,15.25,12.734,83.502,2.125,48.713,4776.698,638.352,2007.628,220.887,776.55,3643.417,0,0.0,0,0,0.0,8.56,0.49,0.0,0.0,0.0,9.45,106.846,11.78,88.22,0.58,1941206.0,67.109571,9.9548
alianza popular,2020-2021,12,164420.0,157366.788,2454.69,17355.5,0.0,17355.5,0.0,0.0,0.0,5210.449,0.0,122.046,78.97,102.81,95.94,26.207,12.562,13.705,15.253,12.789,83.846,2.125,49.063,7053.212,915.72,2633.372,292.257,897.629,4738.978,0,0.0,0,0,0.0,11.11,0.54,0.0,0.0,0.0,12.05,109.086,12.35,87.65,0.57,2887776.0,66.981981,10.5555
alianza popular,2020-2021,13,213600.0,204542.14,3361.46,23293.3,0.0,23293.3,0.0,0.0,0.0,7045.302,0.0,123.203,80.42,102.8,96.03,26.117,12.568,13.823,15.358,12.913,84.08,2.104,48.877,9057.86,1173.624,3243.886,364.336,999.473,5781.319,0,0.0,0,0,0.0,22.41,0.59,0.0,0.0,0.0,23.4,109.991,12.07,87.93,0.57,3810476.0,63.543817,10.9051
alianza popular,2020-2021,14,255660.0,244660.474,4071.19,28825.75,0.0,28825.75,0.0,0.0,0.0,8759.552,0.0,124.52,81.203,102.98,96.09,25.983,12.536,13.939,15.427,13.006,84.307,2.1,48.754,10999.526,1394.755,3763.94,426.183,1113.552,6698.43,0,0.0,0,0,0.0,23.46,1.49,0.0,21.35,8.0,55.1,111.185,12.84,87.16,0.57,4664756.0,62.797363,11.275
alianza popular,2020-2021,15,304050.0,290962.818,4758.98,34527.15,0.0,34527.15,0.0,0.0,0.0,10151.133,0.0,125.754,81.758,103.01,96.19,25.694,12.49,14.051,15.516,13.121,84.564,2.083,48.397,13087.182,1627.598,4369.172,492.067,1304.617,7793.454,0,0.0,0,0,0.0,29.01,1.49,0.0,21.35,21.35,74.0,112.5,12.76,87.24,0.56,5481538.6,63.889741,11.3557
alianza popular,2020-2021,16,350030.0,335106.582,5613.88,40294.5,0.0,40294.5,0.0,0.0,0.0,11737.357,0.0,126.714,82.093,102.92,96.22,25.647,12.498,14.148,15.604,13.226,84.76,2.086,48.259,14923.418,1872.324,4903.345,574.202,1518.004,8867.875,0,0.0,0,0,0.0,32.14,1.49,0.0,21.35,46.1,101.48,113.204,12.52,87.47,0.56,6215433.6,62.350816,11.5117
alianza popular,2020-2021,17,395870.0,378855.462,6382.74,46160.95,0.0,46160.95,0.0,0.0,0.0,13131.111,0.0,127.506,82.472,103.15,96.26,25.601,12.509,14.218,15.621,13.267,84.931,2.079,48.154,17014.538,2107.274,5438.441,634.165,1685.329,9865.209,0,0.0,0,0,0.0,33.19,2.09,0.0,21.35,67.3,124.33,113.64,12.65,87.35,0.57,7143400.6,62.021952,11.6606
alianza popular,2020-2021,18,449465.0,430115.701,7308.72,53118.95,0.0,53118.95,0.0,0.0,0.0,14846.202,0.0,128.404,83.052,103.3,96.28,25.557,12.513,14.3,15.655,13.328,85.136,2.082,48.077,19349.299,2391.741,5934.894,702.755,1863.687,10893.077,0,0.0,0,0,0.0,36.44,2.09,0.0,21.35,67.3,127.58,114.282,12.55,87.45,0.56,8143919.6,61.497088,11.8182
alianza popular,2020-2021,19,503085.0,481327.613,8277.75,60142.1,0.0,60142.1,0.0,0.0,0.0,16616.272,0.0,129.176,83.463,103.41,96.28,25.564,12.537,14.373,15.692,13.382,85.279,2.09,47.997,21757.387,2687.898,6495.841,759.027,2015.129,11957.895,0,0.0,0,0,0.0,38.44,2.29,0.0,21.35,67.3,130.18,114.649,12.66,87.34,0.56,9125929.6,60.775573,11.9546
alianza popular,2020-2021,20,545010.0,521540.76,9023.39,65779.6,0.0,65779.6,0.0,0.0,0.0,18086.408,0.0,129.901,83.75,103.56,96.31,25.516,12.527,14.446,15.732,13.434,85.393,2.09,47.95,23469.24,2906.999,6928.09,801.586,2157.307,12793.982,0,0.0,0,0,0.0,58.29,2.29,0.0,21.35,80.25,162.58,115.332,12.52,87.48,0.56,9909762.8,60.399694,12.0694
alianza popular,2020-2021,21,587680.0,562191.156,9644.16,71318.45,0.0,71318.45,0.0,0.0,0.0,19501.445,0.0,130.689,83.83,103.66,96.34,25.462,12.496,14.518,15.784,13.493,85.485,2.088,47.973,25488.844,3124.931,7451.056,851.975,2368.593,13796.555,0,0.0,0,0,0.0,62.28,2.29,0.0,21.35,112.5,199.22,116.177,12.37,87.63,0.57,10754318.0,60.936359,12.1355
alianza popular,2020-2021,22,637305.0,609414.296,10604.12,78089.1,0.0,78089.1,0.0,0.0,0.0,21280.13,0.0,131.713,84.023,103.69,96.36,25.453,12.484,14.613,15.86,13.58,85.624,2.092,48.002,27890.704,3393.916,8010.208,909.025,2566.286,14879.435,0,0.0,0,0,0.0,79.03,2.29,0.0,21.35,112.5,215.57,117.048,12.29,87.71,0.57,11689455.0,60.099753,12.253
alianza popular,2020-2021,23,687765.0,657602.691,11596.76,84876.8,0.0,84876.8,0.0,0.0,0.0,22904.879,0.0,132.671,84.308,103.72,96.37,25.476,12.49,14.706,15.932,13.664,85.764,2.094,48.019,30162.309,3669.753,8518.778,973.469,2709.881,15871.881,0,0.0,0,0,0.0,89.18,2.29,0.0,23.15,114.1,227.32,117.737,12.47,87.53,0.56,12627734.0,59.306651,12.3409
alianza popular,2020-2021,24,735985.0,703527.466,12634.68,91711.6,0.0,91711.6,0.0,0.0,0.0,24623.941,0.0,133.459,84.486,103.82,96.36,25.513,12.493,14.781,15.976,13.718,85.866,2.108,48.066,32457.534,3957.355,9032.153,1027.576,2859.119,16876.203,0,0.0,0,0,0.0,102.58,2.34,0.0,26.3,114.1,244.32,118.329,12.76,87.24,0.56,13551654.0,58.251178,12.461
alianza popular,2020-2021,25,786620.0,751433.727,13500.92,98434.65,0.0,98434.65,0.0,0.0,0.0,26477.492,0.0,134.263,84.462,103.94,96.35,25.642,12.53,14.86,16.032,13.774,85.916,2.117,48.149,35186.273,4270.698,9701.628,1098.659,3092.468,18163.453,0,0.0,0,0,0.0,105.11,3.19,0.0,26.32,114.1,247.32,118.609,13.17,86.83,0.56,14500594.0,58.264177,12.5136
alianza popular,2020-2021,26,837490.0,799806.162,14534.44,105412.2,0.0,105412.2,0.0,0.0,0.0,28534.713,0.0,135.081,84.51,104.06,96.34,25.782,12.57,14.948,16.102,13.839,85.946,2.125,48.246,37683.838,4587.391,10341.605,1161.406,3301.363,19391.765,0,0.0,0,0,0.0,107.21,3.21,0.0,26.35,114.1,249.47,118.932,13.33,86.67,0.56,15464143.0,57.621071,12.5866
alianza popular,2020-2021,27,872860.0,833420.604,15442.98,110720.15,0.0,110720.15,0.0,0.0,0.0,30208.628,0.0,135.512,84.508,104.14,96.32,25.885,12.595,14.997,16.143,13.871,85.926,2.13,48.335,39439.396,4811.638,10798.659,1204.236,3464.362,20278.895,0,0.0,0,0,0.0,111.16,3.21,0.0,31.4,154.15,300.32,119.065,13.51,86.49,0.57,16207297.4,56.521474,12.6847
alianza popular,2020-2021,28,922090.0,880501.936,16261.4,117060.9,0.0,117060.9,0.0,0.0,0.0,32021.9,0.0,135.94,84.487,104.13,96.3,26.1,12.665,15.055,16.21,13.924,85.898,2.132,48.458,41588.064,5130.416,11441.273,1264.489,3699.416,21535.594,0,0.0,0,0,0.0,112.41,3.31,0.0,37.5,154.15,308.17,118.884,13.51,86.49,0.57,17161208.2,56.704219,12.6951
alianza popular,2020-2021,29,967845.0,924234.631,17271.73,123114.2,0.0,123114.2,0.0,0.0,0.0,34102.549,0.0,136.24,84.409,104.15,96.27,26.304,12.729,15.099,16.257,13.958,85.858,2.14,48.574,43610.369,5447.179,12111.807,1320.402,3905.747,22785.135,0,0.0,0,0,0.0,113.11,4.06,0.0,50.05,154.15,321.37,118.602,13.61,86.39,0.57,18102008.2,56.036366,12.7204
alianza popular,2020-2021,30,1014660.0,968932.213,18464.58,129220.7,0.0,129220.7,0.0,0.0,0.0,36061.002,0.0,136.44,84.293,104.11,96.25,26.486,12.779,15.131,16.303,13.988,85.8,2.142,48.705,45727.787,5757.603,12843.332,1378.367,4134.434,24113.736,0,0.0,0,0,0.0,119.07,4.3,0.0,53.35,154.15,331.27,118.372,13.8,86.2,0.57,19039594.2,54.951696,12.7353
alianza popular,2020-2021,31,1058740.0,1010732.487,19628.41,134976.55,0.0,134976.55,0.0,0.0,0.0,38392.605,0.0,136.666,84.125,104.1,96.23,26.647,12.828,15.164,16.352,14.017,85.72,2.146,48.799,48007.513,6053.017,13611.382,1438.465,4383.442,25486.306,0,0.0,0,0,0.0,134.02,4.4,0.0,53.35,157.5,350.07,118.21,14.01,85.99,0.57,19990704.2,53.939162,12.7487
alianza popular,2020-2021,32,1102200.0,1052322.719,20525.46,140394.65,0.0,140394.65,0.0,0.0,0.0,40803.147,0.0,136.71,83.892,104.14,96.21,26.823,12.881,15.182,16.375,14.025,85.649,2.145,48.909,49877.281,6342.407,14421.896,1521.551,4667.117,26952.971,0,0.0,0,0,0.0,140.32,4.4,0.0,53.35,163.35,362.22,117.84,13.92,86.08,0.57,20927084.2,53.699161,12.7376
alianza popular,2020-2021,33,1137570.0,1086189.025,21372.23,144673.4,0.0,144673.4,0.0,0.0,0.0,42410.197,0.0,136.459,83.699,104.15,96.19,26.982,12.926,15.168,16.374,14.009,85.556,2.141,49.018,51380.975,6573.044,15107.795,1578.484,4867.419,28126.742,0,0.0,0,0,0.0,150.09,5.0,0.0,57.3,187.33,400.12,117.336,13.72,86.28,0.58,21806384.2,53.226546,12.7177
alianza popular,2020-2021,34,1170165.0,1116932.124,21717.96,147992.65,0.0,147992.65,0.0,0.0,0.0,44000.476,0.0,135.858,83.444,104.16,96.17,27.144,13.003,15.125,16.367,13.965,85.324,2.134,49.017,53232.876,6779.606,15826.407,1621.595,5073.82,29301.428,0,0.0,0,0,0.0,167.53,5.3,0.0,83.51,186.13,440.07,116.304,14.22,85.78,0.58,22621784.2,53.88006,12.6471
alianza popular,2020-2021,35,1186694.44,1132633.66,23082.95,150242.1,0.0,150242.1,0.0,0.0,0.0,45110.901,0.0,135.407,83.479,104.07,96.16,27.247,13.059,15.091,16.367,13.943,85.19,2.129,48.999,54060.78,6885.061,15945.618,1637.575,5118.482,29586.736,0,0.0,0,0,0.0,167.58,5.3,0.0,85.46,186.13,445.27,115.559,14.27,85.73,0.58,23068464.2,51.409999,12.6605
atencingo,2020-2021,8,42481.35,41844.129,353.387,3470.0,0.0,3470.0,0.0,0.0,0.0,661.621672,118.801,120.6101544,82.751995,96.6046418,96.478843,26.769778,13.015794,13.928861,16.469471,13.910723,84.4636904,1.83213,48.880039,637.221,208.35278,570.783684,29.3144,212.142592,1020.593456,0,0.0,0,0,0.0,1.1,0.0,0.0,11.05,0.0,12.15,107.0150695,0.0,100.0,0.497254,831300.0,120.211977,8.1682
atencingo,2020-2021,9,106623.83,105024.49,852.585,11213.0,0.0,11213.0,0.0,0.0,0.0,3333.881439,117.833,119.6273913,83.434902,96.0038314,96.37682,26.619846,12.782513,13.813359,16.463873,13.867026,84.2269981,1.880112,49.440615,1599.34,533.633929,1423.294512,61.386422,421.447803,2439.762666,0,0.0,0,0,0.0,4.15,0.0,0.0,11.2,0.0,15.35,108.0645019,0.0,100.0,0.438748,2154600.0,125.059472,10.5164
atencingo,2020-2021,10,170648.2,168088.473,1348.206,18620.0,0.0,18620.0,0.0,0.0,0.0,5921.7693,117.795,119.5888353,83.844082,96.3240468,96.429479,26.577431,12.705563,13.831561,16.508833,13.846701,83.8744992,1.858189,49.665903,2559.727,842.761236,2283.41085,95.032903,592.126443,3813.331432,0,0.0,0,0,0.0,10.3,0.15,0.0,13.0,0.0,23.45,108.862244,0.0,100.0,0.461329,3551500.0,126.574277,10.9113
atencingo,2020-2021,11,237956.82,234387.518,1867.666,26816.0,0.0,26816.0,0.0,0.0,0.0,8610.625053,118.362,120.1644412,84.170269,96.4328688,96.391797,26.501853,12.693307,13.89581,16.557563,13.889892,83.8885046,1.891902,49.525661,3569.302,1193.089422,3140.978346,144.767303,755.428215,5234.263286,0,0.0,0,0,0.0,17.1,1.25,0.0,13.0,0.0,31.35,109.4735202,0.0,100.0,0.467766,4918499.0,127.408658,11.2692
atencingo,2020-2021,12,306385.02,301789.307,2416.971,35303.825,0.0,35303.825,0.0,0.0,0.0,11169.4353,119.046,120.8588583,84.381425,96.4844087,96.353196,26.60605,12.791116,13.979495,16.628257,13.960483,83.9563822,1.916123,49.327369,4595.713,1561.965343,4022.717221,188.269203,916.652104,6689.603871,0,0.0,0,0,0.0,17.5,1.35,0.0,14.25,0.0,33.5,109.2906592,0.0,100.0,0.472017,6294699.0,126.764044,11.5226
atencingo,2020-2021,13,366677.37,361177.281,2918.726,42648.0,0.0,42648.0,0.0,0.0,0.0,13848.40135,119.525,121.3451536,84.548527,96.7996435,96.403572,26.475846,12.768199,14.042105,16.676652,13.98465,83.8576592,1.907452,49.19133,5500.089,1851.772613,4804.08973,229.959403,1070.021651,7955.843397,0,0.0,0,0,0.0,27.2,1.35,10.55,14.25,0.0,54.15,109.9771785,0.0,100.0,0.47682,7556499.0,125.629253,11.6309
atencingo,2020-2021,14,430192.96,423740.185,3492.323,50720.0,0.0,50720.0,0.0,0.0,0.0,16294.91206,120.138,121.9674783,84.691513,96.7548681,96.406409,26.575936,12.787433,14.106571,16.739884,14.055767,83.9657372,1.907487,49.302869,6452.775,2180.787867,5613.931099,269.592703,1225.716717,9290.028386,0,0.0,0,0,0.0,28.35,2.45,22.2,15.05,0.0,68.45,110.3158937,0.0,100.0,0.47809,8811499.0,123.182466,11.79
