ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,6,77102.75,69685.404,857.0,4130.15,2887.35,1242.8,0.0,0.0,59051,1902.122,0.0,0.0,74.346,97.985,93.505,28.308,11.79,12.37,15.2,11.8,77.68,2.84,54.21,7304.022,619.463,1040.701,119.226,667.43,2446.82,267834,0,0,38556,306390,42:20:00,00:00,00:00,00:00,00:00,42:20:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,7,118637.14,108073.325,1405.25,8103.6,6860.8,1242.8,0.0,0.0,184769,3322.174,0.0,0.0,76.53,98.062,94.066,27.608,11.77,12.46,15.33,11.95,77.94,2.68,53.46,10446.097,876.987,1504.459,185.499,901.8,3468.745,267834,241882,0,134538,644254,74:35:00,01:15,00:00,00:05,00:00,75:55:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,8,162060.66,148152.824,1724.0,13138.3,11895.5,1242.8,0.0,0.0,387307,4890.357,0.0,0.0,77.83,98.243,94.308,27.421,11.78,12.52,15.39,12.02,78.12,2.6,53.21,13790.118,1155.184,1974.638,254.167,1114.97,4498.959,267834,426279,0,204663,898776,79:45:00,01:15,00:00,00:05,16:00,97:05:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,9,197613.03,181417.272,1958.25,16384.4,15141.6,1242.8,0.0,0.0,535515,6167.236,0.0,0.0,78.536,98.129,94.488,27.292,11.82,12.64,15.48,12.17,78.62,2.55,52.9,16078.04,1376.56,2359.762,314.957,1308.77,5360.049,267834,605921,0,242518,1116274,90:25:00,01:15,00:00,00:05,55:60,147:45:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,10,239302.57,220133.463,2334.5,20981.2,19738.4,1242.8,0.0,0.0,730875,7593.399,0.0,0.0,78.777,98.072,94.614,27.101,11.84,12.71,15.53,12.26,78.91,2.52,52.53,19051.389,1637.569,2883.444,392.55,1539.34,6452.903,267834,880285,0,316062,1464182,116:55:00,01:15,00:00,00:05,55:60,174:15:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,11,283785.03,261247.034,2700.0,26690.2,24366.8,2323.4,0.0,0.0,929065,9038.555,0.0,0.0,79.109,97.959,94.662,26.962,11.85,12.86,15.61,12.43,79.64,2.55,52.25,22420.278,1948.558,3416.91,451.037,1809.01,7625.515,267834,1080828,0,382163,1730825,135:40:00,01:15,00:00,00:05,55:60,193:00:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,12,312825.23,287950.535,2954.0,29854.4,26436.85,3417.55,0.0,0.0,1014772,10202.297,0.0,0.0,79.14,97.884,94.667,26.869,11.86,12.95,15.56,12.53,80.52,2.57,52.02,24756.977,2160.771,3716.581,489.864,2084.02,8451.236,267834,1312061,0,423302,2003197,204:15:00,01:15,00:00,00:05,55:60,261:35:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,13,358831.34,330142.599,3433.75,35840.0,26436.85,9403.15,0.0,0.0,1014772,11901.555,0.0,0.0,79.463,97.94,94.71,26.765,11.87,13.08,15.57,12.65,81.21,2.58,51.82,28593.979,2482.821,4234.046,535.775,2385.32,9637.962,267834,1312061,0,423302,2003197,212:35:00,01:15,00:00,00:05,55:60,269:55:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,14,398128.08,366136.308,3884.25,40387.75,26436.85,13950.9,0.0,0.0,1014772,13518.325,0.0,0.0,79.694,97.855,94.737,26.683,11.87,13.14,15.57,12.72,81.71,2.59,51.67,31897.01,2753.245,4664.378,589.148,2616.8,10623.571,267834,1452881,0,423302,2144017,248:50:00,01:15,00:00,00:05,55:60,306:10:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,15,446724.66,410536.53,4384.0,45819.55,26436.85,19382.7,0.0,0.0,1014772,14810.065,0.0,0.0,80.096,97.762,94.75,26.567,11.87,13.2,15.4,12.79,83.07,2.61,51.47,36093.368,3095.592,5162.432,643.19,2835.11,11736.324,267834,1563328,0,423302,2254464,257:40:00,01:15,00:00,00:05,55:60,315:00:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,16,497144.86,456545.094,4951.75,52058.6,26436.85,25621.75,0.0,0.0,1014772,16125.653,0.0,0.0,80.534,97.623,94.773,26.445,11.87,13.284,15.49,12.9,83.25,2.63,51.23,40505.004,3451.858,5685.524,694.775,3023.24,12855.397,267834,1563328,0,423302,2254464,262:35:00,01:15,00:00,00:05,55:60,319:55:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,17,545599.55,500985.634,5505.5,58292.65,26436.85,31855.8,0.0,0.0,1014772,17438.551,0.0,0.0,80.971,98.038,94.884,26.333,11.87,13.373,15.58,12.94,83.08,2.6,51.08,44519.154,3733.121,6207.567,750.703,3192.76,13884.151,267834,1563328,0,423302,2254464,268:15:00,01:15,00:00,00:05,55:60,325:35:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,18,593480.89,544906.951,6019.0,63907.9,26436.85,37471.05,0.0,0.0,1014772,18696.79,0.0,0.0,81.231,98.618,94.999,26.193,11.87,13.446,15.62,12.95,82.9,2.57,50.9,48479.177,3991.071,6759.909,805.383,3421.49,14977.853,267834,1563328,0,423302,2254464,275:10:00,01:15,00:00,00:50,55:60,332:30:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,19,641169.74,588547.16,6630.5,69800.0,26436.85,43363.15,0.0,0.0,1014772,20412.988,0.0,0.0,81.347,98.74,95.009,26.141,11.88,13.541,15.69,13.03,83.05,2.58,50.76,52527.818,4333.273,7303.662,859.113,3698.25,16194.298,267834,1571612,0,423302,2262748,295:45:00,01:15,00:00,00:05,55:60,353:05:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,20,688656.12,632172.586,7218.5,75556.3,26436.85,49119.45,0.0,0.0,1014772,22232.301,0.0,0.0,81.496,99.095,95.063,26.105,11.9,13.623,15.7,13.07,83.23,2.58,50.64,56388.772,4631.625,7861.781,909.924,3955.87,17359.2,267834,1571612,0,423302,2262748,306:30:00,01:15,00:00,00:50,55:60,363:50:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,21,737088.86,676648.087,7909.5,81749.15,26436.85,55312.3,0.0,0.0,1014772,24002.179,0.0,0.0,81.709,99.398,95.126,26.036,11.92,13.699,15.71,13.11,83.47,2.56,50.48,60346.011,4921.273,8411.108,967.25,4169.61,18469.241,267834,1571612,0,423302,2262748,315:05:00,01:50,00:00,00:05,55:60,373:00:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,22,785480.97,721059.039,8500.5,87849.4,26436.85,61412.55,0.0,0.0,1014772,25782.75,0.0,0.0,81.913,99.717,95.179,25.988,11.93,13.778,15.72,13.15,83.68,2.56,50.37,64327.169,5217.672,8955.231,1030.936,4370.07,19573.909,267834,1571612,0,423302,2262748,321:40:00,01:50,00:00,00:05,55:60,379:35:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,23,823843.19,756396.607,8984.0,92658.95,26436.85,66222.1,0.0,0.0,1014772,27182.927,0.0,0.0,82.014,99.79,95.179,25.992,11.95,13.845,15.75,13.21,83.84,2.57,50.3,67351.821,5498.319,9385.728,1078.597,4552.11,20514.754,267834,1577134,0,423302,2268270,360:10:00,01:50,00:00,00:05,55:60,418:05:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,24,872364.04,800999.287,9639.5,98700.2,26436.85,72263.35,0.0,0.0,1014772,28952.976,0.0,0.0,82.135,100.003,95.216,25.976,11.97,13.914,15.78,13.25,83.95,2.56,50.19,71269.991,5806.543,9928.221,1147.614,4801.44,21683.818,267834,1577134,0,423302,2268270,370:60,01:50,00:00,00:05,55:60,428:55:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,25,921240.46,845613.778,10304.75,104862.8,26436.85,78425.95,0.0,0.0,1085415,30720.201,0.0,0.0,82.227,100.178,95.22,25.992,12.0,13.973,15.8,13.28,84.04,2.57,50.1,75531.92,6153.014,10465.042,1222.389,5036.86,22877.305,267834,1593701,0,423302,2284837,384:25:00,01:50,00:00,01:00,55:60,443:15:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,26,968402.52,888622.367,10979.75,110672.05,26436.85,84235.2,0.0,0.0,1248999,32273.26,0.0,0.0,82.274,100.314,95.229,26.002,12.02,14.021,15.81,13.31,84.17,2.57,50.05,79780.153,6478.353,10989.219,1291.544,5308.02,24067.136,267834,1593701,0,434346,2295881,401:55:00,01:50,00:00,01:00,55:60,460:45:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,27,1015804.51,932222.021,11908.75,116545.9,26436.85,90109.05,0.0,0.0,1409994,33705.193,0.0,0.0,82.319,100.485,95.239,26.002,12.04,14.078,15.87,13.34,84.08,2.58,49.98,83582.489,6809.04,11539.416,1362.735,5572.75,25283.941,267834,1593701,0,434346,2295881,419:45:00,01:50,00:00,01:00,55:60,478:35:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,28,1061268.6,973926.944,12604.0,122342.9,26436.85,95906.05,0.0,0.0,1571093,35186.843,0.0,0.0,82.193,100.633,95.235,26.003,12.06,14.119,15.91,13.36,83.96,2.59,49.89,87341.656,7139.646,12045.419,1423.287,6073.25,26681.602,267834,1593701,0,434346,2295881,441:10:00,01:50,00:00,01:00,55:60,499:60
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,29,1104466.08,1013723.652,13290.75,127015.35,26436.85,100578.5,0.0,0.0,1717313,36725.685,0.0,0.0,81.989,100.785,95.208,26.068,12.08,14.152,15.91,13.37,84.02,2.6,49.91,90742.428,7489.413,12562.175,1479.35,6621.55,28152.488,267834,1593701,0,434346,2295881,456:10:00,01:50,00:00,01:00,55:60,514:60
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,30,1145997.22,1052003.74,13924.75,131941.4,26436.85,105504.55,0.0,0.0,1880320,38219.781,0.0,0.0,81.946,100.97,95.203,26.087,12.09,14.179,15.95,13.37,83.84,2.61,49.9,93993.48,7794.252,13049.59,1535.362,6957.17,29336.374,267834,1593701,0,434346,2295881,482:15:00,01:50,00:00,01:05,55:60,541:50:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,31,1190543.89,1092835.578,14644.0,137603.65,26436.85,111166.8,0.0,0.0,2042068,39839.589,0.0,0.0,81.796,101.144,95.189,26.137,12.11,14.21,15.93,13.37,83.93,2.62,49.9,97708.312,8139.201,13563.242,1600.587,7494.15,30797.18,267834,1593699,0,445389,2306922,497:25:00,01:50,00:00,01:05,55:60,556:15:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,32,1234904.12,1133394.862,15302.5,142880.35,26436.85,116443.5,0.0,0.0,2210923,41532.042,0.0,0.0,81.711,101.278,95.162,26.209,12.14,14.235,15.9,13.38,84.1,2.63,49.91,101509.258,8504.906,14069.615,1661.33,7914.06,32149.911,267834,1636371,0,474509,2378714,512:55:00,01:50,00:00,01:00,55:60,571:45:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,33,1279500.43,1174178.173,15973.75,148338.55,26436.85,121901.7,0.0,0.0,2238910,43151.941,0.0,0.0,81.547,101.419,95.077,26.276,12.16,14.243,15.87,13.35,84.13,2.67,49.92,105393.687,8972.542,14594.971,1719.658,8342.83,33630.001,267834,1636371,0,474509,2378714,520:25:00,05:50,00:00,01:00,55:60,583:15:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,34,1316904.85,1208392.599,16627.5,151728.3,26436.85,125291.45,0.0,0.0,2369417,44497.883,0.0,0.0,81.358,101.472,95.048,26.352,12.18,14.247,15.87,13.35,84.11,2.68,49.95,108583.681,9290.561,15055.47,1772.197,8857.67,34975.898,267834,1636371,0,474509,2378714,524:45:00,38:15:00,00:00,01:00,55:60,619:60
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,35,1361263.32,1248721.219,17341.0,157028.2,26436.85,130591.35,0.0,0.0,2428293,46143.224,0.0,0.0,81.274,101.569,95.007,26.463,12.22,14.246,15.85,13.33,84.05,2.69,49.97,112613.531,9683.108,15568.661,1834.597,9228.8,36315.166,267834,1636371,0,474509,2378714,537:25:00,38:15:00,00:00,01:00,55:60,632:40:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,36,1404760.99,1292218.889,18043.249,160907.6,26436.85,134470.75,0.0,0.0,2442869,47826.302,0.0,0.0,0.0,0.0,0.0,0.0,12.26,14.254,0.0,0.0,84.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267834,1636371,0,474509,2378714,565:50:00,39:35:00,00:00,01:00,56:00:00,662:25:00
cia. azucarera del rio guayalejo s.a. de c.v.,2012-2013,37,1413488.88,1295942.659,18177.25,162267.55,26436.85,135830.7,0.0,0.0,2480422,48596.691,121.941039,133.001,80.31,101.63,94.928,26.602,12.26,14.249,15.812,13.309,84.18,2.717,50.012,117623.165,10214.788,16296.914,1938.416,11208.104,39658.222,267834,1636371,0,502122,2406327,583:25:00,39:35:00,00:00,01:05,117:35:00,741:35:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,7,88623.0,85276.43,1200.857,7577.6,7577.6,0.0,0.0,0.0,0,1935.456,0.0,0.0,81.94,96.89,95.82,27.53,12.23,12.72,15.35,12.58,81.95,1.93,52.92,3346.57,471.113,1032.633,168.557,363.922,2036.225,371591,590826,0,0,962417,14:31,02:24,00:00,04:00,11:19,32:16:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,8,140838.0,135378.544,1912.521,12666.7,12666.7,0.0,0.0,0.0,0,3406.159,0.0,0.0,81.46,96.37,95.82,27.48,12.28,12.56,15.27,12.49,81.8,1.91,52.69,5459.456,740.236,1638.06,361.6,541.478,3281.374,371591,849104,0,0,1220695,21:47,02:39,00:00,04:00,22:19,50:46:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,9,198124.0,190364.44,2660.454,19121.3,19121.3,0.0,0.0,0.0,0,5098.789,0.0,0.0,82.21,97.34,95.82,27.56,12.32,12.55,15.08,12.35,81.9,1.9,52.68,7759.56,1038.927,2184.819,505.19,692.916,4421.852,371591,1068256,0,0,1439847,25:01:00,07:34,00:00,04:00,22:19,58:55:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,10,254817.0,244726.144,3336.182,25455.55,25455.55,0.0,0.0,0.0,0,7054.846,0.0,0.0,82.98,97.54,95.8,27.58,12.35,12.57,15.02,12.34,82.18,1.91,52.6,10090.856,1343.749,2653.084,632.238,820.981,5450.052,371591,1163262,0,0,1534853,44:33:00,07:34,00:00,04:00,22:19,78:27:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,11,322230.0,308964.439,4201.726,33500.6,33500.6,0.0,0.0,0.0,0,9172.133,0.0,0.0,83.89,97.75,95.87,27.65,12.37,12.6,14.98,12.36,82.46,1.88,52.66,13265.561,1677.793,3195.521,747.051,918.657,6539.022,371591,1275362,0,0,1646953,51:44:00,07:44,00:00,04:00,22:19,85:48:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,12,382788.0,366689.886,4962.256,40450.75,40450.75,0.0,0.0,0.0,0,10751.002,0.0,0.0,84.54,97.7,95.93,27.68,12.39,12.65,15.03,12.43,82.67,1.86,52.66,16098.114,1971.361,3683.288,849.23,986.163,7490.042,371591,1371673,0,0,1743264,67:43:00,09:19,00:00,04:00,22:19,103:23:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,13,448375.0,428860.243,5778.776,48136.85,48136.85,0.0,0.0,0.0,0,12430.045,0.0,0.0,85.18,97.85,95.97,27.77,12.41,12.75,15.1,12.51,82.84,1.85,52.76,19514.757,2302.516,4174.574,952.909,1046.68,8476.679,371591,1451673,0,0,1823264,69:54:00,09:49,00:00,04:55,22:19,106:58:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,14,510814.0,488086.259,6546.389,55633.7,55633.7,0.0,0.0,0.0,0,14113.745,0.0,0.0,85.68,98.16,96.0,27.87,12.43,12.84,15.14,12.56,82.96,1.84,52.85,22727.741,2620.038,4623.117,1053.271,1098.744,9395.17,371591,1568673,0,0,1940264,77:05:00,10:40,00:00,04:55,22:20,115:00:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,15,566344.0,540764.516,7210.911,62084.05,62084.05,0.0,0.0,0.0,0,15646.691,0.0,0.0,85.89,98.27,96.0,27.96,12.45,12.89,15.17,12.59,83.02,1.84,52.93,25579.484,2918.906,5061.493,1143.888,1181.613,10305.9,371591,1754143,0,0,2125734,106:16:00,10:50,00:00,04:55,22:19,144:21:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,16,629224.0,600475.222,8011.519,69410.45,69410.45,0.0,0.0,0.0,0,17377.829,0.0,0.0,86.07,98.27,96.0,28.04,12.468,12.948,15.22,12.65,83.102,1.85,52.99,28748.778,3262.414,5581.255,1221.647,1287.875,11353.191,371591,2008107,0,0,2379698,117:56:00,10:50,00:00,04:55,22:19,156:01:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,17,688208.0,656655.938,8699.388,76029.35,76029.35,0.0,0.0,0.0,0,19074.739,0.0,0.0,86.2,98.37,96.01,28.09,12.485,12.977,15.24,12.66,83.12,1.84,53.01,31552.062,3567.901,6063.139,1314.185,1382.066,12327.291,371591,2077669,0,0,2449260,140:15:00,11:40,00:00,04:55,22:19,179:11:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,18,755710.0,720752.479,9492.661,84063.4,84063.4,0.0,0.0,0.0,0,20897.428,0.0,0.0,86.27,98.5,96.01,28.11,12.505,12.988,15.24,12.66,83.07,1.84,52.98,34957.521,3916.727,6680.507,1417.191,1465.998,13480.423,371591,2121869,0,0,2493460,144:19:00,12:00,00:00,04:55,22:19,183:35:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,19,810242.0,772463.651,10181.48,90237.25,90237.25,0.0,0.0,0.0,0,22417.965,0.0,0.0,86.31,98.57,96.0,28.16,12.521,12.998,15.25,12.66,82.999,1.84,52.99,37778.349,4210.275,7141.367,1539.732,1524.967,14416.341,371591,2228797,0,0,2600388,146:10:00,12:25,00:00,07:25,53:44:00,219:46:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,20,875591.0,834492.939,10998.513,98018.8,98018.8,0.0,0.0,0.0,0,24259.214,0.0,0.0,86.43,98.72,96.02,28.2,12.54,13.017,15.26,12.66,82.969,1.84,52.99,41098.061,4536.406,7712.838,1640.02,1579.943,15469.207,371591,2252097,0,0,2623688,148:30:00,12:50,00:00,07:25,56:04:00,224:50:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,21,935544.0,891386.853,11751.597,104671.9,104671.9,0.0,0.0,0.0,0,26020.373,0.0,0.0,86.44,98.81,96.03,28.25,12.558,13.029,15.27,12.66,82.942,1.83,53.02,44157.147,4841.158,8277.277,1731.142,1684.05,16533.627,371591,2366297,0,0,2737888,152:20:00,12:50,00:00,07:25,72:04:00,244:40:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,22,994992.0,947840.17,12521.927,111703.1,111703.1,0.0,0.0,0.0,0,27827.381,0.0,0.0,86.52,98.9,96.03,28.3,12.571,13.043,15.27,12.66,82.928,1.83,53.04,47151.83,5153.36,8799.327,1801.1,1744.888,17498.675,371591,2403814,0,0,2775405,156:25:00,12:55,00:00,07:25,87:19:00,264:05:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,23,1059981.0,1009335.096,13201.235,119302.5,119302.5,0.0,0.0,0.0,0,29721.933,0.0,0.0,86.6,98.98,96.02,28.38,12.59,13.063,15.28,12.67,82.922,1.83,53.1,50645.904,5506.695,9360.062,1886.528,1800.994,18554.279,371591,2492503,0,0,2864094,159:55:00,13:34,00:00,07:25,87:19:00,268:14:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,24,1119619.0,1065758.29,14081.752,126319.3,126319.3,0.0,0.0,0.0,0,31485.667,0.0,0.0,86.68,99.07,96.01,28.45,12.604,13.092,15.3,12.69,82.928,1.84,53.14,53860.71,5849.813,9863.762,1967.076,1850.868,19531.519,371591,2659343,0,0,3030934,166:21:00,14:00,00:00,07:25,100:04:00,287:50:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,25,1184887.0,1127477.764,15040.339,134188.55,134188.55,0.0,0.0,0.0,0,33469.545,0.0,0.0,86.74,99.19,96.0,28.52,12.625,13.132,15.32,12.71,82.935,1.84,53.17,57409.236,6230.648,10425.934,2057.822,1910.851,20625.255,371591,2694843,0,0,3066434,170:36:00,14:00,00:00,07:25,100:04:00,292:06:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,26,1228684.0,1168933.565,15738.17,139341.15,139341.15,0.0,0.0,0.0,0,34839.172,0.0,0.0,86.76,99.32,95.99,28.57,12.642,13.16,15.33,12.72,82.94,1.85,53.18,59750.435,6487.135,10820.346,2122.121,1975.265,21404.867,371591,2962894,0,0,3334485,196:57:00,14:00,00:00,07:25,131:04:00,349:27:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,27,1292130.0,1228826.377,16683.841,146846.6,146846.6,0.0,0.0,0.0,0,36611.355,0.0,0.0,86.78,99.5,95.99,28.62,12.667,13.198,15.35,12.73,82.95,1.85,53.18,63303.623,6842.378,11407.212,2213.391,2076.985,22539.966,371591,3038057,0,0,3409648,202:37:00,14:25,00:00,07:30,131:04:00,355:37:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,28,1351326.0,1284528.718,17569.961,154045.25,154045.25,0.0,0.0,0.0,0,38468.027,0.0,0.0,86.8,99.67,95.98,28.68,12.69,13.231,15.36,12.74,82.949,1.85,53.19,66797.282,7178.475,11922.469,2300.627,2192.344,23593.915,371591,3121923,0,0,3493514,207:16:00,15:50,00:00,10:10,131:04:00,364:22:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,29,1412038.0,1341861.178,18615.455,161343.9,161343.9,0.0,0.0,0.0,0,40383.304,0.0,0.0,86.78,99.81,95.97,28.76,12.712,13.256,15.37,12.75,82.949,1.86,53.22,70176.822,7535.223,12520.099,2368.157,2323.997,24747.476,371591,3191230,0,0,3562821,220:06:00,16:15,00:00,10:10,131:04:00,377:37:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,30,1477663.0,1403730.093,19733.394,169532.2,169532.2,0.0,0.0,0.0,0,42553.155,0.0,0.0,86.81,99.95,95.97,28.83,12.736,13.282,15.38,12.75,82.953,1.86,53.24,73932.907,7912.664,13126.376,2427.662,2424.507,25891.209,371591,3218315,0,0,3589906,223:36:00,16:35,00:00,10:10,131:04:00,381:26:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,31,1537142.0,1459761.841,20893.196,176765.85,176765.85,0.0,0.0,0.0,0,44207.8,0.0,0.0,86.86,100.04,95.97,28.89,12.756,13.306,15.39,12.76,82.948,1.86,53.25,77380.159,8244.302,13668.285,2477.251,2491.824,26881.662,371591,3280209,0,0,3651800,240:10:00,16:55,00:00,10:10,131:04:00,400:10:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,32,1596619.0,1514842.61,21937.047,184017.25,184017.25,0.0,0.0,0.0,0,46132.485,0.0,0.0,86.9,100.11,95.96,28.92,12.766,13.326,15.4,12.77,82.952,1.86,53.27,81776.39,8599.376,14203.816,2527.668,2543.043,27873.903,371591,3372821,0,0,3744412,261:38:00,16:55,00:00,10:10,131:04:00,419:48:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,33,1650813.0,1564517.218,22691.838,190376.1,190376.1,0.0,0.0,0.0,0,47802.808,0.0,0.0,86.93,100.18,95.95,28.93,12.768,13.342,15.41,12.78,82.948,1.87,53.27,86295.782,8916.179,14696.58,2571.587,2611.225,28795.571,371591,3443712,0,0,3815303,286:19:00,17:45,00:00,10:10,131:04:00,445:19:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,34,1696618.0,1606457.295,23745.047,195461.0,195461.1,0.0,0.0,0.0,0,49342.869,0.0,0.0,86.91,0.0,0.0,0.0,12.76,13.35,0.0,0.0,82.92,0.0,0.0,0.0,9166.7,15165.355,2614.476,2708.295,29654.826,371591,3550457,0,0,3922048,317:15:00,17:49,00:00,10:10,145:24:00,490:39:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,35,1733534.0,1640371.788,24160.076,199150.3,199150.3,0.0,0.0,0.0,0,50534.033,0.0,0.0,86.81,100.27,95.95,28.92,12.758,13.339,15.41,12.76,82.851,1.87,53.28,93162.212,9363.478,15651.288,2663.527,2811.945,30490.238,371591,3872632,0,0,4244223,322:35:00,27:00:00,00:00,10:25,200:54:00,560:55:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,36,1781689.0,1684386.368,25055.405,203309.9,203309.9,0.0,0.0,0.0,0,53092.836,0.0,0.0,86.43,100.17,95.93,28.97,12.777,13.289,15.38,12.73,82.75,1.87,53.3,97302.632,9634.871,16701.983,2796.169,2994.447,32127.47,371591,4429423,0,0,4801014,347:39:00,27:00:00,00:00,10:25,214:10:00,599:14:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,37,1831066.0,1729413.617,25850.859,207544.8,207544.8,0.0,0.0,0.0,0,55804.553,0.0,0.0,86.05,0.0,0.0,0.0,12.81,13.23,0.0,0.0,82.64,0.0,0.0,0.0,9951.859,17682.79,2948.198,3196.214,33779.061,371591,4842220,0,0,5213811,364:00:00,27:04:00,00:00,19:10,221:20:00,631:36:00
ingenio adolfo lopez mateos s.a. de c.v.,2012-2013,38,1867959.93,1762926.723,26838.505,211284.2,211284.2,0.0,0.0,0.0,0,57869.234,111.120313,117.741,85.83,100.07,95.85,29.13,12.833,13.166,15.272,12.611,82.576,1.876,53.33,105033.207,10206.934,18233.549,3080.289,3338.433,34859.205,371591,5154368,79500,0,5605459,376:09:00,27:24:00,00:00,19:10,223:00:00,645:45:00
ingenio alianza popular s.a. de c.v.,2012-2013,6,47250.0,45505.745,632.48,3948.9,0.0,3948.9,0.0,0.0,0,1062.937,0.0,0.0,83.739,98.068,94.914,28.053,13.46,12.67,15.0,12.26,81.74,2.3,48.97,1747.336,304.463,484.173,59.963,124.91,973.509,0,0,0,0,0,00:20,00:00,00:00,00:00,00:00,00:20
ingenio alianza popular s.a. de c.v.,2012-2013,7,70550.0,67937.762,984.78,6824.8,0.0,6824.8,0.0,0.0,0,1723.531,0.0,0.0,83.899,98.926,95.028,27.473,13.23,12.84,14.99,12.33,82.24,2.32,48.82,2616.932,450.275,704.002,114.625,189.224,1458.126,0,0,0,0,0,00:25,00:00,00:00,00:00,87:25:00,87:50:00
