ingenio,zafra,semana,cana_molida_bruta,cana_molida_neta,superficie_cosechada,azucar_total,azucar_refinada,azucar_estandar,azucar_blanca_especial,azucar_mascabado,alcohol_96_producido,miel_final_85_brix,karbe_cana_bruta,karbe_cana_neta,eficiencia_fabrica,extraccion_jugo_mezclado,extraccion_pol_pol_cana,bagazo_cana,fibra_cana,pol_cana,brix_jugo_mezclado,pol_jugo_mezclado,pza_aparente_jugo_mezclado,pol_bagazo,humedad_bagazo,materia_extrana,perdidas_bagazo,perdidas_miel_final,perdidas_cachaza,perdidas_indeterminadas,perdidas_totales,petroleo_pruebas,petroleo_molienda,petroleo_liquidacion,petroleo_fabrica_alcohol,petroleo_total,tiempo_perdido_fabrica,tiempo_perdido_personal,tiempo_perdido_festivos,tiempo_perdido_campo,tiempo_perdido_lluvias,tiempo_perdido_total,pol_porcentaje_fibra,cana_cosechada_mecanicamente,cana_quemada,kg_vapor_kg_cana,energia_electrica_ton_cana,rendimiento_campo,rendimiento_fabrica
aaron saenz garza,2017-2018,18,448742.9,413066.318,5042.0,49467.2,1738.15,47729.049,0.0,0.0,1491055,14448.24965,119.667,130.003,79.774,95.998,95.271,26.919,12.27,14.105,16.905,13.998,82.8,2.478,50.739,35665.197,2993.198,5642.945,535.565,3630.391,12802.099,0.0,0.0,0,0,0.0,225.35,3.1,0.0,0.0,0.0,228.45,114.955,61.167,74.869,0.628,8039108.0,89.000971,11.0235
aaron saenz garza,2017-2018,19,485080.46,446376.231,5454.5,53294.9,5565.85,47729.049,0.0,0.0,1625129,15697.94141,120.386,130.824,79.908,96.049,95.299,26.945,12.27,14.179,16.966,14.068,82.92,2.474,50.777,38692.844,3233.055,6082.966,583.782,3919.321,13819.124,0.0,0.0,0,0,0.0,251.55,5.1,0.0,0.0,0.0,257.05,115.558,60.372,75.382,0.635,8858824.0,88.932158,10.9868
aaron saenz garza,2017-2018,20,522108.36,480431.062,5875.5,57553.2,9824.15,47729.049,0.0,0.0,1832322,16869.00112,120.948,131.44,80.0,95.981,95.32,26.982,12.27,14.238,17.035,14.14,83.0,2.47,50.839,41665.913,3479.315,6508.729,642.55,4236.731,14867.325,0.0,0.0,0,0,0.0,283.55,5.1,0.0,0.0,0.0,289.05,116.039,60.006,74.247,0.642,9683021.0,88.861945,11.0232
aaron saenz garza,2017-2018,21,558427.28,513760.928,6304.5,61865.55,11675.55,50189.999,0.0,0.0,1998177,18016.58288,121.32,131.868,79.989,95.954,95.264,27.078,12.28,14.28,17.075,14.178,83.03,2.498,50.944,44654.967,3776.528,6893.285,715.712,4572.651,15958.176,0.0,0.0,0,0,0.0,303.0,5.1,0.0,0.0,0.0,308.1,116.287,59.857,73.331,0.645,10505573.0,88.575982,11.0785
aaron saenz garza,2017-2018,22,597738.84,549950.24,6794.5,66427.4,12782.9,53644.499,0.0,0.0,2139790,19450.29847,121.717,132.294,79.989,95.931,95.259,27.189,12.29,14.325,17.125,14.224,83.06,2.498,51.076,47777.215,4059.369,7373.503,791.047,4909.801,17133.72,0.0,0.0,0,0,0.0,314.5,5.1,0.0,0.0,0.0,320.0,116.558,59.138,73.128,0.64,11212558.0,87.973925,11.1131
aaron saenz garza,2017-2018,23,636501.24,585517.973,7256.0,71106.55,16670.05,54436.499,0.0,0.0,2309676,20709.70994,122.123,132.757,80.065,95.99,95.279,27.209,12.3,14.371,17.167,14.265,83.09,2.493,51.094,50971.882,4318.095,7875.673,846.292,5195.181,18235.241,0.0,0.0,0,0,0.0,328.4,5.1,0.0,0.0,0.0,333.5,116.837,59.025,73.04,0.643,12051838.0,87.720678,11.1714
aaron saenz garza,2017-2018,24,673090.67,619119.686,7715.5,75619.9,20640.4,54979.499,0.0,0.0,2485525,21956.21188,122.587,133.273,80.113,96.005,95.28,27.298,12.3,14.422,17.217,14.313,83.13,2.494,51.221,53959.599,4581.868,8325.965,892.433,5504.331,19304.597,0.0,0.0,0,0,0.0,342.55,5.3,0.0,0.0,0.0,348.25,117.252,59.049,74.186,0.647,12762210.0,87.238762,11.2347
aaron saenz garza,2017-2018,25,710939.37,653845.922,8190.5,80064.85,24667.35,55397.499,0.0,0.0,2636965,23327.82835,122.92,133.653,80.113,95.955,95.263,27.424,12.31,14.463,17.275,14.359,83.12,2.498,51.377,57082.063,4870.744,8812.272,945.523,5820.651,20449.19,0.0,0.0,0,0,0.0,354.0,5.35,0.0,0.0,0.0,359.35,117.49,59.009,75.146,0.649,13609619.0,86.800484,11.2618
aaron saenz garza,2017-2018,26,744270.48,684520.675,8941.0,84032.85,28161.65,55871.199,0.0,0.0,2769755,24904.01071,123.132,133.88,80.079,95.901,95.264,27.484,12.32,14.488,17.312,14.392,83.13,2.496,51.433,59738.42,5106.711,9242.519,997.758,6133.021,21480.009,0.0,0.0,0,0,0.0,382.4,6.25,0.0,0.0,0.0,389.05,117.597,59.103,74.832,0.654,14388048.0,83.24242,11.2906
aaron saenz garza,2017-2018,27,779731.95,716888.74,9721.0,87917.55,31305.1,56612.449,0.0,0.0,2848281,26365.98353,123.304,134.113,79.813,95.757,95.233,27.585,12.35,14.512,17.363,14.432,83.12,2.508,51.486,62831.825,5394.432,9756.786,1039.706,6650.571,22841.495,0.0,0.0,0,0,0.0,409.2,6.25,0.0,0.0,0.0,415.45,117.506,59.604,75.208,0.657,15076855.0,80.211084,11.2753
aaron saenz garza,2017-2018,28,821409.06,754953.96,10628.0,93677.95,31305.1,62372.849,0.0,0.0,2940775,27724.66441,123.418,134.282,79.679,95.635,95.173,27.711,12.38,14.533,17.411,14.463,83.07,2.532,51.525,66443.715,5762.519,10273.846,1077.915,7144.561,24258.841,0.0,0.0,0,0,0.0,421.05,6.25,0.0,0.0,0.0,427.3,117.391,60.099,76.241,0.653,15812524.0,77.287265,11.4045
aaron saenz garza,2017-2018,29,859098.53,789554.48,11448.0,98700.25,31305.1,67395.149,0.0,0.0,3084135,29054.96706,123.533,134.414,79.577,95.639,95.123,27.78,12.4,14.554,17.438,14.476,83.01,2.555,51.535,69532.665,6098.18,10707.031,1113.024,7618.091,25536.326,0.0,0.0,0,0,0.0,452.15,6.35,0.0,0.0,0.0,458.5,117.371,60.794,77.271,0.654,16572047.0,75.043547,11.4888
aaron saenz garza,2017-2018,30,876265.3903,805186.1873,11983.0,101185.15,31305.1,69880.049,0.0,0.0,3144694,29799.29765,123.578,134.487,79.549,95.705,95.112,27.822,12.41,14.563,17.442,14.473,82.98,2.558,51.545,71067.818,6237.463,10885.166,1137.94,7837.261,26097.83,0.0,0.0,0,0,0.0,468.3,6.35,0.0,0.0,86.3,561.35,117.349,61.034,77.597,0.657,16859326.0,73.12571,11.5473
aaron saenz garza,2017-2018,31,876265.391,805204.936,12303.0,101297.75,31305.1,69992.649,0.0,0.0,3155315,29893.84588,123.578,134.484,79.487,95.705,95.112,27.822,12.41,14.563,17.442,14.473,82.98,2.558,51.545,71060.455,6237.463,10836.769,1142.785,7959.559,26176.576,0.0,0.0,0,0,0.0,468.3,6.35,0.0,0.0,254.3,729.35,117.349,61.034,77.597,0.658,16902845.0,71.223717,11.5601
aaron saenz garza,2017-2018,32,903887.64,830312.957,12933.0,103527.9,31305.1,72222.799,0.0,0.0,3216890,30643.92765,123.261,134.183,79.475,95.823,95.101,27.88,12.43,14.535,17.4,14.425,82.9,2.554,51.584,73563.298,6436.709,11176.233,1183.099,8169.509,26965.55,0.0,0.0,0,0,0.0,475.2,6.35,0.0,0.0,315.0,796.55,116.935,61.553,77.121,0.657,17385067.0,69.89002,11.4536
aaron saenz garza,2017-2018,33,933774.65,857600.474,13633.0,106534.95,31305.1,75229.849,0.0,0.0,3317344,31921.78941,122.618,133.509,79.362,96.009,95.034,27.981,12.44,14.472,17.307,14.325,82.77,2.569,51.65,76162.791,6711.323,11578.878,1219.977,8379.409,27889.587,0.0,0.0,0,0,0.0,497.05,6.35,0.0,0.0,338.1,841.5,116.334,62.14,76.781,0.659,17968506.0,68.493702,11.409
aaron saenz garza,2017-2018,34,939309.6905,862655.5765,14233.0,107590.35,31305.1,76285.249,0.0,0.0,3330696,32531.42988,122.443,133.323,79.17,96.053,95.019,28.004,12.45,14.456,17.286,14.301,82.73,2.571,51.658,76642.729,6764.099,11691.459,1240.157,8589.829,28285.544,0.0,0.0,0,0,0.0,499.25,6.35,0.0,0.0,477.55,983.55,116.112,62.17,77.535,0.661,18208542.0,65.9952,11.4541
aaron saenz garza,2017-2018,35,955050.28,0.0,0.0,108696.25,31305.1,77391.149,0.0,0.0,0,32998.72676,0.0,0.0,79.065,0.0,0.0,0.0,12.46,14.404,17.228,0.0,82.64,0.0,51.7,0.0,6941.682,11901.718,1262.544,8692.669,28798.613,0.0,0.0,0,0,0.0,503.05,6.35,0.0,3.15,569.25,1082.2,0.0,0.0,0.0,0.0,0.0,0.0,11.3812
aaron saenz garza,2017-2018,36,974656.5701,894857.2041,15712.0,110501.15,31305.1,79196.049,0.0,0.0,3340953,33967.95738,121.04,131.834,78.884,96.016,94.866,28.165,12.47,14.318,17.158,14.147,82.45,2.61,51.758,79787.981,7165.175,12183.8,1290.166,8829.101,29468.242,0.0,0.0,0,0,0.0,506.4,6.35,0.0,32.1,569.25,1114.5,114.82,62.714,77.511,0.663,19078671.0,62.032622,11.3374
adolfo lopez mateos,2017-2018,7,26700.0,25696.0,556.373,517.5,517.5,0.0,0.0,0.0,0,134.925,0.0,102.518,76.846,97.082,95.178,28.911,13.381,11.923,14.58,11.689,80.172,1.989,50.617,1004.0,153.506,389.602,47.815,146.184,737.107,673805.0,468086.0,0,0,1141891.0,42.15,0.1,0.0,0.0,10.2,52.45,89.104,0.0,100.001,0.474,419000.0,47.989388,1.9382
adolfo lopez mateos,2017-2018,8,62527.0,59846.7,1085.361,3181.5,3181.5,0.0,0.0,0.0,0,1440.497,0.0,99.676,77.595,95.613,95.341,28.294,13.243,11.524,14.346,11.491,80.098,1.898,50.172,2680.3,335.717,833.656,110.921,334.147,1614.441,673805.0,1273800.0,0,0,1947605.0,122.0,3.45,0.0,0.0,10.2,136.05,87.02,0.0,100.288,0.532,1190630.0,57.609403,5.0882
adolfo lopez mateos,2017-2018,9,106239.0,101675.941,1804.647,7564.1,7564.1,0.0,0.0,0.0,0,3023.271,0.0,99.952,79.181,95.926,95.465,28.099,13.173,11.546,14.338,11.49,80.14,1.863,50.14,4563.059,556.265,1343.292,158.601,495.573,2553.731,673805.0,2014978.0,0,0,2688783.0,176.2,6.55,0.0,0.0,10.2,193.35,87.649,0.0,100.754,0.551,2135754.0,58.869684,7.1198
adolfo lopez mateos,2017-2018,10,160921.0,154115.553,2750.793,13182.75,13182.75,0.0,0.0,0.0,0,4969.771,0.0,100.516,80.403,96.327,95.574,27.995,13.154,11.616,14.378,11.525,80.161,1.837,50.064,6805.447,827.334,1930.166,230.963,674.758,3663.221,673805.0,2448282.0,0,0,3122087.0,201.15,7.35,0.0,0.0,10.2,219.1,88.308,0.0,100.0,0.536,3066243.0,58.499858,8.192
adolfo lopez mateos,2017-2018,11,207133.0,198201.872,3502.431,18136.1,18136.1,0.0,0.0,0.0,0,6353.094,0.0,101.406,81.149,96.885,95.644,27.906,13.127,11.705,14.412,11.556,80.181,1.827,50.021,8931.128,1056.058,2419.075,288.769,806.586,4570.488,673805.0,2932574.0,0,0,3606379.0,239.35,13.4,0.0,0.1,10.2,263.45,89.167,0.0,100.0,0.54,3995249.0,59.13978,8.7557
adolfo lopez mateos,2017-2018,12,249456.0,238681.694,4088.783,23093.1,23093.1,0.0,0.0,0.0,0,7637.382,0.0,102.304,81.803,97.659,95.716,27.845,13.101,11.805,14.429,11.57,80.189,1.816,50.024,10774.306,1261.667,2867.119,335.964,893.946,5358.696,673805.0,3621068.0,0,0,4294873.0,285.3,23.4,0.0,0.1,10.2,319.4,90.108,0.0,100.0,0.55,4950697.0,61.00984,9.2573
adolfo lopez mateos,2017-2018,13,271576.0,259796.41,4451.349,24312.6,24312.6,0.0,0.0,0.0,0,8323.848,0.0,102.54,81.94,98.39,95.76,27.81,13.09,11.83,14.37,11.52,80.14,1.8,50.01,11779.59,1362.549,3144.063,359.983,936.451,5803.046,673805.0,3743183.0,0,0,4416988.0,392.1,25.15,0.0,0.1,13.4,431.15,90.4,0.0,100.0,0.538,5504461.63,61.009819,8.9524
adolfo lopez mateos,2017-2018,14,314452.0,300687.062,5165.964,28334.6,28334.6,0.0,0.0,0.0,0,9656.545,0.0,102.916,82.22,99.301,95.815,27.773,13.076,11.872,14.297,11.455,80.12,1.789,50.023,13764.938,1562.414,3644.617,410.768,1019.332,6637.131,673805.0,3803653.0,0,0,4477458.0,443.55,25.15,0.0,0.1,13.4,482.59,90.792,0.0,100.0,0.538,6339548.63,60.869955,9.0107
adolfo lopez mateos,2017-2018,15,378836.0,361999.723,6169.975,35766.2,35766.2,0.0,0.0,0.0,0,11753.597,0.0,103.676,82.673,99.756,95.875,27.726,13.059,11.945,14.318,11.48,80.179,1.777,50.02,16836.277,1866.729,4361.992,475.995,1136.332,7841.048,673805.0,3809222.0,0,0,4483027.0,450.45,27.15,0.0,2.0,13.4,493.4,91.469,0.0,100.0,0.528,7752970.23,61.399924,9.441
adolfo lopez mateos,2017-2018,16,427775.0,408634.857,6911.869,41161.95,41161.95,0.0,0.0,0.0,0,13372.786,0.0,104.387,83.11,100.16,95.92,27.69,13.05,12.02,14.35,11.51,80.23,1.77,50.02,19140.143,2098.228,4839.417,534.998,1212.98,8685.623,673805.0,3823472.0,0,0,4497277.0,490.25,28.25,0.0,6.2,14.25,539.34,92.12,0.0,100.0,0.535,8663810.35,61.889917,9.6223
adolfo lopez mateos,2017-2018,17,472266.0,450998.505,7600.04,46314.5,46314.5,0.0,0.0,0.0,0,14770.69,0.0,105.127,83.41,100.5,95.95,27.67,13.03,12.09,14.38,11.55,80.29,1.77,50.03,21267.495,2313.733,5298.732,582.538,1282.169,9477.172,673805.0,3833472.0,0,0,4507277.0,517.45,28.25,0.0,6.2,50.3,602.59,92.8,0.0,100.0,0.539,9528274.86,62.139936,9.8068
adolfo lopez mateos,2017-2018,18,510031.0,486931.374,8164.423,49825.65,49825.65,0.0,0.0,0.0,0,15885.736,0.0,105.581,83.53,100.84,95.98,27.64,13.021,12.14,14.389,11.555,80.31,1.764,50.03,23099.626,2486.877,5730.217,636.825,1344.38,10198.299,673805.0,3840972.0,0,0,4514777.0,527.5,58.05,0.0,6.2,88.5,681.04,93.23,0.0,100.0,0.546,10391161.86,62.469938,9.7691
adolfo lopez mateos,2017-2018,19,559202.0,533606.197,8945.819,55314.1,55314.1,0.0,0.0,0.0,0,17338.876,0.0,106.144,83.743,101.153,96.018,27.601,13.008,12.195,14.409,11.576,80.335,1.76,50.018,25595.803,2715.726,6240.46,708.103,1422.243,11086.532,673805.0,3844972.0,0,0,4518777.0,531.3,61.4,0.0,6.2,126.25,725.54,93.75,0.0,100.0,0.548,11310222.86,62.509871,9.8916
adolfo lopez mateos,2017-2018,20,600324.0,572738.758,9609.812,59539.6,59539.6,0.0,0.0,0.0,0,18637.389,0.0,106.45,83.782,101.376,96.042,27.574,12.998,12.226,14.416,11.583,80.348,1.755,50.013,27585.242,2905.057,6737.559,769.223,1491.938,11903.777,673805.0,3859532.0,0,0,4533337.0,541.4,62.4,0.0,6.2,181.05,791.44,94.061,0.0,100.0,0.553,12099582.86,62.4699,9.9179
adolfo lopez mateos,2017-2018,21,663470.0,632372.538,10634.246,66758.55,66758.55,0.0,0.0,0.0,0,20572.237,0.0,107.116,83.92,101.71,96.08,27.54,12.98,12.29,14.44,11.61,80.39,1.75,50.01,31097.462,3196.788,7458.814,855.77,1595.574,13106.946,673805.0,3869732.0,0,0,4543537.0,553.0,63.1,0.0,13.3,181.05,810.44,94.62,0.0,100.0,0.557,13110808.86,62.389942,10.062
adolfo lopez mateos,2017-2018,22,721824.0,687580.011,11595.573,73310.85,73310.85,0.0,0.0,0.0,0,22306.648,0.0,107.68,84.09,101.92,96.11,27.52,12.97,12.34,14.47,11.64,80.44,1.75,50.02,34243.989,3467.11,8087.24,929.802,1688.321,14172.473,673805.0,3871732.0,0,0,4545537.0,571.25,70.2,0.0,13.3,181.05,836.19,95.11,0.0,100.0,0.559,14121516.86,62.249963,10.1563
adolfo lopez mateos,2017-2018,23,783737.0,746017.229,12610.429,80433.55,80433.55,0.0,0.0,0.0,0,24149.622,0.0,108.336,84.299,102.147,96.139,27.488,12.96,12.398,14.496,11.669,80.5,1.741,50.024,37719.771,3751.774,8726.832,1003.943,1774.238,15256.787,673805.0,3872232.0,0,0,4546037.0,586.35,70.25,0.0,13.3,181.05,851.34,95.664,0.0,100.0,0.56,15099880.86,62.149907,10.2628
adolfo lopez mateos,2017-2018,24,830842.0,790778.308,13424.501,85858.85,85858.85,0.0,0.0,0.0,0,25595.294,0.0,108.783,84.449,102.346,96.16,27.488,12.958,12.444,14.516,11.692,80.545,1.738,50.035,40063.692,3970.183,9210.576,1061.13,1836.714,16078.603,673805.0,3872732.0,0,0,4546537.0,617.05,71.1,0.0,13.3,198.15,899.59,96.033,0.0,100.0,0.566,16031366.86,61.889972,10.3339
adolfo lopez mateos,2017-2018,25,890351.0,846975.117,14406.985,92838.25,92838.25,0.0,0.0,0.0,0,27327.735,0.0,109.34,84.593,102.595,96.182,27.514,12.969,12.498,14.539,11.717,80.593,1.734,50.044,43375.883,4248.771,9842.192,1137.501,1916.085,17144.549,673805.0,3872732.0,0,0,4546537.0,626.35,76.4,0.0,22.2,198.15,923.5,96.368,0.0,100.0,0.569,17076297.86,61.799953,10.4271
adolfo lopez mateos,2017-2018,26,950377.0,903734.421,15420.703,99686.0,99686.0,0.0,0.0,0.0,0,29094.614,0.0,109.904,84.73,102.81,96.2,27.55,12.98,12.55,14.57,11.75,80.647,1.73,50.064,46642.579,4534.102,10479.401,1208.219,1998.668,18220.39,673805.0,3873032.0,0,0,4546837.0,640.0,78.4,0.0,22.3,198.15,939.24,96.725,0.0,100.0,0.57,18101008.86,61.629939,10.4891
adolfo lopez mateos,2017-2018,27,993696.0,944836.14,16194.534,104240.4,104240.4,0.0,0.0,0.0,0,30352.128,0.0,110.261,84.79,102.94,96.21,27.58,12.99,12.59,14.59,11.77,80.69,1.73,50.1,48859.86,4744.413,10973.089,1258.075,2059.269,19034.846,673805.0,3887532.0,0,0,4561337.0,696.0,79.15,0.0,22.3,198.15,995.59,96.95,0.0,100.0,0.575,18943435.86,61.359962,10.4901
adolfo lopez mateos,2017-2018,28,1053598.0,1001565.417,17235.382,111102.6,111102.6,0.0,0.0,0.0,0,32127.959,0.0,110.725,84.851,103.069,96.218,27.637,13.002,12.638,14.613,11.798,80.736,1.729,50.142,52032.583,5035.392,11655.115,1327.956,2152.65,20171.113,673805.0,3887532.0,0,0,4561337.0,712.25,82.05,0.0,22.5,198.15,1015.34,97.2,0.0,100.0,0.577,19973973.86,61.129947,10.545
adolfo lopez mateos,2017-2018,29,1108974.0,1053952.704,18239.721,117217.45,117217.45,0.0,0.0,0.0,0,33846.202,0.0,111.088,84.847,103.159,96.217,27.7,13.014,12.674,14.635,11.821,80.776,1.731,50.202,55021.296,5317.284,12307.008,1403.77,2269.902,21297.964,673805.0,3889532.0,0,0,4563337.0,732.55,82.05,0.0,23.0,207.35,1045.34,97.387,0.0,100.0,0.579,20998030.86,60.799943,10.5699
adolfo lopez mateos,2017-2018,30,1168921.0,1110712.823,19216.199,124160.5,124160.5,0.0,0.0,0.0,0,35948.443,0.0,111.429,84.82,103.19,96.19,27.78,13.025,12.708,14.66,11.847,80.815,1.742,50.287,58208.177,5655.437,12985.615,1477.847,2433.825,22552.724,673805.0,3889532.0,0,0,4563337.0,744.35,84.1,0.0,23.0,207.35,1059.19,97.566,0.0,100.0,0.58,22073978.86,60.829979,10.6218
adolfo lopez mateos,2017-2018,31,1223227.0,1162190.766,20305.902,129895.1,129895.1,0.0,0.0,0.0,0,37628.358,0.0,111.711,84.783,103.242,96.196,27.818,13.033,12.737,14.68,11.868,80.845,1.742,50.321,61036.234,5927.252,13623.539,1565.86,2591.669,23708.32,673805.0,3889632.0,0,0,4563437.0,769.55,85.25,0.0,23.1,207.35,1086.04,97.729,0.0,100.0,0.581,23141772.86,60.239973,10.619
adolfo lopez mateos,2017-2018,32,1285504.0,1221132.196,21543.566,136658.15,136658.15,0.0,0.0,0.0,0,39694.553,0.0,111.882,84.663,103.223,96.197,27.867,13.045,12.753,14.697,11.885,80.869,1.74,50.364,64371.804,6234.687,14458.261,1656.554,2795.081,25144.583,673805.0,3889632.0,0,0,4563437.0,776.15,85.25,0.0,23.1,207.35,1092.24,97.762,0.0,100.0,0.581,24202529.86,59.669972,10.6307
adolfo lopez mateos,2017-2018,33,1334383.0,1267432.282,22547.885,141849.7,141849.7,0.0,0.0,0.0,0,41427.257,0.0,111.842,84.513,103.07,96.164,27.981,13.084,12.749,14.705,11.894,80.887,1.748,50.403,66950.718,6525.009,15086.374,1756.636,2978.162,26346.181,673805.0,3892532.0,0,0,4566337.0,809.25,85.25,0.0,26.1,208.5,1129.49,97.44,0.0,100.0,0.582,25240304.86,59.179962,10.6303
adolfo lopez mateos,2017-2018,34,1388355.0,1318538.872,23675.919,147028.95,147028.95,0.0,0.0,0.0,0,43609.58,0.0,111.658,84.132,102.763,96.086,28.15,13.142,12.73,14.712,11.903,80.905,1.77,50.448,69816.128,6918.199,16119.157,1843.964,3162.649,28043.969,673805.0,3893032.0,0,0,4566837.0,833.35,85.25,0.0,26.1,208.5,1153.58,96.865,0.0,100.0,0.583,26274414.86,58.639962,10.5901
adolfo lopez mateos,2017-2018,35,1439606.0,1367039.028,24833.646,152665.3,152665.3,0.0,0.0,0.0,0,45809.77,0.0,111.468,83.93,102.55,96.04,28.32,13.206,12.711,14.71,11.903,80.92,1.779,50.488,72566.972,7250.518,16939.844,1907.633,3313.502,29411.497,673805.0,3893032.0,0,0,4566837.0,840.05,85.25,0.0,48.5,208.5,1183.08,96.252,0.0,100.0,0.584,27296554.86,57.969981,10.6046
adolfo lopez mateos,2017-2018,36,1481762.0,0.0,25540.167,157021.7,157021.7,0.0,0.0,0.0,0,47294.289,0.0,0.0,83.812,0.0,0.0,0.0,13.259,12.695,14.71,0.0,80.933,0.0,0.0,0.0,7527.351,17558.88,1955.926,3408.05,30450.209,0.0,0.0,0,0,0.0,845.15,85.23,0.0,94.16,210.14,1235.08,0.0,0.0,0.0,0.0,0.0,58.016926,10.5969
